id,granted,sponsor,grant_category,grant_value,date,RFCD_23,RFCD_24,RFCD_25,RFCD_26,RFCD_27,RFCD_28,RFCD_29,RFCD_30,RFCD_31,RFCD_32,RFCD_33,RFCD_34,RFCD_35,RFCD_36,RFCD_37,RFCD_38,RFCD_39,RFCD_40,RFCD_41,RFCD_42,RFCD_43,RFCD_44,RFCD_OTHER,SEO_61,SEO_62,SEO_63,SEO_64,SEO_65,SEO_66,SEO_67,SEO_68,SEO_69,SEO_70,SEO_71,SEO_72,SEO_73,SEO_74,SEO_75,SEO_76,SEO_77,SEO_78,SEO_OTHER,EXT_CHIEF_INVESTIGATOR,STUDRES,STUD_CHIEF_INVESTIGATOR,mean_year_of_birth,max_year_of_birth,n_internals,Dept.No.,Faculty.No.,With.PHD,mean_years_in_uni,max_years_in_uni,Number.of.Successful.Grant,Number.of.Unsuccessful.Grant,A.,A,B,C,month,rfcd_l0_s_count,rfcd_l0_s_rate,rfcd_l1_s_count,rfcd_l1_s_rate,rfcd_l2_s_count,rfcd_l2_s_rate,seo_l0_s_count,seo_l0_s_rate,seo_l1_s_count,seo_l1_s_rate,seo_l2_s_count,seo_l2_s_rate,Dept.No._s_count,Dept.No._s_rate,Faculty.No._s_count,Faculty.No._s_rate,sponsor_s_count,sponsor_s_rate,grant_category_s_count,grant_category_s_rate
6683,1,32D,30B,30000.0,1095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,50.0,0.0,,,,1965.0,1965.0,1,2653.0,25.0,,3.0,3.0,2.0,1.0,72.0,28.0,6.0,4.0,1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
6687,1,4D,10A,10000.0,1095,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,1975.0,1975.0,1,3048.0,31.0,1.0,2.0,2.0,2.0,2.0,17.0,4.0,2.0,3.0,1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
6688,1,21A,50A,5000.0,1095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,1.0,,,1935.0,1935.0,1,118.0,118.0,,0.0,0.0,2.0,0.0,3.0,4.0,6.0,4.0,1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
6694,1,51C,20C,5000.0,1155,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1945.0,1945.0,1,3198.0,31.0,,1.0,1.0,1.0,1.0,3.0,12.0,4.0,9.0,3,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
6704,0,60D,30D,200000.0,1112,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,1957.5,1965.0,2,2523.0,25.0,2.0,3.5,4.0,6.0,12.0,14.0,22.0,13.0,2.0,1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
6706,0,87C,30C,20000.0,1112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1980.0,1980.0,1,2678.0,25.0,,,,1.0,5.0,0.0,0.0,0.0,0.0,1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
6710,1,40D,10B,10000.0,1116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1970.0,1970.0,1,2813.0,25.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
6711,1,68D,30C,10000.0,1116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,1960.0,1960.0,1,2538.0,25.0,,1.0,1.0,2.0,7.0,0.0,0.0,0.0,0.0,1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
6715,0,33A,10A,10000.0,1123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,,,1.0,1945.0,1945.0,1,,,,,,0.0,0.0,4.0,4.0,7.0,4.0,1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
6716,1,54B,20C,5000.0,1123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,,,,1950.0,1950.0,1,1258.0,34.0,1.0,4.0,4.0,2.0,3.0,10.0,6.0,16.0,61.0,1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
6717,0,other,30B,50000.0,1123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,30.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,30.0,35.0,0.0,0.0,,,,1950.0,1950.0,1,1033.0,1.0,1.0,3.0,3.0,0.0,2.0,0.0,1.0,5.0,6.0,1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
6718,1,2B,10A,50000.0,1123,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,20.0,0.0,0.0,,,,1960.0,1960.0,1,2853.0,25.0,1.0,3.0,3.0,0.0,0.0,2.0,10.0,8.0,10.0,1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
6720,1,49A,30B,5000.0,1124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1957.5,1970.0,2,1258.0,34.0,1.0,2.0,2.0,1.0,0.0,0.0,3.0,3.0,0.0,1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
6722,1,196D,20C,20000.0,1096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,4.0,,,1942.5,1950.0,2,2763.0,25.0,,4.0,4.0,1.0,0.0,4.0,3.0,5.0,1.0,1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
6723,1,2B,10A,5000.0,1096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,,,,1965.0,1965.0,1,1798.0,118.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,1.0,2.0,1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
6724,0,other,30D,5000.0,1096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1955.0,1955.0,1,2948.0,25.0,1.0,4.0,4.0,0.0,4.0,9.0,16.0,11.0,4.0,1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
6727,1,36D,10A,5000.0,1187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1950.0,1950.0,1,3028.0,31.0,1.0,4.0,4.0,3.0,2.0,4.0,20.0,17.0,5.0,4,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
6733,0,87C,30C,50000.0,1248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1972.5,1980.0,2,2678.0,25.0,1.0,3.0,3.0,6.0,16.0,16.0,18.0,11.0,5.0,6,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,,0,0.0,0,0.0,0,0.0,0,0.0
6736,1,34B,30C,5000.0,1248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1970.0,1970.0,1,2563.0,25.0,1.0,1.0,1.0,1.0,5.0,0.0,1.0,8.0,20.0,6,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
6738,0,222B,30C,10000.0,1278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1975.0,1975.0,1,2518.0,25.0,1.0,2.0,2.0,0.0,3.0,1.0,3.0,1.0,1.0,7,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
6739,0,5A,30B,5000.0,1278,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,40.0,0.0,,,,1970.0,1975.0,3,2538.0,25.0,3.0,1.3333333333333333,2.0,8.0,19.0,7.0,4.0,2.0,3.0,7,1,0.5,1,0.5,1,0.5,1,0.5,1,0.5,0,,1,0.5,1,0.5,0,,0,0.0
6741,0,222B,30C,5000.0,1278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,,,1,,,,,,,,,,,,7,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
6747,0,188D,30D,10000.0,1401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,1950.0,1950.0,1,2653.0,25.0,,3.0,3.0,5.0,18.0,6.0,6.0,2.0,0.0,11,2,1.0,2,1.0,2,1.0,2,1.0,2,1.0,2,1.0,2,1.0,2,1.0,0,,0,
6749,0,188D,30D,10000.0,1401,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1957.5,1965.0,2,2653.0,25.0,,2.0,3.0,7.0,20.0,7.0,6.0,2.0,0.0,11,2,1.0,2,1.0,2,1.0,2,1.0,2,1.0,2,1.0,2,1.0,2,1.0,0,,0,
6750,1,2B,10A,50000.0,1401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,20.0,0.0,,,,1965.0,1965.0,1,1798.0,118.0,1.0,1.0,1.0,2.0,0.0,0.0,4.0,1.0,2.0,11,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,0,,1,1.0,1,1.0,1,1.0,1,1.0
6754,0,87C,30G,40000.0,1431,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1960.0,1960.0,1,2498.0,25.0,,2.0,2.0,0.0,4.0,2.0,3.0,2.0,1.0,12,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
6755,0,32D,30B,10000.0,1431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,1,,,,,,,,,,,,12,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
6758,0,other,30C,20000.0,1139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1945.0,1945.0,1,2763.0,25.0,1.0,4.0,4.0,3.0,4.0,9.0,22.0,7.0,9.0,2,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
6763,1,47C,10B,5000.0,1139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,1960.0,1965.0,3,2763.0,25.0,1.0,1.6666666666666667,3.0,6.0,6.0,13.0,50.0,51.0,38.0,2,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
6773,1,other,30B,5000.0,1146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,,,,1957.5,1970.0,2,2103.0,19.0,2.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,2.0,2,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
6776,0,other,20A,50000.0,1153,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,1950.0,1950.0,1,2153.0,19.0,1.0,4.0,4.0,4.0,2.0,3.0,41.0,4.0,0.0,2,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
6778,0,24D,30B,50000.0,1153,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1975.0,1975.0,1,3048.0,31.0,,,,1.0,1.0,7.0,2.0,1.0,0.0,2,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
6782,1,21A,10A,30000.0,1097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,,,,1950.0,1950.0,1,2298.0,46.0,,,,0.0,1.0,0.0,1.0,1.0,2.0,1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
