Person.ID,Year.of.Birth,Country.of.Birth,Home.Language
888697,1975.0,Great Britain,
74162,1970.0,Australia,
74957,1950.0,North America,
357812,1970.0,Australia,
77817,1970.0,Australia,English
73422,1960.0,Great Britain,
82962,1965.0,Australia,
73352,1960.0,Australia,
20202,1965.0,South Africa,
979492,1975.0,,
755517,1975.0,Western Europe,Other
738222,1975.0,,
79142,1940.0,Australia,
790507,1970.0,Australia,
381382,1955.0,Australia,
790507,1970.0,Australia,
105342,1965.0,Australia,
14782,1955.0,Great Britain,
498427,1970.0,Great Britain,
66092,1960.0,Australia,
284367,1960.0,Australia,
66887,1955.0,Australia,
66092,1960.0,Australia,
73402,1965.0,Great Britain,
741582,1975.0,Great Britain,
35602,1965.0,Australia,
63047,1945.0,,
8732,1965.0,Australia,
80187,1945.0,Australia,
945297,1970.0,Australia,
24017,1970.0,Australia,
1407,1955.0,Australia,
40937,1965.0,Australia,
69262,1960.0,Australia,
74512,1945.0,Australia,
80942,1945.0,Australia,
8772,1965.0,Australia,
7947,1960.0,Asia Pacific,
90602,1965.0,Australia,
860357,1970.0,Great Britain,
63232,1960.0,Australia,
85642,1955.0,Australia,
308557,1975.0,Australia,
54737,1975.0,Australia,English
574367,1960.0,Great Britain,
574367,1960.0,Great Britain,
47517,1970.0,Australia,English
500382,1970.0,,
74697,1960.0,North America,
22322,1955.0,Western Europe,
66007,1955.0,Australia,
20202,1965.0,South Africa,
76237,1960.0,Great Britain,English
53027,1975.0,Australia,
67842,1965.0,Australia,
964907,1970.0,,
67882,1950.0,Australia,
110472,1965.0,Australia,English
918577,1960.0,,
98212,1965.0,Australia,
78817,1950.0,Western Europe,
1136582,1975.0,,
68382,1950.0,Australia,
488762,1970.0,North America,Other
4222,1960.0,Australia,
73402,1965.0,Great Britain,
3362,1970.0,Australia,
40697,1965.0,Great Britain,
497907,1970.0,Australia,
20202,1965.0,South Africa,
73942,1950.0,Australia,
655457,1970.0,Australia,
87147,1970.0,Australia,
132927,1970.0,Australia,
78992,1945.0,Australia,
918577,1960.0,,
68382,1950.0,Australia,
71867,1945.0,Australia,
868722,1965.0,Australia,
284367,1960.0,Australia,
298802,1960.0,,
604692,1975.0,,
655457,1970.0,Australia,
498427,1970.0,Great Britain,
74832,1965.0,Australia,
7512,1960.0,Australia,
366782,1975.0,Australia,
77067,1970.0,Australia,English
15472,1965.0,,
712437,1965.0,Asia Pacific,
47517,1970.0,Australia,English
67537,1955.0,Australia,
22077,1955.0,Western Europe,
87147,1970.0,Australia,
74832,1965.0,Australia,
67842,1965.0,Australia,
51502,1975.0,Middle East and Africa,
805262,1965.0,,
107862,1975.0,Australia,
76432,1960.0,Australia,English
971367,1970.0,,
147222,1965.0,Australia,
659757,1960.0,Australia,
407,1955.0,Australia,
68732,1950.0,North America,
84587,1965.0,Australia,
19082,1970.0,Australia,
359677,1975.0,Australia,
20722,1965.0,Australia,
868722,1965.0,Australia,
593217,1970.0,Australia,
75747,1970.0,Australia,
17367,1960.0,Asia Pacific,
144177,1970.0,Australia,
925237,1965.0,Australia,
44252,1960.0,Australia,
68502,1955.0,Australia,
34737,1970.0,North America,
100772,1965.0,Great Britain,English
110517,1980.0,Australia,
9107,1965.0,Australia,
636257,1980.0,,
43322,1975.0,Australia,
67842,1965.0,Australia,
67842,1965.0,Australia,
16137,1950.0,Australia,
25217,1965.0,Great Britain,
119282,1975.0,Australia,
44252,1960.0,Australia,
679342,1975.0,,
726807,1965.0,,
30017,1960.0,Australia,
16632,1955.0,Australia,
114552,1955.0,North America,English
46132,1975.0,Australia,
36242,1965.0,Australia,
117462,1965.0,Great Britain,
1081067,1970.0,,
84627,1960.0,Australia,
964402,1965.0,,
78977,1945.0,Australia,
81642,1945.0,Australia,
82312,1950.0,Australia,
76237,1960.0,Great Britain,English
1012,1945.0,Australia,English
75377,1955.0,Australia,
66672,1960.0,Australia,
809672,1965.0,Great Britain,
961672,1975.0,Australia,
72722,1955.0,Australia,English
45317,1975.0,Australia,
72722,1955.0,Australia,English
703057,1965.0,Australia,
887317,1970.0,,
939957,1975.0,,
672142,1965.0,,
444932,1970.0,Asia Pacific,
592977,1970.0,,
10592,1960.0,Australia,English
81792,1950.0,Australia,
69392,1960.0,,
44252,1960.0,Australia,
23982,1975.0,Australia,
16012,1960.0,North America,
11907,1955.0,Australia,Other
813567,1970.0,,
12957,1965.0,Great Britain,
6012,1955.0,Australia,English
301472,1950.0,Australia,
29512,1970.0,North America,English
111192,1965.0,Western Europe,Other
4222,1960.0,Australia,
928167,1975.0,,
88182,1980.0,Australia,
1091272,1975.0,,
626397,1980.0,,
49097,1980.0,Australia,English
135202,1975.0,Australia,
884667,1980.0,,
26352,1975.0,Eastern Europe,
33542,1980.0,Great Britain,English
7587,1955.0,Australia,
755517,1975.0,Western Europe,Other
734322,1965.0,,
734322,1965.0,,
138177,1980.0,Australia,
80692,1950.0,Australia,
641012,1975.0,,
974802,1980.0,,
808267,1975.0,Australia,
777602,1955.0,,
10072,1965.0,,
777602,1955.0,,
11602,1955.0,Western Europe,
809672,1965.0,Great Britain,
636257,1980.0,,
636257,1980.0,,
69812,1960.0,Australia,
74162,1970.0,Australia,
82072,1950.0,Australia,
28502,1970.0,New Zealand,
68437,1950.0,The Americas,
82722,1970.0,Australia,
77807,1970.0,Australia,
714027,1975.0,,
8062,1960.0,Australia,
158617,1975.0,Australia,
107242,1970.0,Great Britain,
70647,1940.0,,
79192,1950.0,Australia,
101532,1960.0,Australia,
64727,1945.0,,
6192,1935.0,,
730127,1980.0,Australia,
69032,1965.0,Australia,English
16137,1950.0,Australia,
79217,1955.0,Australia,
125287,1945.0,Australia,
492967,1975.0,,
73352,1960.0,Australia,
30977,1950.0,Great Britain,
64517,1960.0,Australia,
75572,1940.0,Australia,
68732,1950.0,North America,
14187,1955.0,Australia,
95892,1960.0,Australia,
32467,1975.0,Great Britain,
6562,1955.0,South Africa,English
16582,1960.0,Australia,
79022,1945.0,Western Europe,
72222,1950.0,Australia,
18732,1970.0,Asia Pacific,English
66607,1955.0,Great Britain,
17707,1965.0,Australia,
64777,1940.0,Australia,
30527,1960.0,Australia,
301472,1950.0,Australia,
67152,1955.0,New Zealand,
70227,1960.0,Australia,
69812,1960.0,Australia,
72177,1960.0,Australia,
7452,1960.0,North America,
28797,1970.0,Australia,
70652,1940.0,Australia,
107242,1970.0,Great Britain,
82722,1970.0,Australia,
778842,1975.0,Asia Pacific,
90572,1965.0,Australia,
25837,1960.0,Australia,
592,1955.0,Australia,
878457,1960.0,,
17367,1960.0,Asia Pacific,
1092302,1980.0,,
79837,1950.0,Australia,
120397,1975.0,Asia Pacific,Other
979487,1980.0,Western Europe,
67647,1965.0,Australia,
78967,1955.0,Western Europe,
933712,1965.0,Great Britain,
744352,1975.0,The Americas,Other
945737,1965.0,Asia Pacific,
16987,1965.0,Australia,
80412,1955.0,Australia,
66732,1970.0,Australia,English
57272,1975.0,North America,
809672,1965.0,Great Britain,
22917,1960.0,Australia,
720822,1970.0,New Zealand,
922527,1970.0,,
69812,1960.0,Australia,
91182,1965.0,Australia,
1812,1955.0,Australia,
63547,1945.0,Australia,
73757,1965.0,Australia,
60517,1965.0,Australia,
79977,1935.0,Australia,
86212,1975.0,Australia,
33247,1950.0,Great Britain,
39832,1975.0,Australia,
522,1965.0,Australia,
55677,1980.0,Australia,
126907,1955.0,,
134562,1980.0,,
681742,1970.0,Asia Pacific,Other
500332,1970.0,Asia Pacific,
66532,1945.0,North America,
10472,1970.0,Australia,
26882,1950.0,Australia,
66482,1960.0,Australia,
593492,1970.0,,
4992,1960.0,Australia,
34182,1965.0,Australia,
80197,1950.0,Australia,English
65387,1965.0,Australia,
17367,1960.0,Asia Pacific,
9217,1945.0,Australia,
79247,1950.0,Australia,
32467,1975.0,Great Britain,
309397,1960.0,,
874207,1950.0,Great Britain,
22847,1980.0,Australia,
48497,1950.0,,
44252,1960.0,Australia,
7452,1960.0,North America,
301472,1950.0,Australia,
672142,1965.0,,
79652,1950.0,Asia Pacific,
82567,1955.0,Australia,English
73612,1950.0,Australia,
55437,1940.0,Great Britain,
20782,1965.0,Australia,
537,1965.0,Australia,
68437,1950.0,The Americas,
805262,1965.0,,
87917,1970.0,Great Britain,
115217,1975.0,Australia,
910377,1980.0,North America,
836667,1975.0,,
836667,1975.0,,
95862,1975.0,Australia,
140417,1965.0,Australia,
54322,1960.0,Eastern Europe,
14777,1970.0,Australia,
140442,1960.0,Australia,
64842,1960.0,Australia,
90747,1965.0,Australia,
112582,1945.0,,
64842,1960.0,Australia,
557,1960.0,Australia,
23312,1975.0,,
910772,1970.0,Australia,
10662,1955.0,Australia,English
106357,1950.0,Australia,
78827,1950.0,Australia,
7362,1970.0,Western Europe,
78562,1955.0,Australia,
112582,1945.0,,
906612,1975.0,Asia Pacific,
3692,1945.0,Australia,
25217,1965.0,Great Britain,
7482,1940.0,Australia,
31967,1970.0,Australia,
10662,1955.0,Australia,English
73017,1960.0,The Americas,
110472,1965.0,Australia,English
399777,1950.0,,
31972,1960.0,Australia,English
7482,1940.0,Australia,
9342,1950.0,,
608447,1965.0,,
950172,1975.0,,
107602,1970.0,Australia,
906612,1975.0,Asia Pacific,
78762,1960.0,Australia,
649042,1975.0,Australia,
17617,1965.0,North America,English
66782,1955.0,Australia,
78967,1955.0,Western Europe,
28832,1950.0,,
67647,1965.0,Australia,
9342,1950.0,,
32822,1960.0,Australia,
82962,1965.0,Australia,
67327,1965.0,,
84627,1960.0,Australia,
68377,1955.0,Australia,
79022,1945.0,Western Europe,
72222,1950.0,Australia,
75822,1970.0,,
80197,1950.0,Australia,English
147222,1965.0,Australia,
297392,1960.0,Middle East and Africa,
107987,1960.0,Australia,English
39562,1945.0,Great Britain,
1162,1970.0,Middle East and Africa,
131372,1950.0,Australia,
68857,1950.0,Great Britain,
79142,1940.0,Australia,
500417,1970.0,Australia,
675142,1965.0,,
488307,1900.0,,
69517,1950.0,Australia,English
74302,1960.0,Australia,
68567,1970.0,Great Britain,
575052,1965.0,,
69032,1965.0,Australia,English
49642,1965.0,Australia,
21732,1965.0,Australia,
449137,1970.0,Australia,
22847,1980.0,Australia,
74162,1970.0,Australia,
575052,1965.0,,
87917,1970.0,Great Britain,
16452,1935.0,,
78827,1950.0,Australia,
449137,1970.0,Australia,
74567,1960.0,Australia,
137552,1975.0,,
19602,1945.0,Australia,
67447,1970.0,Great Britain,
63562,1940.0,Australia,
86282,1965.0,Australia,
64277,1950.0,Australia,
73862,1960.0,Australia,
684937,1980.0,,
89472,1970.0,Australia,
748607,1975.0,,
75662,1950.0,Australia,
67152,1955.0,New Zealand,
765697,1980.0,,
79652,1950.0,Asia Pacific,
146697,1965.0,Great Britain,
494247,1975.0,,
493697,1960.0,Asia Pacific,
72957,1960.0,New Zealand,
491012,1980.0,,
31967,1970.0,Australia,
147222,1965.0,Australia,
74877,1950.0,Great Britain,
1737,1965.0,Australia,
65977,1950.0,Australia,English
63562,1940.0,Australia,
26877,1935.0,Australia,
19857,1970.0,Australia,
107987,1960.0,Australia,English
67412,1960.0,Asia Pacific,English
3687,1945.0,Australia,
69712,1950.0,Great Britain,
49762,1970.0,,
928167,1975.0,,
77457,1955.0,Asia Pacific,
18832,1975.0,Great Britain,English
778202,1985.0,,
766222,1955.0,Australia,
652292,1970.0,,
65712,1950.0,Western Europe,
9502,1950.0,South Africa,
28607,1965.0,Great Britain,
14512,1975.0,Asia Pacific,
7842,1960.0,Asia Pacific,Other
28607,1965.0,Great Britain,
692407,1960.0,,
692407,1960.0,,
89127,1970.0,Australia,
641022,1975.0,Australia,
73757,1965.0,Australia,
79192,1950.0,Australia,
64277,1950.0,Australia,
79612,1950.0,,
73087,1955.0,Australia,
72317,1950.0,Great Britain,
66192,1950.0,Australia,
79612,1950.0,,
29562,1970.0,Australia,English
36252,1960.0,Australia,
110437,1975.0,Australia,
17342,1960.0,Australia,
79022,1945.0,Western Europe,
4102,1955.0,Australia,
67037,1950.0,Eastern Europe,
143357,1965.0,Asia Pacific,
78887,1960.0,Australia,
17342,1960.0,Australia,
29562,1970.0,Australia,English
108847,1945.0,Australia,
72222,1950.0,Australia,
67037,1950.0,Eastern Europe,
110472,1965.0,Australia,English
821067,1945.0,,
6562,1955.0,South Africa,English
66887,1955.0,Australia,
23342,1960.0,Australia,
74987,1960.0,,
104862,1970.0,,
870747,1980.0,,
104107,1970.0,,
557,1960.0,Australia,
878457,1960.0,,
7947,1960.0,Asia Pacific,
690307,1980.0,Great Britain,
9757,1960.0,Australia,
64867,1945.0,Australia,
74142,1970.0,Australia,
763997,1970.0,Middle East and Africa,
987,1945.0,Australia,
1737,1965.0,Australia,
982227,1980.0,,
36862,1930.0,Australia,
44352,1970.0,Australia,
15777,1950.0,Australia,
21132,1960.0,Australia,
55437,1940.0,Great Britain,
36252,1960.0,Australia,
493697,1960.0,Asia Pacific,
120047,1960.0,Australia,
10662,1955.0,Australia,English
886577,1970.0,,
2712,1965.0,Australia,
36252,1960.0,Australia,
9217,1945.0,Australia,
23182,1970.0,,
74527,1950.0,Australia,
863682,1960.0,,
79652,1950.0,Asia Pacific,
41912,1960.0,Eastern Europe,
908767,1980.0,,
78992,1945.0,Australia,
82442,1955.0,Australia,
64657,1940.0,Great Britain,
85862,1950.0,Western Europe,
73757,1965.0,Australia,
15162,1965.0,Australia,
688972,1980.0,Australia,
63462,1960.0,Australia,
89472,1970.0,,
547,1960.0,North America,
53202,1975.0,Australia,
82892,1970.0,Western Europe,
92362,1965.0,Western Europe,Other
75377,1955.0,Australia,
72467,1945.0,Australia,
85642,1955.0,Australia,
74722,1960.0,Australia,
592,1955.0,Australia,
