id,granted,sponsor,grant_category,grant_value,date
261,0,2B,10A,20000.0,19/11/05
262,1,42B,10A,5000.0,19/11/05
263,0,2B,20C,20000.0,19/11/05
264,0,2B,10A,30000.0,19/11/05
265,1,1A,10A,5000.0,19/11/05
266,0,4D,20C,5000.0,19/11/05
267,1,34B,30C,5000.0,19/11/05
268,0,34B,30C,5000.0,19/11/05
269,0,other,30G,5000.0,19/11/05
270,1,4D,10A,5000.0,19/11/05
271,1,21A,50A,5000.0,19/11/05
272,1,4D,10A,10000.0,19/11/05
273,0,33A,10A,100000.0,19/11/05
274,0,2B,10A,10000.0,19/11/05
275,0,4D,20C,5000.0,19/11/05
276,0,4D,10A,5000.0,19/11/05
277,1,59C,20C,500000.0,19/11/05
278,0,4D,10A,5000.0,19/11/05
279,0,33A,20C,100000.0,19/11/05
280,0,18B,20A,5000.0,19/11/05
281,0,4D,10A,30000.0,19/11/05
282,0,4D,20C,200000.0,19/11/05
283,0,other,30B,5000.0,19/11/05
284,0,4D,20C,5000.0,19/11/05
285,1,2B,10A,200000.0,19/11/05
286,0,4D,20C,5000.0,19/11/05
287,1,2B,10A,5000.0,19/11/05
288,0,62B,10B,10000.0,19/11/05
289,0,13A,10A,20000.0,19/11/05
290,1,2B,10A,5000.0,19/11/05
291,1,2B,10A,100000.0,19/11/05
292,1,34B,30C,5000.0,19/11/05
293,0,21A,50A,100000.0,19/11/05
294,0,75C,10B,5000.0,19/11/05
295,1,2B,10A,5000.0,19/11/05
296,0,40D,10B,5000.0,19/11/05
297,0,24D,30B,5000.0,19/11/05
298,1,136D,30B,5000.0,19/11/05
299,0,33A,10A,10000.0,19/11/05
300,1,2B,10A,30000.0,19/11/05
301,0,2B,10A,5000.0,19/11/05
302,0,2B,10A,10000.0,19/11/05
303,0,89A,30B,100000.0,19/11/05
304,1,2B,10A,30000.0,19/11/05
305,1,75C,10B,5000.0,19/11/05
306,1,4D,10A,100000.0,19/11/05
307,1,34B,30C,5000.0,19/11/05
308,0,24D,30B,5000.0,19/11/05
309,0,42B,20A,20000.0,19/11/05
310,0,4D,20C,10000.0,19/11/05
311,1,2B,10A,50000.0,19/11/05
312,1,2B,10A,10000.0,19/11/05
313,1,2B,10A,20000.0,19/11/05
314,1,2B,10A,200000.0,19/11/05
315,0,other,10B,5000.0,19/11/05
316,0,21A,50A,30000.0,19/11/05
317,0,other,30B,10000.0,19/11/05
318,1,136D,30B,5000.0,19/11/05
319,0,73A,30D,100000.0,19/11/05
320,0,4D,30B,5000.0,19/11/05
321,1,21A,50A,5000.0,19/11/05
322,0,113A,10B,40000.0,19/11/05
323,0,13A,10A,5000.0,19/11/05
324,1,2B,10A,40000.0,19/11/05
325,1,4D,10A,10000.0,19/11/05
326,0,2B,30B,10000.0,19/11/05
327,1,4D,10A,100000.0,19/11/05
328,1,4D,10A,100000.0,19/11/05
329,1,34B,30C,5000.0,19/11/05
330,1,2B,10A,30000.0,19/11/05
331,1,4D,10A,50000.0,19/11/05
332,0,4D,10A,5000.0,19/11/05
333,0,2B,10A,50000.0,19/11/05
334,0,101A,30G,10000.0,19/11/05
335,0,4D,30C,5000.0,19/11/05
336,1,other,10B,5000.0,19/11/05
337,1,4D,10A,50000.0,19/11/05
338,0,21A,30B,20000.0,19/11/05
339,0,36D,10A,5000.0,19/11/05
340,0,59C,20C,30000.0,19/11/05
341,0,60D,30D,5000.0,19/11/05
342,0,5A,30B,5000.0,19/11/05
343,1,21A,50A,200000.0,19/11/05
344,0,4D,20C,40000.0,19/11/05
345,1,21A,50A,20000.0,19/11/05
346,0,32D,30B,5000.0,19/11/05
347,1,47C,10B,5000.0,19/11/05
348,0,2B,10A,5000.0,19/11/05
349,0,90B,30D,20000.0,19/11/05
350,0,24D,30B,5000.0,19/11/05
351,1,63C,20A,10000.0,19/11/05
352,1,4D,10A,5000.0,19/11/05
353,1,4D,10A,20000.0,19/11/05
354,1,4D,10A,50000.0,19/11/05
355,1,62B,10B,5000.0,19/11/05
356,1,2B,10A,40000.0,19/11/05
357,1,4D,10A,50000.0,19/11/05
358,0,59C,20C,5000.0,19/11/05
359,1,2B,10A,5000.0,19/11/05
360,0,4D,20C,5000.0,19/11/05
361,1,136D,30B,10000.0,19/11/05
362,0,166B,10A,5000.0,19/11/05
363,1,2B,10A,30000.0,19/11/05
364,0,24D,30B,5000.0,19/11/05
365,1,20D,30B,100000.0,19/11/05
366,0,33A,20C,10000.0,19/11/05
367,0,87C,30G,5000.0,19/11/05
368,0,2B,50A,5000.0,19/11/05
369,1,4D,10A,5000.0,19/11/05
370,1,40D,30B,10000.0,19/11/05
371,0,90B,30G,20000.0,19/11/05
372,0,4D,10A,100000.0,19/11/05
373,1,4D,10A,30000.0,19/11/05
374,0,5A,30B,20000.0,19/11/05
375,0,136D,10A,100000.0,19/11/05
376,0,60D,30D,500000.0,19/11/05
377,1,2B,10A,40000.0,19/11/05
378,1,40D,10B,20000.0,19/11/05
379,0,89A,30B,50000.0,19/11/05
380,0,40D,10B,20000.0,19/11/05
381,0,60D,30D,10000.0,19/11/05
382,0,60D,30D,30000.0,19/11/05
383,0,4D,10A,100000.0,19/11/05
384,0,2B,10A,5000.0,19/11/05
385,0,141A,30B,10000.0,19/11/05
386,1,4D,10A,30000.0,19/11/05
387,1,2B,10A,5000.0,19/11/05
388,1,2B,10A,5000.0,19/11/05
389,1,4D,10A,30000.0,19/11/05
390,0,other,10B,10000.0,19/11/05
391,1,2B,10A,100000.0,19/11/05
392,0,59C,10A,5000.0,19/11/05
393,1,4D,10A,5000.0,19/11/05
394,1,4D,10A,5000.0,19/11/05
395,1,2B,10A,100000.0,19/11/05
396,1,91C,30B,5000.0,19/11/05
397,0,1A,10B,40000.0,19/11/05
398,0,20D,10A,10000.0,19/11/05
399,0,4D,10A,100000.0,19/11/05
400,0,other,30B,50000.0,19/11/05
401,0,26B,10A,5000.0,19/11/05
402,0,other,20C,5000.0,19/11/05
403,0,4D,20C,100000.0,19/11/05
404,1,34B,30C,5000.0,19/11/05
405,0,12D,30B,100000.0,19/11/05
406,1,4D,10A,5000.0,19/11/05
407,0,34B,30C,5000.0,19/11/05
408,0,other,30C,40000.0,19/11/05
409,0,24D,30B,5000.0,19/11/05
410,0,53A,30B,10000.0,19/11/05
411,0,4D,20C,20000.0,19/11/05
412,0,4D,20C,5000.0,19/11/05
413,0,95C,30B,5000.0,19/11/05
414,0,6B,30B,5000.0,19/11/05
415,0,84D,30B,10000.0,19/11/05
416,1,2B,10A,30000.0,19/11/05
417,0,101A,30G,10000.0,19/11/05
418,0,5A,10A,100000.0,19/11/05
419,0,4D,20C,5000.0,19/11/05
420,0,36D,10A,200000.0,19/11/05
421,0,2B,10A,30000.0,19/11/05
422,0,6B,20C,5000.0,19/11/05
423,0,4D,10A,5000.0,19/11/05
424,0,75C,10B,30000.0,19/11/05
425,0,other,30C,20000.0,19/11/05
426,0,4D,30D,10000.0,19/11/05
427,1,2B,10A,10000.0,19/11/05
428,0,6B,30B,5000.0,19/11/05
429,0,2B,10A,20000.0,19/11/05
430,0,24D,30B,100000.0,19/11/05
431,1,55C,30B,5000.0,19/11/05
432,0,20D,10B,10000.0,19/11/05
433,0,other,30B,5000.0,19/11/05
434,0,135C,30G,50000.0,19/11/05
435,1,47C,10B,100000.0,19/11/05
436,1,21A,50A,5000.0,19/11/05
437,0,4D,10A,200000.0,19/11/05
438,1,2B,10A,40000.0,19/11/05
439,1,2B,10A,50000.0,19/11/05
440,0,141A,30B,200000.0,19/11/05
441,1,2B,10A,40000.0,19/11/05
442,0,77A,30B,20000.0,19/11/05
443,0,other,30E,5000.0,19/11/05
444,0,59C,20C,20000.0,19/11/05
445,0,84D,30B,5000.0,19/11/05
446,0,84D,30B,10000.0,19/11/05
447,1,4D,20C,100000.0,19/11/05
448,1,2B,10A,5000.0,19/11/05
449,0,60D,30D,10000.0,19/11/05
450,0,4D,10A,10000.0,19/11/05
451,1,4D,10A,50000.0,19/11/05
452,0,20D,10B,10000.0,19/11/05
453,0,40D,10B,5000.0,19/11/05
454,1,4D,10A,100000.0,19/11/05
455,1,2B,10A,10000.0,19/11/05
456,1,28D,30B,5000.0,19/11/05
457,0,60D,30D,5000.0,19/11/05
458,0,other,30B,5000.0,19/11/05
459,1,other,30B,5000.0,19/11/05
460,1,4D,10A,100000.0,19/11/05
461,0,other,30B,5000.0,19/11/05
462,0,4D,20C,5000.0,19/11/05
463,1,112D,30C,30000.0,19/11/05
464,0,40D,10B,20000.0,19/11/05
465,0,24D,30B,5000.0,19/11/05
466,0,90B,30G,5000.0,19/11/05
467,1,other,10A,30000.0,19/11/05
468,1,2B,10A,5000.0,19/11/05
469,1,2B,10A,5000.0,19/11/05
470,0,2B,10A,5000.0,19/11/05
471,0,other,30B,5000.0,19/11/05
472,1,2B,10A,20000.0,19/11/05
473,0,59C,10A,5000.0,19/11/05
474,0,91C,30B,5000.0,19/11/05
475,0,228D,10A,5000.0,19/11/05
476,1,21A,50A,30000.0,19/11/05
477,0,2B,10A,10000.0,19/11/05
478,1,101A,30G,10000.0,19/11/05
479,0,28D,30B,5000.0,19/11/05
480,1,21A,50A,5000.0,19/11/05
481,1,29A,10B,5000.0,19/11/05
482,1,2B,10A,5000.0,19/11/05
483,1,4D,10A,100000.0,19/11/05
484,0,24D,30B,5000.0,19/11/05
485,1,2B,10A,5000.0,19/11/05
486,0,60D,30D,100000.0,19/11/05
487,1,4D,10A,5000.0,19/11/05
488,0,2B,50A,10000.0,19/11/05
489,1,2B,10A,100000.0,19/11/05
490,1,34B,30C,5000.0,19/11/05
491,1,59C,10A,5000.0,19/11/05
492,0,24D,30B,30000.0,19/11/05
493,1,4D,10A,5000.0,19/11/05
494,1,2B,10A,5000.0,19/11/05
495,0,40D,30B,5000.0,19/11/05
496,0,5A,30B,5000.0,19/11/05
497,0,24D,30B,30000.0,19/11/05
498,1,4D,10A,5000.0,19/11/05
499,0,101A,30G,5000.0,19/11/05
500,1,4D,10A,10000.0,19/11/05
501,1,2B,10A,5000.0,19/11/05
502,1,77A,30B,5000.0,19/11/05
503,0,other,30E,5000.0,19/11/05
504,0,other,20A,50000.0,19/11/05
505,0,2B,10A,5000.0,19/11/05
506,1,4D,10A,5000.0,19/11/05
507,0,21A,30C,5000.0,19/11/05
508,1,2B,10A,10000.0,19/11/05
509,0,20D,30B,100000.0,19/11/05
510,1,55C,30B,5000.0,19/11/05
511,1,2B,10A,30000.0,19/11/05
512,1,1A,10A,5000.0,19/11/05
513,1,2B,10A,5000.0,19/11/05
514,0,75C,10B,100000.0,19/11/05
515,1,75C,10B,5000.0,19/11/05
516,0,33A,10A,30000.0,19/11/05
517,0,4D,20C,20000.0,19/11/05
518,0,3C,10A,20000.0,19/11/05
519,0,6B,30B,100000.0,19/11/05
520,0,4D,20C,5000.0,19/11/05
521,1,2B,10A,30000.0,19/11/05
522,0,other,30B,5000.0,19/11/05
523,0,89A,30B,5000.0,19/11/05
524,0,137A,20C,10000.0,19/11/05
525,1,149A,30B,10000.0,19/11/05
526,1,2B,10A,40000.0,19/11/05
527,1,2B,10A,300000.0,19/11/05
528,0,other,30C,5000.0,19/11/05
529,1,other,30B,30000.0,19/11/05
530,1,133A,30E,5000.0,19/11/05
531,0,34B,30C,5000.0,19/11/05
532,0,24D,30B,10000.0,19/11/05
533,0,34B,30C,5000.0,19/11/05
534,1,4D,10A,5000.0,19/11/05
535,0,77A,30B,5000.0,19/11/05
536,0,133A,30E,30000.0,19/11/05
537,0,4D,20C,30000.0,19/11/05
538,0,4D,10A,5000.0,19/11/05
539,0,other,20C,20000.0,19/11/05
540,1,2B,10A,50000.0,19/11/05
541,1,40D,10B,20000.0,19/11/05
542,1,2B,10A,30000.0,19/11/05
543,1,4D,10A,100000.0,19/11/05
544,1,40D,30B,5000.0,19/11/05
545,0,other,30G,5000.0,19/11/05
546,1,51C,10B,20000.0,19/11/05
547,0,4D,10A,10000.0,19/11/05
548,0,other,30B,5000.0,19/11/05
549,0,59C,20C,10000.0,19/11/05
550,1,4D,10A,20000.0,19/11/05
551,0,24D,30B,100000.0,19/11/05
552,1,4D,10A,30000.0,19/11/05
553,1,21A,50A,5000.0,19/11/05
554,0,other,30B,20000.0,19/11/05
555,0,60D,30D,40000.0,19/11/05
556,0,28D,30B,5000.0,19/11/05
557,0,2B,10A,40000.0,19/11/05
558,0,12D,30B,5000.0,19/11/05
559,1,2B,10A,100000.0,19/11/05
560,0,4D,10A,5000.0,19/11/05
561,0,60D,30D,5000.0,19/11/05
562,1,4D,10A,30000.0,19/11/05
563,0,4D,10A,5000.0,19/11/05
564,1,2B,10A,500000.0,19/11/05
565,1,2B,10A,5000.0,19/11/05
566,1,2B,10A,30000.0,19/11/05
567,1,4D,10A,50000.0,19/11/05
568,1,other,30B,5000.0,19/11/05
569,1,2B,10A,50000.0,19/11/05
570,0,other,30B,5000.0,19/11/05
571,1,63C,20A,5000.0,19/11/05
572,0,21A,30B,40000.0,19/11/05
573,0,60D,30D,100000.0,19/11/05
574,1,2B,10A,5000.0,19/11/05
575,0,24D,30B,100000.0,19/11/05
576,0,18B,20A,5000.0,19/11/05
577,1,2B,10A,10000.0,19/11/05
578,0,other,30G,10000.0,19/11/05
579,1,4D,10A,40000.0,19/11/05
580,0,40D,30B,100000.0,19/11/05
581,0,other,30G,5000.0,19/11/05
582,1,2B,10A,30000.0,19/11/05
583,0,3C,10A,10000.0,19/11/05
584,0,59C,20C,5000.0,19/11/05
585,0,20D,30B,100000.0,19/11/05
586,0,59C,20C,30000.0,19/11/05
587,0,21A,30C,5000.0,19/11/05
588,1,4D,20C,200000.0,19/11/05
589,0,26B,10A,10000.0,19/11/05
590,0,2B,10A,30000.0,19/11/05
591,0,103C,30B,10000.0,19/11/05
592,1,75C,10B,5000.0,19/11/05
593,0,166B,10A,10000.0,19/11/05
594,0,133A,30D,10000.0,19/11/05
595,0,89A,30B,5000.0,19/11/05
596,0,other,30B,5000.0,19/11/05
597,0,4D,10A,5000.0,19/11/05
598,1,4D,10A,5000.0,19/11/05
599,0,4D,10A,5000.0,19/11/05
600,0,40D,10B,5000.0,19/11/05
601,1,40D,30B,5000.0,19/11/05
602,0,4D,10A,5000.0,19/11/05
603,1,2B,10A,10000.0,19/11/05
604,1,4D,10A,5000.0,19/11/05
605,0,34B,30C,5000.0,19/11/05
606,1,2B,10A,10000.0,19/11/05
607,0,other,30B,5000.0,19/11/05
608,0,24D,30B,5000.0,19/11/05
609,1,2B,10A,5000.0,19/11/05
610,1,4D,10A,5000.0,19/11/05
611,0,5A,30B,10000.0,19/11/05
612,0,32D,30B,30000.0,19/11/05
613,0,60D,30D,30000.0,19/11/05
614,1,4D,10A,50000.0,19/11/05
615,0,4D,10A,5000.0,19/11/05
616,0,2B,10A,5000.0,19/11/05
617,1,4D,10A,5000.0,19/11/05
618,1,2B,10A,30000.0,19/11/05
619,1,2B,10A,10000.0,19/11/05
620,1,4D,10A,50000.0,19/11/05
621,1,4D,10A,20000.0,19/11/05
622,0,59C,20C,30000.0,19/11/05
623,1,4D,20C,5000.0,19/11/05
624,0,75C,50A,10000.0,19/11/05
625,0,34B,30C,40000.0,19/11/05
626,0,2B,10A,10000.0,19/11/05
627,0,33A,10A,20000.0,19/11/05
628,0,4D,10A,10000.0,19/11/05
629,1,21A,50A,5000.0,19/11/05
630,0,4D,10A,5000.0,19/11/05
631,0,77A,30B,5000.0,19/11/05
632,0,103C,30B,20000.0,19/11/05
633,0,59C,20C,5000.0,19/11/05
634,1,2B,10A,30000.0,19/11/05
635,1,4D,10A,50000.0,19/11/05
636,0,other,20A,10000.0,19/11/05
637,1,4D,10A,50000.0,19/11/05
638,0,89A,30B,5000.0,19/11/05
639,1,4D,10A,100000.0,19/11/05
640,0,47C,10A,20000.0,19/11/05
641,0,97A,30B,5000.0,19/11/05
642,0,12D,30B,5000.0,19/11/05
643,1,28D,30B,5000.0,19/11/05
644,1,63C,20A,30000.0,19/11/05
645,1,2B,10A,20000.0,19/11/05
646,0,24D,30B,10000.0,19/11/05
647,0,4D,10A,5000.0,19/11/05
648,0,137A,20C,5000.0,19/11/05
649,0,other,20A,40000.0,19/11/05
650,1,21A,50A,100000.0,19/11/05
651,0,60D,30D,30000.0,19/11/05
652,0,4D,10A,5000.0,19/11/05
653,1,2B,10A,20000.0,19/11/05
654,1,75C,10B,5000.0,19/11/05
655,0,77A,30B,5000.0,19/11/05
656,0,83C,30B,5000.0,19/11/05
657,0,89A,30B,5000.0,19/11/05
658,1,4D,10A,5000.0,19/11/05
659,0,4D,10A,10000.0,19/11/05
660,0,other,10A,100000.0,19/11/05
661,0,89A,30B,10000.0,19/11/05
662,1,34B,30C,5000.0,19/11/05
663,1,4D,10A,5000.0,19/11/05
664,1,4D,10A,100000.0,19/11/05
665,0,4D,10A,5000.0,19/11/05
666,1,40D,30B,5000.0,19/11/05
667,1,34B,30C,100000.0,19/11/05
