id,SEO.Code,SEO.Percentage
7904,77,60.0
7905,73,50.0
7905,77,50.0
7913,73,100.0
7914,73,100.0
7921,62,40.0
7921,76,40.0
7921,77,20.0
7925,73,100.0
7932,78,100.0
7933,73,100.0
7934,73,100.0
7935,73,100.0
7944,73,100.0
7948,73,100.0
7951,75,100.0
7953,73,25.0
7953,75,75.0
7957,73,100.0
7964,78,100.0
7965,72,10.0
7965,77,90.0
7970,63,50.0
7970,67,50.0
7971,75,100.0
7972,62,100.0
7975,73,100.0
7979,77,100.0
7981,73,100.0
7982,73,100.0
7985,73,100.0
7986,75,100.0
7988,75,100.0
7993,66,10.0
7993,77,90.0
7998,63,100.0
8010,67,10.0
8010,73,65.0
8010,78,25.0
8016,73,100.0
8017,73,100.0
8020,73,100.0
8023,73,100.0
8026,67,20.0
8026,73,80.0
8033,73,100.0
8037,67,30.0
8037,73,70.0
8042,73,70.0
8042,78,30.0
8046,73,100.0
8047,67,50.0
8047,78,50.0
8056,73,100.0
8057,73,100.0
8059,73,100.0
8085,73,100.0
8086,67,100.0
8089,73,100.0
8094,73,50.0
8094,78,50.0
8103,73,100.0
8118,73,100.0
8119,67,50.0
8119,73,50.0
8127,67,10.0
8127,73,90.0
8128,73,100.0
8130,73,100.0
8139,67,30.0
8139,73,70.0
8143,73,100.0
8148,73,100.0
8149,73,100.0
8157,73,100.0
8159,67,20.0
8159,73,80.0
8162,73,100.0
8166,67,50.0
8166,73,50.0
8173,67,50.0
8173,73,50.0
8176,73,75.0
8176,78,25.0
8179,73,100.0
8182,73,100.0
8185,73,100.0
8186,76,25.0
8186,77,50.0
8186,78,25.0
8187,73,90.0
8187,78,10.0
8188,73,100.0
8191,73,100.0
8192,73,100.0
8201,73,100.0
8202,73,80.0
8202,78,20.0
8217,67,10.0
8217,73,90.0
8218,73,75.0
8218,78,25.0
8220,67,30.0
8220,73,70.0
8227,67,5.0
8227,73,95.0
8228,73,100.0
8232,73,100.0
8233,73,85.0
8233,78,15.0
8234,73,100.0
8238,73,100.0
8243,73,50.0
8243,78,50.0
8248,73,100.0
8262,73,50.0
8262,78,50.0
8265,67,20.0
8265,73,80.0
8271,73,100.0
8281,73,90.0
8281,78,10.0
8283,73,70.0
8283,78,30.0
8284,73,100.0
8289,73,100.0
8290,73,80.0
8290,78,20.0
8291,73,100.0
8294,73,100.0
8295,73,100.0
8302,73,100.0
8305,67,50.0
8305,73,50.0
8308,67,33.0
8308,73,34.0
8308,78,33.0
8311,78,100.0
8315,67,20.0
8315,73,80.0
8318,73,100.0
8329,73,100.0
8332,73,100.0
8336,73,100.0
8341,67,30.0
8341,73,70.0
8345,73,100.0
8346,73,100.0
8348,73,100.0
8349,73,60.0
8349,78,40.0
8353,67,60.0
8353,73,40.0
8357,73,100.0
8364,67,70.0
8364,73,30.0
8369,73,100.0
8373,75,100.0
8374,67,30.0
8374,73,70.0
8376,73,100.0
8384,73,100.0
8392,73,100.0
8399,73,100.0
8407,73,100.0
8408,73,100.0
8412,73,100.0
8415,73,75.0
8415,75,25.0
8420,74,100.0
8425,73,100.0
8426,65,40.0
8426,78,60.0
8434,77,100.0
8436,73,50.0
8436,78,50.0
8446,73,50.0
8446,78,50.0
8448,62,90.0
8448,77,10.0
8450,68,80.0
8450,72,20.0
8455,61,10.0
8455,77,90.0
8459,68,100.0
8465,71,50.0
8465,72,50.0
8471,77,100.0
8475,73,40.0
8475,75,60.0
8477,73,100.0
8485,77,100.0
8489,73,100.0
8491,73,100.0
8495,77,30.0
8495,78,70.0
8496,77,100.0
8500,73,100.0
8508,75,100.0
8513,62,50.0
8513,71,50.0
8518,73,100.0
8526,73,100.0
8527,62,100.0
8531,73,100.0
8532,73,100.0
8533,67,30.0
8533,73,70.0
8534,73,100.0
8535,67,50.0
8535,73,50.0
8538,77,100.0
8542,62,10.0
8542,77,90.0
8547,73,20.0
8547,78,80.0
8549,67,30.0
8549,73,40.0
8549,78,30.0
8554,67,75.0
8554,73,25.0
8557,73,100.0
8559,67,30.0
8559,73,70.0
8561,67,60.0
8561,73,40.0
8565,67,10.0
8565,73,40.0
8565,78,50.0
8567,67,50.0
8567,73,50.0
8569,73,85.0
8569,78,15.0
8576,73,100.0
8580,73,100.0
8591,67,50.0
8591,73,50.0
8592,73,100.0
8593,73,100.0
8605,73,100.0
8615,67,40.0
8615,73,40.0
8615,78,20.0
8617,73,40.0
8617,78,60.0
8623,73,100.0
8628,67,10.0
8628,73,90.0
8633,73,100.0
8635,73,100.0
8637,77,100.0
8643,74,100.0
8645,73,100.0
8660,73,100.0
8661,67,100.0
8664,73,100.0
8666,73,100.0
8667,73,100.0
8671,68,100.0
8675,67,20.0
8675,78,80.0
8678,73,100.0
8680,73,100.0
8682,73,100.0
8691,73,100.0
8695,74,100.0
8701,73,100.0
8707,67,40.0
8707,70,30.0
8707,78,30.0
