id,Person.ID,Roles
440,25207,
441,76627,
442,10447,
443,55437,
444,7047,
445,64777,
446,67647,
447,77977,
448,9417,
449,86672,
450,23412,
451,85862,
452,39272,
453,67647,
454,1797,
457,73942,
458,82567,
459,32822,
461,102762,
462,4222,
463,6117,
464,78962,
465,86302,
466,4502,
467,73772,
468,66957,
469,13682,
470,9227,
471,85642,
472,80257,
473,108162,
475,39457,
476,500417,
477,80167,
478,33502,
479,1642,
480,79217,
481,86672,
482,265752,
483,67502,
484,492057,
485,80692,
486,7452,
487,71037,
488,33167,
489,1937,
490,74877,
491,79802,
492,145367,
494,75662,
495,54922,
496,130967,
497,93007,
498,145857,
499,43882,
500,720017,
501,81892,
502,25217,
503,69657,
504,85642,
505,77182,
506,4502,
507,7527,
508,44022,
509,10577,
510,74372,
511,16012,
512,56387,
513,82892,
514,5117,
515,70647,
516,15927,
518,8772,
519,74162,
520,20122,
521,31322,
522,29512,
523,78587,
525,3182,
526,69712,
527,91387,
529,90542,
530,69657,
531,6747,
532,25207,
533,22297,
534,6332,
535,84622,
536,69657,
537,79632,
538,30582,
539,16137,
540,16012,
541,107862,
542,78822,
543,79142,
544,1797,
545,14507,
546,51367,
547,92172,
548,130967,
549,74302,
550,71037,
551,67657,
552,15287,
553,144477,
554,68732,
555,20937,
556,1642,
557,14487,
558,140307,
560,22792,
561,63722,
562,39202,
564,74722,
565,3067,
566,75377,
567,28502,
568,493697,
569,592,
570,47517,
571,8772,
572,23442,
573,734322,
574,28362,
575,43612,
576,11507,
577,615307,
578,18412,
579,74302,
580,73422,
581,34177,
582,28232,
583,67412,
584,80257,
585,40947,
586,78947,
587,43882,
588,79192,
589,23512,
590,109222,
591,66782,
592,71402,
593,178232,
594,63452,
595,7087,
596,10592,
598,63757,
600,15282,
601,89467,
602,713112,
603,32052,
606,34677,
607,79702,
608,66887,
609,9732,
610,46682,
611,140997,
612,15282,
613,16137,
614,107862,
616,82312,
618,7952,
619,14782,
620,23442,
621,322527,
622,3762,
623,49532,
624,6742,
625,81727,
626,1812,
627,11947,
628,135652,
629,500177,
630,54922,
631,2712,
632,747267,
633,45462,
634,32672,
635,77112,
636,55437,
637,8772,
638,80377,
639,5232,
641,84622,
642,63757,
643,29562,
644,30527,
645,113942,
648,80047,
649,67037,
650,6712,
651,734322,
652,54922,
653,36472,
654,17342,
655,1642,
656,43882,
657,39272,
658,730882,
660,11427,
661,17622,
662,25217,
663,33752,
664,10477,
666,1797,
667,70832,
668,19262,
669,18377,
670,66732,
671,13352,
672,81792,
673,10352,
675,7362,
676,142457,
678,60517,
679,67152,
680,72177,
682,2982,
683,1797,
684,9712,
685,6712,
686,20907,
687,67647,
688,29032,
690,537,
691,89487,
692,28607,
693,132232,
694,39632,
695,1117,
696,85862,
697,17342,
698,67647,
699,105337,
700,80457,
701,11287,
702,92172,
703,585892,
704,86672,
705,12917,
706,31672,
707,1952,
708,14322,
709,69032,
710,11842,
711,69517,
712,71867,
713,557,
714,60697,
715,71222,
716,139962,
717,68782,
718,5927,
719,140397,
720,495212,
721,76022,
722,74142,
723,23437,
724,547,
726,46132,
727,7087,
728,31067,
729,69812,
730,9067,
731,76237,
732,66487,
733,69032,
734,69337,
735,2982,
736,34737,
737,65967,
738,74192,
739,40947,
740,14277,
741,75037,
743,802167,
745,296177,
746,72267,
748,98232,
750,79802,
751,65387,
752,8067,
753,10477,
754,51377,
755,491327,
756,93007,
757,143992,
758,802167,
759,82512,
760,407,
761,12957,
762,36252,
763,25272,
764,8067,
765,69977,
766,91092,
767,17342,
769,74692,
770,16137,
771,73942,
772,12862,
773,19517,
774,495212,
775,76627,
776,25272,
778,80197,
779,81702,
780,115407,
781,126162,
782,60697,
783,79632,
784,82502,
785,68472,
786,20122,
787,63782,
788,78782,
789,20122,
790,85862,
791,20937,
792,31672,
793,79462,
794,69657,
795,8317,
796,9042,
797,80217,
798,34737,
800,14957,
801,1642,
803,17342,
804,74692,
806,75407,
807,72447,
808,28232,
809,114552,
810,20937,
811,34737,
812,1797,
813,147502,
814,17342,
815,20007,
816,39562,
817,10592,
818,1797,
819,493302,
821,26367,
822,81117,
823,6012,
824,89472,
825,917,
826,1797,
827,734322,
828,12917,
829,1937,
830,64807,
831,36527,
832,1797,
834,71727,
835,64867,
836,9067,
837,36252,
838,108162,
839,82072,
840,7452,
841,67647,
842,35672,
843,29562,
844,15532,
845,74877,
846,17907,
847,103677,
848,665642,
849,69142,
850,77907,
851,25662,
852,14267,
853,20937,
854,74822,
855,1797,
856,76022,
858,93007,
859,75972,
860,86302,
861,147827,
862,73917,
863,32822,
864,73402,
865,50952,
866,4222,
867,74492,
868,23042,
870,4192,
871,36527,
872,84627,
873,79427,
874,78562,
875,1797,
876,149767,
877,27527,
878,500382,
879,13817,
880,65842,
881,147387,
882,84622,
883,5042,
884,14957,
885,144477,
886,14487,
887,17342,
888,93007,
889,74372,
890,80437,
891,67857,
892,85642,
893,76352,
894,63222,
895,85907,
896,734322,
897,67282,
898,80322,
899,683547,
900,82602,
901,64777,
902,4167,
904,16137,
905,63757,
906,21872,
907,5107,
908,74692,
909,79427,
910,35602,
912,96717,
913,19517,
914,80197,
915,70712,
916,79122,
917,68782,
919,32822,
920,5222,
921,68567,
922,12957,
923,9067,
924,78782,
925,4502,
926,80212,
929,8317,
930,20472,
931,25947,
932,8462,
933,1797,
934,1642,
935,30527,
936,67037,
937,44022,
938,132222,
939,67647,
940,23912,
941,77887,
942,728002,
943,64347,
944,19627,
945,357,
946,86302,
947,7587,
948,20007,
949,71512,
950,36857,
951,22972,
952,491582,
953,63962,
954,487992,
956,66092,
957,21132,
958,36252,
959,649042,
960,12957,
961,50952,
962,41912,
964,641022,
965,75662,
966,84622,
967,9712,
968,72957,
969,588877,
970,33167,
971,28622,
973,46132,
974,79232,
975,110472,
976,17342,
979,22002,
980,28607,
981,27192,
982,405312,
983,12957,
985,11287,
986,141012,
987,81727,
988,36527,
989,64352,
990,1797,
991,82072,
992,143992,
993,11597,
994,72422,
995,78927,
996,71037,
998,82502,
999,79857,
1000,44022,
1001,33812,
1002,63217,
1003,13687,
1004,4877,
1010,10447,
1011,2832,
1012,76237,
1013,72622,
1014,16137,
1015,39647,
1019,85642,
1020,1757,
1021,30782,
1022,67647,
1024,75377,
1025,78752,
1026,78962,
1027,79122,
1028,1642,
1030,8772,
1031,27757,
1033,67037,
1034,143992,
1035,80232,
1036,493767,
1037,736497,
1038,8462,
1039,7527,
1040,1797,
1041,15512,
1042,82502,
1044,67392,
1045,361647,
1046,69812,
1047,27142,
1048,16987,
1049,68317,
1050,12887,
1051,26367,
1052,67742,
1053,2107,
1054,9067,
1055,75972,
1057,23997,
1058,491312,
1059,79032,
1060,5967,
1061,74047,
1062,65387,
1064,500177,
1065,17367,
1066,76792,
1067,1797,
1068,76237,
1069,79122,
1071,107242,
1072,4702,
1073,79632,
1074,1797,
1075,2712,
1076,73917,
1077,73882,
1079,80852,
1080,67647,
1081,74372,
1082,118747,
1083,724202,
1084,1797,
1085,66977,
1086,68587,
1087,592577,
1088,246837,
1089,32422,
1090,146262,
1091,144477,
1092,582352,
1093,500257,
1094,573352,
1095,99052,
1096,8002,
1097,585877,
1098,378492,
1099,24267,
1100,119322,
1101,25662,
1102,12917,
1103,449272,
1104,84627,
1105,492632,
1106,57272,
1107,77342,
1108,55337,
1109,643862,
1110,608447,
1111,130967,
1112,6117,
1113,7992,
1114,500182,
1115,488857,
1116,86672,
1117,92047,
1118,89777,
1119,28797,
1120,10737,
1122,54487,
1123,367942,
1124,5812,
1125,449272,
1127,2697,
1128,130642,
1129,500157,
1130,636757,
1131,65712,
1132,613297,
1133,333727,
1134,12917,
1135,44852,
1136,17947,
1137,493297,
1138,19037,
1139,36217,
1140,8327,
1141,500027,
1142,40697,
1143,86212,
1144,597827,
1145,500457,
1146,358382,
1147,25207,
1148,649042,
1149,147857,
1150,85707,
1151,129752,
1153,75082,
1154,23417,
1155,398112,
1156,10402,
1157,148837,
1158,139962,
1159,43562,
1160,143357,
1161,149767,
1162,73512,
1163,10352,
1164,491312,
1165,289542,
1166,592662,
1167,11507,
1168,537,
1169,85642,
1170,495207,
1171,126007,
1172,81792,
1173,112562,
1174,11507,
1175,38882,
1176,14262,
1177,149107,
1178,124932,
1179,588387,
1180,135652,
1181,129622,
1182,255582,
1183,32257,
1184,500332,
1185,97072,
1186,148842,
1187,500417,
1188,85642,
1189,537,
1190,495867,
1191,30467,
1192,87087,
1193,595642,
1194,81792,
1195,657802,
1196,144472,
1197,117502,
1198,145367,
1199,54922,
1200,36832,
1201,500472,
1202,500247,
1203,35357,
1204,116137,
1205,95047,
1206,94732,
1207,8532,
1208,135862,
1209,111402,
1210,494852,
1211,147382,
1212,43562,
1213,10052,
1214,102337,
1215,500462,
1216,124122,
1217,593492,
1218,16062,
1219,497457,
1220,54487,
1221,147717,
1222,499667,
1223,75992,
1224,34447,
1225,639457,
1226,4902,
1227,64522,
1228,15777,
1229,89467,
1230,68472,
1231,72507,
1232,66887,
1233,69482,
1234,51502,
1235,34177,
1236,78132,
1237,60517,
1238,68432,
1239,19997,
1240,74492,
1241,10402,
1243,68587,
1244,29512,
1245,63207,
1246,7347,
1247,120797,
1248,64077,
1249,7452,
1250,131112,
1251,85862,
1252,24087,
1253,66092,
1254,23997,
1255,16227,
1256,79022,
1257,131502,
1258,85642,
1259,36187,
1260,27192,
1261,66877,
1262,19287,
1263,69222,
1264,111122,
1265,1797,
1266,77067,
1267,7842,
1268,64867,
1269,78602,
1270,77112,
1271,87917,
1272,4302,
1273,86672,
1274,90602,
1275,1952,
1276,81117,
1277,4302,
1278,18567,
1279,71247,
1280,25217,
1281,10577,
1282,15777,
1283,95202,
1284,78752,
1285,135457,
1286,95202,
1287,6332,
1288,66672,
1289,28342,
1290,783297,
1291,15767,
1292,19287,
1293,63962,
1294,25207,
1295,95202,
1296,488942,
1297,17342,
1298,12887,
1301,497907,
1302,67502,
1303,23442,
1304,82502,
1305,657727,
1306,95202,
1307,63782,
1308,25217,
1309,49532,
1310,705382,
1311,67537,
1312,75972,
1313,70712,
1314,731667,
1315,720017,
1316,18377,
1318,80372,
1319,95202,
1320,13817,
1321,342122,
1322,40797,
1323,636257,
1324,27527,
1325,95202,
1326,73917,
1327,537,
1328,3327,
1329,79567,
1330,46132,
1332,76352,
1333,1217,
1334,98222,
1335,95202,
1336,79022,
1337,68817,
1338,67282,
1339,67282,
1340,89467,
1341,143992,
1342,4502,
1343,20497,
1344,39562,
1345,1797,
1346,82502,
1347,71037,
1348,95202,
1349,63117,
1350,71867,
1351,79712,
1352,73882,
1353,67467,
1354,95202,
1355,98187,
1356,76432,
1357,144462,
1359,35602,
1360,89487,
1361,95202,
1362,67842,
1363,44022,
1364,69337,
1365,39272,
1366,13682,
1367,147502,
1368,78782,
1369,9067,
1370,117462,
1371,8377,
1372,80502,
1373,78562,
1374,89467,
1376,10577,
1377,9042,
1378,147387,
1379,493767,
1380,44252,
1381,16137,
1382,449272,
1383,417,
1384,27757,
1385,699612,
1386,113607,
1387,10577,
1388,9732,
1389,76352,
1390,78967,
1391,736497,
1392,144462,
1393,9067,
1394,75377,
1395,575052,
1396,80437,
1398,40947,
1399,12887,
1401,3167,
1402,705382,
1403,98212,
1404,95202,
1405,67932,
1406,95202,
1407,34737,
1408,1982,
1410,728002,
1412,7597,
1413,1757,
1414,39562,
1415,31707,
1416,39272,
1417,89472,
1418,1797,
1420,1687,
1421,111122,
1422,730092,
1423,78947,
1424,67467,
1425,3182,
1426,23442,
1427,22707,
1429,95202,
1430,79032,
1431,80232,
1432,95202,
1433,638122,
1434,63757,
1435,145857,
1436,9227,
1437,39562,
1438,730092,
1439,10352,
1440,82497,
1441,95202,
1442,720017,
1443,82837,
1444,76352,
1445,95202,
1446,9757,
1447,27757,
1448,73422,
1449,126162,
1450,132232,
1451,44252,
1452,79057,
1454,7597,
1455,47257,
1456,36252,
1457,67842,
1458,74822,
1459,66007,
1460,95202,
1461,15767,
1462,95202,
1463,33312,
1464,95202,
1465,96717,
1466,71402,
1467,33752,
1468,63782,
1469,63552,
1471,89742,
1472,32907,
1473,26107,
1474,72957,
1475,78132,
1476,500157,
1477,19897,
1478,78962,
1479,14152,
1480,45997,
1481,80187,
1482,68232,
1483,85642,
1484,5702,
1485,323037,
1487,68587,
1488,15927,
1489,5222,
1490,79652,
1491,139852,
1492,82007,
1493,147722,
1494,75587,
1495,81117,
1496,119312,
1497,8772,
1498,8772,
1499,55437,
1500,490262,
1501,108962,
1502,649042,
1503,69812,
1504,79022,
1505,89492,
1506,79032,
1507,79192,
1508,4302,
1509,67647,
1510,30017,
1511,102012,
1512,132247,
1513,99052,
1514,30017,
1515,30017,
1516,30017,
1518,726602,
1519,9107,
1520,147722,
1521,8772,
1522,67842,
1523,68467,
1524,31707,
1525,3167,
1526,143357,
1527,557,
1528,98212,
1529,1797,
1530,74162,
1531,107667,
1532,20357,
1533,65657,
1534,64867,
1535,80077,
1536,13397,
1537,64867,
1538,71247,
1539,70322,
1540,89472,
1541,31672,
1542,77977,
1543,65027,
1544,77622,
1545,76432,
1546,735967,
1547,64927,
1549,74527,
1550,27192,
1551,103852,
1552,79562,
1553,13397,
1554,56317,
1556,159607,
1557,5222,
1558,25762,
1559,9712,
1560,647,
1561,67412,
1562,95862,
1563,22292,
1564,19517,
1565,130502,
1566,4842,
1567,68902,
1568,29637,
1569,20472,
1570,47517,
1571,43882,
1572,624752,
1573,105342,
1574,89492,
1575,68232,
1576,30527,
1577,17367,
1578,74932,
1579,67647,
1580,78762,
1581,20122,
1582,1797,
1583,28607,
1584,9602,
1585,5242,
1586,78947,
1587,5242,
1588,78782,
1589,3207,
1590,84627,
1591,72432,
1592,69517,
1593,10512,
1594,102762,
1595,107842,
1596,22917,
1597,45447,
1598,107842,
1599,73942,
1600,1217,
1601,7342,
1602,33752,
1603,70487,
1604,22987,
1605,49017,
1606,108962,
1607,89742,
1608,30782,
1609,16987,
1610,108847,
1611,74162,
1612,6332,
1613,71037,
1614,73882,
1615,72987,
1616,74492,
1617,72432,
1618,67842,
1619,124577,
1620,107842,
1621,98222,
1622,64867,
1623,612,
1624,78602,
1625,68437,
1626,22767,
1627,22767,
1628,2052,
1629,147722,
1630,34617,
1631,78602,
1633,78562,
1634,80437,
1635,74127,
1636,78962,
1637,75792,
1639,75792,
1640,28502,
1641,73882,
1642,16137,
1643,108962,
1644,75662,
1646,17342,
1647,148087,
1648,734322,
1649,67037,
1650,67037,
1651,12892,
1652,36527,
1653,148087,
1654,623052,
1655,148087,
1656,17342,
1657,67647,
1658,34737,
1659,77242,
1660,73547,
1661,69812,
1662,20122,
1663,1797,
1664,65387,
1665,636867,
1666,85642,
1667,12957,
1668,74822,
1669,103852,
1670,605207,
1671,69222,
1672,130082,
1673,15767,
1674,71872,
1675,500252,
1676,1387,
1677,705382,
1678,2982,
1679,28502,
1680,22857,
1681,108962,
1682,81907,
1683,89467,
1684,14777,
1685,28572,
1686,66062,
1688,22917,
1689,68582,
1690,143452,
1691,874432,
1692,84622,
1693,143452,
1694,114202,
1695,488942,
1696,47257,
1697,148997,
1698,31672,
1699,6747,
1700,82427,
1701,1797,
1702,9712,
1703,649042,
1704,48892,
1705,89787,
1706,682342,
1707,70272,
1708,66322,
1709,66352,
1710,79122,
1711,11667,
1712,69482,
1713,77112,
1714,71442,
1715,29512,
1716,612,
1717,34737,
1718,12282,
1719,66897,
1720,13102,
1721,500332,
1722,70602,
1723,35867,
1724,75587,
1725,5382,
1726,28342,
1727,2022,
1728,12887,
1729,29512,
1730,80282,
1731,66877,
1732,12917,
1733,24087,
1734,66192,
1735,651957,
1736,66192,
1737,102602,
1738,64807,
1739,79562,
1740,6747,
1741,9857,
1742,64867,
1743,178232,
1744,32457,
1745,104057,
1746,64867,
1747,69222,
1748,66977,
1749,11342,
1750,69657,
1751,25947,
1752,69222,
1753,66197,
1754,80057,
1755,80057,
1756,69657,
1757,39812,
1758,67932,
1759,73522,
1760,165032,
1761,14777,
1762,11142,
1763,78762,
1764,5382,
1765,3182,
1766,7947,
1767,103852,
1768,20122,
1769,14777,
1770,30772,
1771,659757,
1772,44252,
1773,17342,
1774,68692,
1775,17342,
1776,69222,
1777,65387,
1778,39212,
1779,76792,
1780,136607,
1781,79567,
1782,73512,
1783,66077,
1784,70767,
1785,30612,
1786,69032,
1787,79192,
1788,4222,
1789,51842,
1790,23342,
1791,12527,
1792,27372,
1793,330592,
1794,63757,
1795,78962,
1796,17342,
1797,8772,
1798,405312,
1799,67152,
1800,36827,
1801,17857,
1802,28797,
1803,64357,
1804,66887,
1805,50032,
1806,69812,
1807,46772,
1808,5812,
1809,33557,
1810,79867,
1811,64517,
1812,32592,
1813,9067,
1814,70987,
1815,70212,
1816,134907,
1817,734322,
1818,12957,
1819,70212,
1820,741312,
1821,165032,
1822,17947,
1823,84622,
1824,76237,
1825,84622,
1826,79242,
1827,72422,
1828,70602,
1829,1162,
1830,4762,
1831,80057,
1832,94537,
1833,69222,
1834,79712,
1835,5812,
1836,62902,
1837,63942,
1838,165032,
1839,46697,
1840,24017,
1841,742402,
1842,45462,
1843,115417,
1844,4302,
1845,39647,
1846,72447,
1847,32522,
1848,20472,
1849,20357,
1850,82072,
1851,64867,
1852,68472,
1853,73187,
1854,22292,
1855,69517,
1856,79192,
1857,39562,
1858,126217,
1859,64867,
1860,685762,
1861,79802,
1862,74142,
1863,76022,
1864,39817,
1865,76022,
1866,76022,
1867,74142,
1868,65067,
1869,82512,
1870,73717,
1871,39647,
1872,74142,
1873,74142,
1874,66192,
1875,76022,
1876,592,
1877,76022,
1878,67447,
1879,6377,
1880,76022,
1881,74142,
1882,74142,
1883,20657,
1884,69352,
1885,592,
1886,79632,
1887,71867,
1888,16987,
1889,9067,
1890,9657,
1891,659387,
1892,64842,
1893,26502,
1894,67847,
1895,20012,
1896,69352,
1897,10987,
1898,66977,
1899,64517,
1900,71867,
1901,50032,
1902,8772,
1903,19082,
1904,11507,
1905,79787,
1906,1217,
1907,11507,
1908,20342,
1909,10387,
1910,27102,
1911,66717,
1912,3182,
1913,69812,
1914,27502,
1915,17747,
1916,75972,
1917,145367,
1918,657727,
1919,80692,
1920,66932,
1921,72447,
1922,21877,
1923,15927,
1924,32522,
1925,140382,
1926,76022,
1927,87087,
1928,107602,
1929,1617,
1930,47947,
1931,47947,
1932,3182,
1933,47947,
1934,29462,
1935,80212,
1936,80212,
1937,17622,
1938,65307,
1939,497807,
1940,36242,
1941,4082,
1942,3182,
1943,80437,
1944,84622,
1945,48017,
1946,146697,
1947,65072,
1948,16632,
1949,63492,
1950,66717,
1951,69657,
1952,25947,
1953,8047,
1954,752,
1955,126162,
1956,79532,
1957,351122,
1958,500417,
1959,9602,
1960,81187,
1961,66672,
1962,69262,
1963,57272,
1964,73522,
1965,12002,
1966,76352,
1967,64222,
1968,9067,
1969,14842,
1970,20012,
1971,25217,
1972,68857,
1973,11342,
1974,322697,
1975,615302,
1976,68857,
1977,68857,
1978,70322,
1979,75942,
1980,10477,
1981,79192,
1982,3182,
1983,75647,
1984,650672,
1985,130502,
1986,72847,
1987,74162,
1988,82512,
1989,77832,
1990,65712,
1991,4222,
1992,77297,
1993,117442,
1994,63527,
1995,67847,
1996,3182,
1997,592,
1998,76297,
1999,76297,
2000,3182,
2001,1757,
2002,84627,
2003,127397,
2004,55437,
2005,66197,
2006,69032,
2007,11667,
2008,69032,
2009,82567,
2010,133557,
2011,69032,
2012,86672,
2013,24632,
2014,12957,
2015,69032,
2016,121822,
2017,39562,
2018,54922,
2019,146697,
2020,66887,
2021,7452,
2022,63782,
2023,69812,
2024,79032,
2025,80377,
2026,36527,
2027,2022,
2028,12917,
2029,79142,
2030,103002,
2031,67842,
2032,33752,
2033,67842,
2034,291112,
2035,33752,
2036,82502,
2037,82837,
2038,69812,
2039,1797,
2040,449137,
2041,793007,
2042,76352,
2043,636757,
2044,5232,
2045,33167,
2046,624752,
2047,45317,
2048,1562,
2049,64702,
2050,27757,
2051,72537,
2052,79022,
2053,16137,
2054,64777,
2055,24897,
2056,103512,
2057,94537,
2058,146697,
2059,342122,
2060,104057,
2061,73757,
2062,18377,
2063,8542,
2064,18377,
2065,65712,
2066,18377,
2067,9657,
2068,5967,
2069,73757,
2070,147722,
2071,146697,
2072,28902,
2073,63667,
2074,5232,
2075,2087,
2076,705382,
2077,107602,
2078,108962,
2079,63812,
2080,63812,
2081,76312,
2082,712,
2083,63427,
2084,146697,
2085,20497,
2086,2697,
2087,25052,
2088,20342,
2089,36252,
2090,498427,
2091,82522,
2092,104707,
2093,78817,
2094,73422,
2095,74162,
2096,70947,
2097,36252,
2098,15282,
2099,36252,
2100,78967,
2101,72037,
2102,27352,
2103,69032,
2104,78782,
2105,701397,
2106,78817,
2107,79742,
2108,9067,
2109,137507,
2110,89467,
2111,65782,
2112,65782,
2113,20497,
2114,100062,
2115,71247,
2116,8772,
2117,27317,
2118,104057,
2119,85642,
2120,79712,
2121,72537,
2122,10662,
2123,2022,
2124,75437,
2125,66092,
2126,53027,
2127,76352,
2128,110472,
2129,584022,
2130,475172,
2131,491322,
2132,491302,
2133,491307,
2134,68437,
2135,584022,
2136,491307,
2137,111192,
2138,491327,
2139,491302,
2140,111192,
2141,491327,
2142,491302,
2143,584022,
2144,111192,
2145,147697,
2146,584022,
2147,74162,
2148,14777,
2149,291112,
2150,85642,
2151,75972,
2152,76352,
2153,119982,
2154,146697,
2155,45227,
2156,14842,
2157,68437,
2158,72537,
2160,78537,
2161,766222,
2162,3182,
2163,12917,
2164,500137,
2165,65812,
2166,72317,
2167,65712,
2168,75972,
2169,23437,
2170,74162,
2171,73547,
2172,65767,
2173,1797,
2174,1797,
2175,147857,
2176,98187,
2177,82567,
2178,82567,
2179,18237,
2180,491302,
2181,584022,
2182,2697,
2183,475172,
2184,584022,
2185,491307,
2186,584022,
2187,475172,
2188,36242,
2189,612,
2190,67647,
2191,60517,
2192,29512,
2193,68517,
2194,50027,
2195,2087,
2196,491322,
2197,66197,
2198,497807,
2199,50027,
2200,700027,
2201,16647,
2202,415357,
2203,11617,
2204,32822,
2205,35962,
2206,498427,
2207,636757,
2208,73422,
2209,31707,
2210,77977,
2211,100772,
2212,13867,
2213,68782,
2214,147857,
2215,28797,
2216,94237,
2217,641022,
2218,75662,
2219,28607,
2220,145857,
2221,495212,
2222,28502,
2223,500182,
2224,39562,
2225,74492,
2226,7952,
2227,8012,
2228,8012,
2229,8012,
2230,495212,
2231,44022,
2232,79632,
2233,63772,
2234,650672,
2235,1812,
2236,111192,
2237,34737,
2238,33152,
2239,1812,
2240,73187,
2241,917,
2242,72537,
2243,67007,
2244,63232,
2245,6807,
2246,9502,
2247,58647,
2248,586442,
2249,47947,
2250,80237,
2251,139962,
2252,82892,
2253,726557,
2254,75972,
2255,98187,
2256,27527,
2257,742402,
2258,79802,
2259,119932,
2260,10987,
