date,Person.ID,Dept.No.,Faculty.No.,With.PHD,years_in_uni,Number.of.Successful.Grant,Number.of.Unsuccessful.Grant,A.,A,B,C
2005-11-19,17367,2523.0,25.0,Yes ,1.0,0.0,3.0,2.0,1.0,3.0,2.0
2005-11-19,79192,2523.0,25.0,Yes ,4.0,1.0,2.0,31.0,35.0,14.0,2.0
2005-11-19,81067,3508.0,4.0,,4.0,1.0,1.0,1.0,5.0,0.0,2.0
2005-11-19,74162,2813.0,25.0,Yes ,2.0,1.0,0.0,10.0,19.0,7.0,6.0
2005-11-19,66657,2668.0,25.0,,0.0,0.0,0.0,10.0,4.0,2.0,0.0
2005-11-19,66902,1033.0,1.0,,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2005-11-19,79057,2603.0,25.0,,2.0,1.0,0.0,2.0,2.0,1.0,0.0
2005-11-19,44697,2603.0,25.0,,1.0,2.0,0.0,0.0,0.0,0.0,0.0
2005-11-19,22972,2523.0,25.0,,0.0,0.0,1.0,0.0,2.0,1.0,3.0
2005-11-19,4222,2768.0,25.0,,3.0,0.0,2.0,9.0,11.0,4.0,2.0
2005-11-19,1797,2678.0,25.0,Yes ,2.0,2.0,7.0,0.0,8.0,4.0,0.0
2005-11-19,85642,3258.0,31.0,Yes ,1.0,1.0,5.0,16.0,21.0,24.0,6.0
2005-11-19,5967,2923.0,25.0,Yes ,2.0,0.0,1.0,0.0,3.0,5.0,2.0
2005-11-19,27307,2923.0,25.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2005-11-19,79652,2498.0,25.0,Yes ,4.0,0.0,0.0,1.0,3.0,3.0,3.0
2005-11-19,11667,2548.0,25.0,,4.0,0.0,0.0,6.0,14.0,12.0,2.0
2005-11-19,76352,2523.0,25.0,Yes ,3.0,1.0,0.0,4.0,4.0,0.0,0.0
2005-11-19,67842,2653.0,25.0,Yes ,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-11-19,74302,2603.0,25.0,Yes ,3.0,2.0,1.0,1.0,1.0,1.0,0.0
2005-11-19,131257,2923.0,25.0,,,0.0,1.0,0.0,0.0,0.0,0.0
2005-11-19,56387,3268.0,31.0,Yes ,1.0,1.0,1.0,0.0,1.0,0.0,0.0
2005-11-19,39632,2533.0,25.0,Yes ,1.0,0.0,2.0,0.0,0.0,1.0,3.0
2005-11-19,85642,3258.0,31.0,Yes ,1.0,1.0,5.0,16.0,21.0,24.0,6.0
2005-11-19,8012,1098.0,1.0,Yes ,2.0,1.0,1.0,0.0,0.0,0.0,1.0
2005-11-19,71867,2578.0,25.0,Yes ,3.0,3.0,1.0,7.0,19.0,26.0,13.0
2005-11-19,12957,2603.0,25.0,Yes ,2.0,1.0,6.0,10.0,6.0,8.0,1.0
2005-11-19,8772,2763.0,25.0,,0.0,3.0,2.0,3.0,6.0,3.0,1.0
2005-11-19,73017,2103.0,19.0,Yes ,3.0,0.0,2.0,4.0,1.0,3.0,3.0
2005-11-19,125287,2103.0,19.0,Yes ,1.0,0.0,2.0,0.0,0.0,0.0,0.0
2005-11-19,497907,2578.0,25.0,Yes ,0.0,0.0,0.0,3.0,1.0,1.0,0.0
2005-11-19,44697,2603.0,25.0,,1.0,2.0,0.0,0.0,0.0,0.0,0.0
2005-11-19,1687,2603.0,25.0,Yes ,3.0,1.0,0.0,7.0,10.0,3.0,1.0
2005-11-19,53202,3048.0,31.0,Yes ,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2005-11-19,132232,2523.0,25.0,Yes ,1.0,1.0,0.0,0.0,0.0,1.0,0.0
2005-11-19,6242,2548.0,25.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2005-11-19,82567,2678.0,25.0,Yes ,4.0,0.0,0.0,12.0,11.0,4.0,8.0
2005-11-19,28682,828.0,7.0,Yes ,1.0,1.0,0.0,0.0,1.0,1.0,2.0
2005-11-19,67622,803.0,7.0,Yes ,4.0,0.0,1.0,0.0,0.0,0.0,0.0
2005-11-19,115417,2253.0,19.0,Yes ,1.0,0.0,1.0,0.0,4.0,4.0,0.0
2005-11-19,19362,2893.0,25.0,,1.0,0.0,1.0,0.0,2.0,3.0,0.0
2005-11-19,73737,828.0,7.0,,0.0,0.0,0.0,0.0,3.0,3.0,1.0
2005-11-19,66957,2558.0,25.0,Yes ,4.0,1.0,0.0,0.0,0.0,0.0,0.0
2005-11-19,80677,828.0,7.0,,0.0,1.0,0.0,1.0,1.0,2.0,0.0
2005-11-19,69952,1578.0,13.0,Yes ,3.0,0.0,0.0,2.0,8.0,6.0,0.0
2005-11-19,5302,1578.0,13.0,Yes ,2.0,1.0,0.0,0.0,0.0,0.0,0.0
2005-11-19,34347,1578.0,13.0,Yes ,1.0,0.0,0.0,2.0,2.0,2.0,0.0
2005-11-19,85862,2728.0,25.0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2005-11-19,74932,2668.0,25.0,Yes ,3.0,0.0,0.0,2.0,3.0,6.0,0.0
2005-11-19,26857,1033.0,1.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2005-11-19,79427,2498.0,25.0,,0.0,0.0,1.0,1.0,1.0,1.0,3.0
2005-11-19,130967,2538.0,25.0,,0.0,1.0,3.0,0.0,0.0,0.0,0.0
2005-11-19,89627,2653.0,25.0,Yes ,1.0,0.0,0.0,0.0,0.0,1.0,0.0
2005-11-19,730092,2653.0,25.0,,0.0,1.0,0.0,1.0,0.0,0.0,0.0
2005-11-19,7947,3048.0,31.0,Yes ,2.0,0.0,0.0,9.0,4.0,2.0,2.0
2005-11-19,70272,2053.0,19.0,Yes ,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2005-11-19,38697,2778.0,25.0,,,0.0,1.0,3.0,3.0,0.0,0.0
2005-11-19,34737,2603.0,25.0,Yes ,0.0,1.0,5.0,1.0,6.0,6.0,1.0
2005-11-19,27757,2813.0,25.0,,2.0,2.0,0.0,8.0,5.0,4.0,0.0
2005-11-19,78342,2653.0,25.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-11-19,17512,nan,nan,,,0.0,0.0,0.0,0.0,0.0,0.0
2005-11-19,74567,2813.0,25.0,,2.0,1.0,0.0,2.0,14.0,21.0,6.0
2005-11-19,712,1678.0,13.0,Yes ,1.0,0.0,0.0,0.0,2.0,4.0,0.0
2005-11-19,23697,1678.0,13.0,Yes ,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-11-19,64162,1578.0,13.0,Yes ,4.0,1.0,0.0,0.0,6.0,3.0,1.0
2005-11-19,726602,2523.0,25.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2005-11-19,80187,3123.0,31.0,,0.0,0.0,1.0,2.0,6.0,9.0,2.0
2005-11-19,84627,2973.0,25.0,Yes ,1.0,0.0,1.0,8.0,5.0,0.0,3.0
2005-11-19,72222,2973.0,25.0,,3.0,0.0,1.0,0.0,0.0,0.0,0.0
2005-11-19,73882,2713.0,25.0,,0.0,1.0,1.0,4.0,3.0,2.0,1.0
2005-11-19,118747,2713.0,25.0,,1.0,0.0,2.0,0.0,0.0,0.0,0.0
2005-11-19,85642,3258.0,31.0,Yes ,1.0,1.0,5.0,16.0,21.0,24.0,6.0
2005-11-19,69262,2653.0,25.0,Yes ,3.0,1.0,0.0,7.0,5.0,7.0,7.0
2005-11-19,80377,3258.0,31.0,Yes ,4.0,3.0,1.0,4.0,4.0,6.0,1.0
2005-11-19,64782,nan,nan,,,0.0,0.0,0.0,0.0,0.0,0.0
2005-11-19,18377,2923.0,25.0,Yes ,2.0,1.0,0.0,1.0,0.0,6.0,0.0
2005-11-19,147722,2923.0,25.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-11-19,57672,nan,nan,,,0.0,0.0,0.0,0.0,0.0,0.0
2005-11-19,148087,2653.0,25.0,,1.0,0.0,2.0,2.0,1.0,0.0,0.0
2005-11-19,48892,3028.0,31.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2005-11-19,67282,2578.0,25.0,Yes ,2.0,0.0,2.0,4.0,3.0,4.0,3.0
2005-11-19,19287,2578.0,25.0,Yes ,2.0,1.0,0.0,0.0,0.0,0.0,0.0
2005-11-19,77112,2763.0,25.0,Yes ,1.0,1.0,1.0,12.0,10.0,5.0,0.0
2005-11-19,12957,2603.0,25.0,Yes ,2.0,1.0,6.0,10.0,6.0,8.0,1.0
2005-11-19,77162,2603.0,25.0,Yes ,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2005-11-19,22792,3508.0,4.0,Yes ,2.0,0.0,2.0,0.0,2.0,0.0,1.0
2005-11-19,612,3123.0,31.0,Yes ,3.0,0.0,1.0,7.0,1.0,2.0,0.0
2005-11-19,12957,2603.0,25.0,Yes ,2.0,1.0,6.0,10.0,6.0,8.0,1.0
2005-11-19,723252,2603.0,25.0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2005-11-19,78752,2713.0,25.0,Yes ,3.0,1.0,1.0,6.0,5.0,2.0,0.0
2005-11-19,81067,3508.0,4.0,,4.0,1.0,1.0,1.0,5.0,0.0,2.0
2005-11-19,148087,2653.0,25.0,,1.0,0.0,2.0,2.0,1.0,0.0,0.0
2005-11-19,26107,2558.0,25.0,Yes ,2.0,1.0,1.0,1.0,4.0,4.0,0.0
2005-11-19,82547,2713.0,25.0,,4.0,1.0,0.0,0.0,0.0,0.0,0.0
2005-11-19,73017,2103.0,19.0,Yes ,3.0,0.0,2.0,4.0,1.0,3.0,3.0
2005-11-19,492057,3048.0,31.0,Yes ,1.0,1.0,2.0,0.0,0.0,12.0,4.0
2005-11-19,80502,2578.0,25.0,Yes ,2.0,0.0,0.0,0.0,2.0,3.0,1.0
2005-11-19,5232,2578.0,25.0,Yes ,3.0,2.0,0.0,0.0,0.0,0.0,0.0
2005-11-19,68817,2713.0,25.0,Yes ,3.0,0.0,2.0,3.0,10.0,4.0,1.0
2005-11-19,68512,nan,nan,,,0.0,0.0,0.0,0.0,0.0,0.0
2005-11-19,1797,2678.0,25.0,Yes ,2.0,2.0,7.0,0.0,8.0,4.0,0.0
2005-11-19,64277,2973.0,25.0,Yes ,3.0,0.0,0.0,17.0,9.0,2.0,4.0
2005-11-19,783297,2538.0,25.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2005-11-19,16332,nan,nan,,,0.0,0.0,0.0,0.0,2.0,0.0
2005-11-19,19922,2578.0,25.0,Yes ,2.0,0.0,1.0,0.0,0.0,0.0,0.0
2005-11-19,393152,2298.0,46.0,Yes ,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2005-11-19,65712,2523.0,25.0,,4.0,0.0,1.0,0.0,2.0,4.0,2.0
2005-11-19,40947,2653.0,25.0,Yes ,1.0,0.0,2.0,3.0,2.0,0.0,1.0
2005-11-19,93802,2563.0,25.0,Yes ,1.0,0.0,1.0,0.0,0.0,1.0,13.0
2005-11-19,159607,2553.0,25.0,Yes ,1.0,0.0,2.0,0.0,5.0,5.0,5.0
2005-11-19,6712,2563.0,25.0,,0.0,1.0,1.0,0.0,1.0,1.0,1.0
2005-11-19,34177,2523.0,25.0,,1.0,0.0,2.0,2.0,1.0,0.0,10.0
2005-11-19,624752,nan,nan,,,0.0,1.0,1.0,1.0,1.0,0.0
2005-11-19,107667,2778.0,25.0,,1.0,1.0,0.0,1.0,2.0,1.0,0.0
2005-11-19,46237,nan,nan,,,0.0,0.0,0.0,0.0,0.0,0.0
2005-11-19,86302,2763.0,25.0,Yes ,1.0,0.0,5.0,1.0,0.0,0.0,0.0
2005-11-19,66322,2763.0,25.0,,3.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-11-19,500137,3198.0,31.0,,,1.0,0.0,2.0,0.0,0.0,0.0
2005-11-19,1797,2678.0,25.0,Yes ,2.0,2.0,7.0,0.0,8.0,4.0,0.0
2005-11-19,34737,2603.0,25.0,Yes ,0.0,1.0,5.0,1.0,6.0,6.0,1.0
2005-11-19,2022,2668.0,25.0,Yes ,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-11-19,122392,2813.0,25.0,,0.0,0.0,2.0,0.0,0.0,0.0,0.0
2005-11-19,30772,2603.0,25.0,,1.0,0.0,0.0,3.0,2.0,0.0,0.0
2005-11-19,98222,2653.0,25.0,,2.0,1.0,0.0,0.0,0.0,0.0,0.0
2005-11-19,63962,1258.0,34.0,Yes ,4.0,2.0,0.0,1.0,16.0,7.0,3.0
2005-11-19,145057,593.0,7.0,Yes ,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2005-11-19,25947,1038.0,1.0,,,1.0,1.0,0.0,0.0,0.0,0.0
2005-11-19,46377,2763.0,25.0,,,0.0,1.0,2.0,1.0,0.0,0.0
2005-11-19,15162,3048.0,31.0,Yes ,1.0,0.0,0.0,22.0,2.0,2.0,1.0
2005-11-19,79977,3048.0,31.0,,4.0,1.0,0.0,0.0,0.0,0.0,0.0
2005-11-19,4702,1033.0,1.0,Yes ,2.0,0.0,1.0,8.0,7.0,6.0,0.0
2005-11-19,147722,2923.0,25.0,,0.0,0.0,0.0,0.0,1.0,2.0,0.0
2005-11-19,43352,2923.0,25.0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2005-11-19,89472,3048.0,31.0,Yes ,1.0,1.0,1.0,15.0,1.0,3.0,0.0
2005-11-19,72317,2678.0,25.0,Yes ,3.0,1.0,0.0,7.0,4.0,4.0,0.0
2005-11-19,917,3123.0,31.0,,0.0,1.0,1.0,1.0,1.0,1.0,0.0
2005-11-19,71442,1098.0,1.0,Yes ,1.0,1.0,1.0,0.0,1.0,3.0,1.0
2005-11-19,67412,548.0,7.0,Yes ,3.0,0.0,2.0,0.0,1.0,0.0,0.0
2005-11-19,78817,2713.0,25.0,Yes ,4.0,2.0,0.0,4.0,8.0,6.0,2.0
2005-11-19,4302,3198.0,31.0,Yes ,3.0,1.0,1.0,2.0,7.0,6.0,3.0
2005-11-19,107262,3198.0,31.0,,,0.0,0.0,0.0,0.0,0.0,0.0
2005-11-19,500157,3258.0,31.0,Yes ,1.0,0.0,0.0,9.0,0.0,1.0,0.0
2005-11-19,1797,2678.0,25.0,Yes ,2.0,2.0,7.0,0.0,8.0,4.0,0.0
2005-11-19,69212,2778.0,25.0,,4.0,0.0,1.0,0.0,1.0,4.0,0.0
2005-11-19,17622,2568.0,25.0,,,0.0,2.0,4.0,14.0,10.0,5.0
2005-11-19,28442,2568.0,25.0,,,0.0,1.0,0.0,0.0,0.0,0.0
2005-11-19,95772,nan,nan,,,0.0,0.0,0.0,0.0,1.0,1.0
2005-11-19,77887,3073.0,31.0,Yes ,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2005-11-19,20122,2523.0,25.0,Yes ,1.0,0.0,1.0,0.0,7.0,2.0,1.0
2005-11-19,113942,3508.0,4.0,Yes ,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2005-11-19,12957,2603.0,25.0,Yes ,2.0,1.0,6.0,10.0,6.0,8.0,1.0
2005-11-19,86672,2713.0,25.0,Yes ,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2005-11-19,127112,nan,nan,,,0.0,0.0,0.0,0.0,0.0,0.0
2005-11-19,72037,2713.0,25.0,Yes ,2.0,1.0,3.0,4.0,3.0,5.0,0.0
2005-11-19,78817,2713.0,25.0,Yes ,4.0,2.0,0.0,4.0,8.0,6.0,2.0
2005-11-19,65652,nan,25.0,,3.0,0.0,0.0,13.0,2.0,0.0,1.0
2005-11-19,68472,1033.0,1.0,,0.0,0.0,1.0,0.0,7.0,7.0,0.0
2005-11-19,9227,1258.0,34.0,Yes ,1.0,0.0,3.0,0.0,2.0,3.0,3.0
2005-11-19,28342,2153.0,19.0,Yes ,0.0,1.0,0.0,0.0,3.0,5.0,0.0
2005-11-19,77327,653.0,7.0,,0.0,0.0,1.0,0.0,6.0,0.0,0.0
2005-11-19,74142,2103.0,19.0,Yes ,2.0,0.0,3.0,1.0,0.0,4.0,0.0
2005-11-19,67282,2578.0,25.0,Yes ,2.0,0.0,2.0,4.0,3.0,4.0,3.0
2005-11-19,11342,2558.0,25.0,Yes ,1.0,0.0,1.0,0.0,0.0,1.0,0.0
2005-11-19,25342,2768.0,25.0,Yes ,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2005-11-19,55437,2668.0,25.0,Yes ,0.0,0.0,4.0,4.0,0.0,1.0,1.0
2005-11-19,79562,2883.0,25.0,Yes ,4.0,1.0,0.0,0.0,0.0,2.0,12.0
2005-11-19,46697,498.0,7.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2005-11-19,84622,2973.0,25.0,,1.0,0.0,3.0,8.0,6.0,1.0,2.0
2005-11-19,36252,2973.0,25.0,Yes ,1.0,0.0,4.0,0.0,0.0,0.0,0.0
2005-11-19,17342,2828.0,25.0,Yes ,1.0,0.0,7.0,2.0,13.0,13.0,3.0
2005-11-19,26887,3658.0,22.0,Yes ,1.0,2.0,0.0,2.0,4.0,2.0,1.0
2005-11-19,649042,2523.0,25.0,Yes ,1.0,3.0,0.0,0.0,0.0,0.0,0.0
2005-11-19,8667,3658.0,22.0,Yes ,2.0,0.0,1.0,0.0,4.0,0.0,0.0
2005-11-19,99052,3273.0,31.0,Yes ,1.0,1.0,0.0,7.0,1.0,2.0,0.0
