date,Person.ID,Dept.No.,Faculty.No.,With.PHD,years_in_uni,Number.of.Successful.Grant,Number.of.Unsuccessful.Grant,A.,A,B,C
19/11/05,63492,2523.0,25.0,,0.0,0.0,1.0,1.0,0.0,9.0,4.0
19/11/05,26877,3123.0,31.0,,2.0,0.0,0.0,0.0,2.0,4.0,1.0
19/11/05,80212,3123.0,31.0,Yes ,4.0,1.0,1.0,0.0,0.0,0.0,0.0
19/11/05,69812,2813.0,25.0,,2.0,1.0,5.0,10.0,7.0,9.0,1.0
19/11/05,119372,2813.0,25.0,Yes ,1.0,0.0,0.0,0.0,0.0,0.0,0.0
19/11/05,491312,2563.0,25.0,Yes ,1.0,0.0,3.0,0.0,0.0,0.0,0.0
19/11/05,66672,1258.0,34.0,Yes ,3.0,2.0,0.0,16.0,15.0,13.0,15.0
19/11/05,70662,3268.0,31.0,,0.0,1.0,1.0,0.0,3.0,0.0,0.0
19/11/05,30977,3028.0,31.0,,0.0,1.0,0.0,10.0,8.0,8.0,9.0
19/11/05,30457,2558.0,25.0,,0.0,0.0,0.0,0.0,0.0,2.0,1.0
19/11/05,79802,3028.0,31.0,Yes ,4.0,1.0,0.0,1.0,8.0,9.0,5.0
19/11/05,10577,2653.0,25.0,,2.0,0.0,1.0,3.0,4.0,3.0,1.0
19/11/05,727732,2603.0,25.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
19/11/05,85642,3258.0,31.0,Yes ,1.0,1.0,5.0,16.0,21.0,24.0,6.0
19/11/05,65227,nan,nan,,,0.0,0.0,0.0,0.0,0.0,0.0
19/11/05,82377,2298.0,46.0,Yes ,4.0,0.0,0.0,1.0,0.0,1.0,3.0
19/11/05,46237,nan,nan,,,0.0,0.0,0.0,1.0,2.0,1.0
19/11/05,9227,1258.0,34.0,Yes ,1.0,0.0,3.0,0.0,2.0,3.0,3.0
19/11/05,10662,1258.0,34.0,Yes ,2.0,0.0,0.0,0.0,0.0,0.0,0.0
19/11/05,16137,2653.0,25.0,,2.0,1.0,5.0,4.0,3.0,1.0,0.0
19/11/05,69147,2778.0,25.0,,2.0,0.0,1.0,1.0,1.0,0.0,2.0
19/11/05,15187,3198.0,31.0,Yes ,3.0,0.0,1.0,4.0,17.0,0.0,3.0
19/11/05,43882,2768.0,25.0,Yes ,1.0,0.0,5.0,3.0,4.0,2.0,1.0
19/11/05,30017,2893.0,25.0,,1.0,0.0,0.0,0.0,7.0,9.0,3.0
19/11/05,41202,nan,nan,,,0.0,0.0,0.0,0.0,0.0,0.0
19/11/05,30527,2523.0,25.0,Yes ,1.0,2.0,1.0,0.0,7.0,27.0,9.0
19/11/05,64347,2893.0,25.0,,4.0,0.0,1.0,4.0,13.0,19.0,14.0
19/11/05,1217,3028.0,31.0,Yes ,4.0,2.0,0.0,16.0,13.0,8.0,0.0
19/11/05,489582,3048.0,31.0,Yes ,1.0,0.0,1.0,11.0,1.0,2.0,0.0
19/11/05,76352,2523.0,25.0,Yes ,3.0,1.0,0.0,4.0,4.0,0.0,0.0
19/11/05,649042,2523.0,25.0,Yes ,1.0,3.0,0.0,0.0,0.0,0.0,0.0
19/11/05,17367,2523.0,25.0,Yes ,1.0,0.0,3.0,2.0,1.0,3.0,2.0
19/11/05,79192,2523.0,25.0,Yes ,4.0,1.0,2.0,31.0,35.0,14.0,2.0
19/11/05,81067,3508.0,4.0,,4.0,1.0,1.0,1.0,5.0,0.0,2.0
19/11/05,74162,2813.0,25.0,Yes ,2.0,1.0,0.0,10.0,19.0,7.0,6.0
19/11/05,66657,2668.0,25.0,,0.0,0.0,0.0,10.0,4.0,2.0,0.0
19/11/05,66902,1033.0,1.0,,0.0,1.0,0.0,0.0,0.0,1.0,0.0
19/11/05,79057,2603.0,25.0,,2.0,1.0,0.0,2.0,2.0,1.0,0.0
19/11/05,44697,2603.0,25.0,,1.0,2.0,0.0,0.0,0.0,0.0,0.0
19/11/05,22972,2523.0,25.0,,0.0,0.0,1.0,0.0,2.0,1.0,3.0
19/11/05,4222,2768.0,25.0,,3.0,0.0,2.0,9.0,11.0,4.0,2.0
19/11/05,1797,2678.0,25.0,Yes ,2.0,2.0,7.0,0.0,8.0,4.0,0.0
19/11/05,85642,3258.0,31.0,Yes ,1.0,1.0,5.0,16.0,21.0,24.0,6.0
19/11/05,5967,2923.0,25.0,Yes ,2.0,0.0,1.0,0.0,3.0,5.0,2.0
19/11/05,27307,2923.0,25.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0
19/11/05,79652,2498.0,25.0,Yes ,4.0,0.0,0.0,1.0,3.0,3.0,3.0
19/11/05,11667,2548.0,25.0,,4.0,0.0,0.0,6.0,14.0,12.0,2.0
19/11/05,76352,2523.0,25.0,Yes ,3.0,1.0,0.0,4.0,4.0,0.0,0.0
19/11/05,67842,2653.0,25.0,Yes ,1.0,0.0,0.0,0.0,0.0,0.0,0.0
19/11/05,74302,2603.0,25.0,Yes ,3.0,2.0,1.0,1.0,1.0,1.0,0.0
19/11/05,131257,2923.0,25.0,,,0.0,1.0,0.0,0.0,0.0,0.0
19/11/05,56387,3268.0,31.0,Yes ,1.0,1.0,1.0,0.0,1.0,0.0,0.0
19/11/05,39632,2533.0,25.0,Yes ,1.0,0.0,2.0,0.0,0.0,1.0,3.0
19/11/05,85642,3258.0,31.0,Yes ,1.0,1.0,5.0,16.0,21.0,24.0,6.0
19/11/05,8012,1098.0,1.0,Yes ,2.0,1.0,1.0,0.0,0.0,0.0,1.0
19/11/05,71867,2578.0,25.0,Yes ,3.0,3.0,1.0,7.0,19.0,26.0,13.0
19/11/05,12957,2603.0,25.0,Yes ,2.0,1.0,6.0,10.0,6.0,8.0,1.0
19/11/05,8772,2763.0,25.0,,0.0,3.0,2.0,3.0,6.0,3.0,1.0
19/11/05,73017,2103.0,19.0,Yes ,3.0,0.0,2.0,4.0,1.0,3.0,3.0
19/11/05,125287,2103.0,19.0,Yes ,1.0,0.0,2.0,0.0,0.0,0.0,0.0
19/11/05,497907,2578.0,25.0,Yes ,0.0,0.0,0.0,3.0,1.0,1.0,0.0
19/11/05,44697,2603.0,25.0,,1.0,2.0,0.0,0.0,0.0,0.0,0.0
19/11/05,1687,2603.0,25.0,Yes ,3.0,1.0,0.0,7.0,10.0,3.0,1.0
19/11/05,53202,3048.0,31.0,Yes ,1.0,0.0,1.0,0.0,0.0,0.0,0.0
19/11/05,132232,2523.0,25.0,Yes ,1.0,1.0,0.0,0.0,0.0,1.0,0.0
19/11/05,6242,2548.0,25.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0
19/11/05,82567,2678.0,25.0,Yes ,4.0,0.0,0.0,12.0,11.0,4.0,8.0
19/11/05,28682,828.0,7.0,Yes ,1.0,1.0,0.0,0.0,1.0,1.0,2.0
19/11/05,67622,803.0,7.0,Yes ,4.0,0.0,1.0,0.0,0.0,0.0,0.0
19/11/05,115417,2253.0,19.0,Yes ,1.0,0.0,1.0,0.0,4.0,4.0,0.0
19/11/05,19362,2893.0,25.0,,1.0,0.0,1.0,0.0,2.0,3.0,0.0
19/11/05,73737,828.0,7.0,,0.0,0.0,0.0,0.0,3.0,3.0,1.0
19/11/05,66957,2558.0,25.0,Yes ,4.0,1.0,0.0,0.0,0.0,0.0,0.0
19/11/05,80677,828.0,7.0,,0.0,1.0,0.0,1.0,1.0,2.0,0.0
19/11/05,69952,1578.0,13.0,Yes ,3.0,0.0,0.0,2.0,8.0,6.0,0.0
19/11/05,5302,1578.0,13.0,Yes ,2.0,1.0,0.0,0.0,0.0,0.0,0.0
19/11/05,34347,1578.0,13.0,Yes ,1.0,0.0,0.0,2.0,2.0,2.0,0.0
19/11/05,85862,2728.0,25.0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0
19/11/05,74932,2668.0,25.0,Yes ,3.0,0.0,0.0,2.0,3.0,6.0,0.0
19/11/05,26857,1033.0,1.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0
19/11/05,79427,2498.0,25.0,,0.0,0.0,1.0,1.0,1.0,1.0,3.0
19/11/05,130967,2538.0,25.0,,0.0,1.0,3.0,0.0,0.0,0.0,0.0
19/11/05,89627,2653.0,25.0,Yes ,1.0,0.0,0.0,0.0,0.0,1.0,0.0
19/11/05,730092,2653.0,25.0,,0.0,1.0,0.0,1.0,0.0,0.0,0.0
19/11/05,7947,3048.0,31.0,Yes ,2.0,0.0,0.0,9.0,4.0,2.0,2.0
19/11/05,70272,2053.0,19.0,Yes ,1.0,1.0,0.0,0.0,0.0,0.0,0.0
19/11/05,38697,2778.0,25.0,,,0.0,1.0,3.0,3.0,0.0,0.0
19/11/05,34737,2603.0,25.0,Yes ,0.0,1.0,5.0,1.0,6.0,6.0,1.0
19/11/05,27757,2813.0,25.0,,2.0,2.0,0.0,8.0,5.0,4.0,0.0
19/11/05,78342,2653.0,25.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0
19/11/05,17512,nan,nan,,,0.0,0.0,0.0,0.0,0.0,0.0
19/11/05,74567,2813.0,25.0,,2.0,1.0,0.0,2.0,14.0,21.0,6.0
19/11/05,712,1678.0,13.0,Yes ,1.0,0.0,0.0,0.0,2.0,4.0,0.0
19/11/05,23697,1678.0,13.0,Yes ,2.0,0.0,0.0,0.0,0.0,0.0,0.0
19/11/05,64162,1578.0,13.0,Yes ,4.0,1.0,0.0,0.0,6.0,3.0,1.0
19/11/05,726602,2523.0,25.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
19/11/05,80187,3123.0,31.0,,0.0,0.0,1.0,2.0,6.0,9.0,2.0
19/11/05,84627,2973.0,25.0,Yes ,1.0,0.0,1.0,8.0,5.0,0.0,3.0
19/11/05,72222,2973.0,25.0,,3.0,0.0,1.0,0.0,0.0,0.0,0.0
19/11/05,73882,2713.0,25.0,,0.0,1.0,1.0,4.0,3.0,2.0,1.0
19/11/05,118747,2713.0,25.0,,1.0,0.0,2.0,0.0,0.0,0.0,0.0
19/11/05,85642,3258.0,31.0,Yes ,1.0,1.0,5.0,16.0,21.0,24.0,6.0
19/11/05,69262,2653.0,25.0,Yes ,3.0,1.0,0.0,7.0,5.0,7.0,7.0
19/11/05,80377,3258.0,31.0,Yes ,4.0,3.0,1.0,4.0,4.0,6.0,1.0
19/11/05,64782,nan,nan,,,0.0,0.0,0.0,0.0,0.0,0.0
19/11/05,18377,2923.0,25.0,Yes ,2.0,1.0,0.0,1.0,0.0,6.0,0.0
19/11/05,147722,2923.0,25.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19/11/05,57672,nan,nan,,,0.0,0.0,0.0,0.0,0.0,0.0
19/11/05,148087,2653.0,25.0,,1.0,0.0,2.0,2.0,1.0,0.0,0.0
19/11/05,48892,3028.0,31.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0
19/11/05,67282,2578.0,25.0,Yes ,2.0,0.0,2.0,4.0,3.0,4.0,3.0
19/11/05,19287,2578.0,25.0,Yes ,2.0,1.0,0.0,0.0,0.0,0.0,0.0
19/11/05,77112,2763.0,25.0,Yes ,1.0,1.0,1.0,12.0,10.0,5.0,0.0
19/11/05,12957,2603.0,25.0,Yes ,2.0,1.0,6.0,10.0,6.0,8.0,1.0
19/11/05,77162,2603.0,25.0,Yes ,1.0,0.0,1.0,0.0,0.0,0.0,0.0
19/11/05,22792,3508.0,4.0,Yes ,2.0,0.0,2.0,0.0,2.0,0.0,1.0
19/11/05,612,3123.0,31.0,Yes ,3.0,0.0,1.0,7.0,1.0,2.0,0.0
19/11/05,12957,2603.0,25.0,Yes ,2.0,1.0,6.0,10.0,6.0,8.0,1.0
19/11/05,723252,2603.0,25.0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0
19/11/05,78752,2713.0,25.0,Yes ,3.0,1.0,1.0,6.0,5.0,2.0,0.0
19/11/05,81067,3508.0,4.0,,4.0,1.0,1.0,1.0,5.0,0.0,2.0
19/11/05,148087,2653.0,25.0,,1.0,0.0,2.0,2.0,1.0,0.0,0.0
19/11/05,26107,2558.0,25.0,Yes ,2.0,1.0,1.0,1.0,4.0,4.0,0.0
19/11/05,82547,2713.0,25.0,,4.0,1.0,0.0,0.0,0.0,0.0,0.0
19/11/05,73017,2103.0,19.0,Yes ,3.0,0.0,2.0,4.0,1.0,3.0,3.0
19/11/05,492057,3048.0,31.0,Yes ,1.0,1.0,2.0,0.0,0.0,12.0,4.0
19/11/05,80502,2578.0,25.0,Yes ,2.0,0.0,0.0,0.0,2.0,3.0,1.0
19/11/05,5232,2578.0,25.0,Yes ,3.0,2.0,0.0,0.0,0.0,0.0,0.0
19/11/05,68817,2713.0,25.0,Yes ,3.0,0.0,2.0,3.0,10.0,4.0,1.0
19/11/05,68512,nan,nan,,,0.0,0.0,0.0,0.0,0.0,0.0
19/11/05,1797,2678.0,25.0,Yes ,2.0,2.0,7.0,0.0,8.0,4.0,0.0
19/11/05,64277,2973.0,25.0,Yes ,3.0,0.0,0.0,17.0,9.0,2.0,4.0
19/11/05,783297,2538.0,25.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
19/11/05,16332,nan,nan,,,0.0,0.0,0.0,0.0,2.0,0.0
19/11/05,19922,2578.0,25.0,Yes ,2.0,0.0,1.0,0.0,0.0,0.0,0.0
19/11/05,393152,2298.0,46.0,Yes ,0.0,0.0,1.0,0.0,0.0,0.0,0.0
19/11/05,65712,2523.0,25.0,,4.0,0.0,1.0,0.0,2.0,4.0,2.0
19/11/05,40947,2653.0,25.0,Yes ,1.0,0.0,2.0,3.0,2.0,0.0,1.0
19/11/05,93802,2563.0,25.0,Yes ,1.0,0.0,1.0,0.0,0.0,1.0,13.0
19/11/05,159607,2553.0,25.0,Yes ,1.0,0.0,2.0,0.0,5.0,5.0,5.0
19/11/05,6712,2563.0,25.0,,0.0,1.0,1.0,0.0,1.0,1.0,1.0
19/11/05,34177,2523.0,25.0,,1.0,0.0,2.0,2.0,1.0,0.0,10.0
19/11/05,624752,nan,nan,,,0.0,1.0,1.0,1.0,1.0,0.0
19/11/05,107667,2778.0,25.0,,1.0,1.0,0.0,1.0,2.0,1.0,0.0
19/11/05,46237,nan,nan,,,0.0,0.0,0.0,0.0,0.0,0.0
19/11/05,86302,2763.0,25.0,Yes ,1.0,0.0,5.0,1.0,0.0,0.0,0.0
19/11/05,66322,2763.0,25.0,,3.0,0.0,0.0,0.0,0.0,0.0,0.0
19/11/05,500137,3198.0,31.0,,,1.0,0.0,2.0,0.0,0.0,0.0
19/11/05,1797,2678.0,25.0,Yes ,2.0,2.0,7.0,0.0,8.0,4.0,0.0
19/11/05,34737,2603.0,25.0,Yes ,0.0,1.0,5.0,1.0,6.0,6.0,1.0
19/11/05,2022,2668.0,25.0,Yes ,2.0,0.0,0.0,0.0,0.0,0.0,0.0
19/11/05,122392,2813.0,25.0,,0.0,0.0,2.0,0.0,0.0,0.0,0.0
19/11/05,30772,2603.0,25.0,,1.0,0.0,0.0,3.0,2.0,0.0,0.0
19/11/05,98222,2653.0,25.0,,2.0,1.0,0.0,0.0,0.0,0.0,0.0
19/11/05,63962,1258.0,34.0,Yes ,4.0,2.0,0.0,1.0,16.0,7.0,3.0
19/11/05,145057,593.0,7.0,Yes ,1.0,1.0,0.0,0.0,0.0,0.0,0.0
19/11/05,25947,1038.0,1.0,,,1.0,1.0,0.0,0.0,0.0,0.0
19/11/05,46377,2763.0,25.0,,,0.0,1.0,2.0,1.0,0.0,0.0
19/11/05,15162,3048.0,31.0,Yes ,1.0,0.0,0.0,22.0,2.0,2.0,1.0
19/11/05,79977,3048.0,31.0,,4.0,1.0,0.0,0.0,0.0,0.0,0.0
19/11/05,4702,1033.0,1.0,Yes ,2.0,0.0,1.0,8.0,7.0,6.0,0.0
19/11/05,147722,2923.0,25.0,,0.0,0.0,0.0,0.0,1.0,2.0,0.0
19/11/05,43352,2923.0,25.0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0
19/11/05,89472,3048.0,31.0,Yes ,1.0,1.0,1.0,15.0,1.0,3.0,0.0
19/11/05,72317,2678.0,25.0,Yes ,3.0,1.0,0.0,7.0,4.0,4.0,0.0
19/11/05,917,3123.0,31.0,,0.0,1.0,1.0,1.0,1.0,1.0,0.0
19/11/05,71442,1098.0,1.0,Yes ,1.0,1.0,1.0,0.0,1.0,3.0,1.0
19/11/05,67412,548.0,7.0,Yes ,3.0,0.0,2.0,0.0,1.0,0.0,0.0
19/11/05,78817,2713.0,25.0,Yes ,4.0,2.0,0.0,4.0,8.0,6.0,2.0
19/11/05,4302,3198.0,31.0,Yes ,3.0,1.0,1.0,2.0,7.0,6.0,3.0
19/11/05,107262,3198.0,31.0,,,0.0,0.0,0.0,0.0,0.0,0.0
19/11/05,500157,3258.0,31.0,Yes ,1.0,0.0,0.0,9.0,0.0,1.0,0.0
19/11/05,1797,2678.0,25.0,Yes ,2.0,2.0,7.0,0.0,8.0,4.0,0.0
19/11/05,69212,2778.0,25.0,,4.0,0.0,1.0,0.0,1.0,4.0,0.0
19/11/05,17622,2568.0,25.0,,,0.0,2.0,4.0,14.0,10.0,5.0
19/11/05,28442,2568.0,25.0,,,0.0,1.0,0.0,0.0,0.0,0.0
19/11/05,95772,nan,nan,,,0.0,0.0,0.0,0.0,1.0,1.0
19/11/05,77887,3073.0,31.0,Yes ,1.0,0.0,1.0,0.0,1.0,0.0,0.0
19/11/05,20122,2523.0,25.0,Yes ,1.0,0.0,1.0,0.0,7.0,2.0,1.0
19/11/05,113942,3508.0,4.0,Yes ,1.0,1.0,0.0,0.0,0.0,0.0,0.0
19/11/05,12957,2603.0,25.0,Yes ,2.0,1.0,6.0,10.0,6.0,8.0,1.0
19/11/05,86672,2713.0,25.0,Yes ,1.0,1.0,0.0,0.0,0.0,0.0,0.0
19/11/05,127112,nan,nan,,,0.0,0.0,0.0,0.0,0.0,0.0
19/11/05,72037,2713.0,25.0,Yes ,2.0,1.0,3.0,4.0,3.0,5.0,0.0
19/11/05,78817,2713.0,25.0,Yes ,4.0,2.0,0.0,4.0,8.0,6.0,2.0
19/11/05,65652,nan,25.0,,3.0,0.0,0.0,13.0,2.0,0.0,1.0
19/11/05,68472,1033.0,1.0,,0.0,0.0,1.0,0.0,7.0,7.0,0.0
19/11/05,9227,1258.0,34.0,Yes ,1.0,0.0,3.0,0.0,2.0,3.0,3.0
19/11/05,28342,2153.0,19.0,Yes ,0.0,1.0,0.0,0.0,3.0,5.0,0.0
19/11/05,77327,653.0,7.0,,0.0,0.0,1.0,0.0,6.0,0.0,0.0
19/11/05,74142,2103.0,19.0,Yes ,2.0,0.0,3.0,1.0,0.0,4.0,0.0
19/11/05,67282,2578.0,25.0,Yes ,2.0,0.0,2.0,4.0,3.0,4.0,3.0
19/11/05,11342,2558.0,25.0,Yes ,1.0,0.0,1.0,0.0,0.0,1.0,0.0
19/11/05,25342,2768.0,25.0,Yes ,1.0,0.0,1.0,0.0,0.0,0.0,0.0
19/11/05,55437,2668.0,25.0,Yes ,0.0,0.0,4.0,4.0,0.0,1.0,1.0
19/11/05,79562,2883.0,25.0,Yes ,4.0,1.0,0.0,0.0,0.0,2.0,12.0
19/11/05,46697,498.0,7.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0
19/11/05,84622,2973.0,25.0,,1.0,0.0,3.0,8.0,6.0,1.0,2.0
19/11/05,36252,2973.0,25.0,Yes ,1.0,0.0,4.0,0.0,0.0,0.0,0.0
19/11/05,17342,2828.0,25.0,Yes ,1.0,0.0,7.0,2.0,13.0,13.0,3.0
19/11/05,26887,3658.0,22.0,Yes ,1.0,2.0,0.0,2.0,4.0,2.0,1.0
19/11/05,649042,2523.0,25.0,Yes ,1.0,3.0,0.0,0.0,0.0,0.0,0.0
19/11/05,8667,3658.0,22.0,Yes ,2.0,0.0,1.0,0.0,4.0,0.0,0.0
19/11/05,99052,3273.0,31.0,Yes ,1.0,1.0,0.0,7.0,1.0,2.0,0.0
19/11/05,67182,3708.0,10.0,,0.0,0.0,1.0,0.0,2.0,2.0,1.0
19/11/05,135457,3198.0,31.0,,0.0,0.0,0.0,0.0,0.0,9.0,1.0
19/11/05,141572,nan,nan,,,0.0,0.0,0.0,0.0,0.0,0.0
19/11/05,80232,3198.0,31.0,Yes ,4.0,0.0,0.0,5.0,6.0,28.0,3.0
19/11/05,72267,1998.0,19.0,Yes ,3.0,3.0,0.0,5.0,10.0,11.0,5.0
