id,Person.ID,Role
53,30457,CHIEF_INVESTIGATOR
54,79802,PRINCIPAL_SUPERVISOR
55,10577,CHIEF_INVESTIGATOR
56,85642,CHIEF_INVESTIGATOR
59,82377,CHIEF_INVESTIGATOR
61,46237,CHIEF_INVESTIGATOR
63,9227,CHIEF_INVESTIGATOR
64,16137,CHIEF_INVESTIGATOR
65,69147,CHIEF_INVESTIGATOR
66,15187,CHIEF_INVESTIGATOR
67,43882,CHIEF_INVESTIGATOR
68,30017,CHIEF_INVESTIGATOR
69,1217,CHIEF_INVESTIGATOR
70,489582,CHIEF_INVESTIGATOR
71,76352,CHIEF_INVESTIGATOR
72,81067,CHIEF_INVESTIGATOR
73,74162,CHIEF_INVESTIGATOR
74,66657,PRINCIPAL_SUPERVISOR
75,66902,CHIEF_INVESTIGATOR
76,79057,CHIEF_INVESTIGATOR
77,22972,CHIEF_INVESTIGATOR
78,4222,CHIEF_INVESTIGATOR
79,1797,CHIEF_INVESTIGATOR
80,85642,CHIEF_INVESTIGATOR
81,5967,CHIEF_INVESTIGATOR
82,76352,CHIEF_INVESTIGATOR
83,74302,CHIEF_INVESTIGATOR
84,131257,CHIEF_INVESTIGATOR
85,56387,CHIEF_INVESTIGATOR
86,39632,CHIEF_INVESTIGATOR
87,85642,CHIEF_INVESTIGATOR
88,8012,CHIEF_INVESTIGATOR
89,71867,CHIEF_INVESTIGATOR
91,12957,CHIEF_INVESTIGATOR
92,8772,CHIEF_INVESTIGATOR
93,73017,CHIEF_INVESTIGATOR
94,125287,CHIEF_INVESTIGATOR
95,497907,CHIEF_INVESTIGATOR
96,1687,CHIEF_INVESTIGATOR
98,132232,CHIEF_INVESTIGATOR
99,28682,CHIEF_INVESTIGATOR
100,67622,CHIEF_INVESTIGATOR
101,115417,CHIEF_INVESTIGATOR
102,19362,CHIEF_INVESTIGATOR
103,73737,CHIEF_INVESTIGATOR
105,69952,CHIEF_INVESTIGATOR
107,74932,CHIEF_INVESTIGATOR
108,26857,CHIEF_INVESTIGATOR
109,79427,PRINCIPAL_SUPERVISOR
110,730092,CHIEF_INVESTIGATOR
111,7947,CHIEF_INVESTIGATOR
112,38697,CHIEF_INVESTIGATOR
114,34737,CHIEF_INVESTIGATOR
115,27757,CHIEF_INVESTIGATOR
116,712,CHIEF_INVESTIGATOR
117,726602,CHIEF_INVESTIGATOR
118,80187,CHIEF_INVESTIGATOR
119,84627,CHIEF_INVESTIGATOR
120,73882,CHIEF_INVESTIGATOR
121,118747,CHIEF_INVESTIGATOR
122,85642,CHIEF_INVESTIGATOR
123,69262,CHIEF_INVESTIGATOR
124,80377,CHIEF_INVESTIGATOR
125,18377,CHIEF_INVESTIGATOR
126,148087,CHIEF_INVESTIGATOR
127,48892,CHIEF_INVESTIGATOR
128,67282,CHIEF_INVESTIGATOR
129,77112,CHIEF_INVESTIGATOR
130,12957,CHIEF_INVESTIGATOR
131,22792,CHIEF_INVESTIGATOR
132,612,DELEGATED_RESEARCHER
133,12957,CHIEF_INVESTIGATOR
134,78752,CHIEF_INVESTIGATOR
135,81067,CHIEF_INVESTIGATOR
136,148087,CHIEF_INVESTIGATOR
137,26107,CHIEF_INVESTIGATOR
138,73017,CHIEF_INVESTIGATOR
139,492057,CHIEF_INVESTIGATOR
140,80502,CHIEF_INVESTIGATOR
141,68817,CHIEF_INVESTIGATOR
142,68512,CHIEF_INVESTIGATOR
144,64277,CHIEF_INVESTIGATOR
145,783297,CHIEF_INVESTIGATOR
146,16332,CHIEF_INVESTIGATOR
147,393152,CHIEF_INVESTIGATOR
148,65712,CHIEF_INVESTIGATOR
149,40947,CHIEF_INVESTIGATOR
150,93802,CHIEF_INVESTIGATOR
152,159607,CHIEF_INVESTIGATOR
153,6712,CHIEF_INVESTIGATOR
154,34177,CHIEF_INVESTIGATOR
155,624752,CHIEF_INVESTIGATOR
156,107667,CHIEF_INVESTIGATOR
157,86302,CHIEF_INVESTIGATOR
159,500137,CHIEF_INVESTIGATOR
160,1797,CHIEF_INVESTIGATOR
161,34737,CHIEF_INVESTIGATOR
163,122392,CHIEF_INVESTIGATOR
164,30772,CHIEF_INVESTIGATOR
165,63962,CHIEF_INVESTIGATOR
166,145057,CHIEF_INVESTIGATOR
167,25947,CHIEF_INVESTIGATOR
168,46377,CHIEF_INVESTIGATOR
169,15162,CHIEF_INVESTIGATOR
170,4702,CHIEF_INVESTIGATOR
171,147722,CHIEF_INVESTIGATOR
172,89472,CHIEF_INVESTIGATOR
174,72317,CHIEF_INVESTIGATOR
175,917,CHIEF_INVESTIGATOR
176,71442,CHIEF_INVESTIGATOR
177,67412,CHIEF_INVESTIGATOR
178,78817,CHIEF_INVESTIGATOR
179,4302,CHIEF_INVESTIGATOR
180,500157,PRINCIPAL_SUPERVISOR
181,1797,CHIEF_INVESTIGATOR
182,69212,CHIEF_INVESTIGATOR
183,17622,CHIEF_INVESTIGATOR
184,77887,CHIEF_INVESTIGATOR
185,20122,CHIEF_INVESTIGATOR
186,12957,CHIEF_INVESTIGATOR
187,86672,CHIEF_INVESTIGATOR
188,68472,PRINCIPAL_SUPERVISOR
189,9227,CHIEF_INVESTIGATOR
190,28342,CHIEF_INVESTIGATOR
191,77327,CHIEF_INVESTIGATOR
192,74142,CHIEF_INVESTIGATOR
194,67282,CHIEF_INVESTIGATOR
195,11342,CHIEF_INVESTIGATOR
196,55437,CHIEF_INVESTIGATOR
197,79562,CHIEF_INVESTIGATOR
198,46697,CHIEF_INVESTIGATOR
199,84622,CHIEF_INVESTIGATOR
201,17342,CHIEF_INVESTIGATOR
202,26887,CHIEF_INVESTIGATOR
203,649042,CHIEF_INVESTIGATOR
204,8667,CHIEF_INVESTIGATOR
205,99052,CHIEF_INVESTIGATOR
206,67182,CHIEF_INVESTIGATOR
207,135457,CHIEF_INVESTIGATOR
208,98212,CHIEF_INVESTIGATOR
209,44022,CHIEF_INVESTIGATOR
210,69657,CHIEF_INVESTIGATOR
211,67932,CHIEF_INVESTIGATOR
212,15287,CHIEF_INVESTIGATOR
213,79217,CHIEF_INVESTIGATOR
214,813567,CHIEF_INVESTIGATOR
215,145857,CHIEF_INVESTIGATOR
216,43597,CHIEF_INVESTIGATOR
217,24017,PRINCIPAL_SUPERVISOR
218,77977,CHIEF_INVESTIGATOR
219,9757,CHIEF_INVESTIGATOR
220,34417,CHIEF_INVESTIGATOR
221,85642,CHIEF_INVESTIGATOR
222,14757,CHIEF_INVESTIGATOR
223,79747,CHIEF_INVESTIGATOR
226,74372,CHIEF_INVESTIGATOR
227,67282,CHIEF_INVESTIGATOR
228,73402,CHIEF_INVESTIGATOR
229,73547,CHIEF_INVESTIGATOR
230,641012,CHIEF_INVESTIGATOR
231,8377,CHIEF_INVESTIGATOR
232,27757,CHIEF_INVESTIGATOR
233,67097,CHIEF_INVESTIGATOR
234,25117,CHIEF_INVESTIGATOR
235,64507,HONVISIT
236,117502,CHIEF_INVESTIGATOR
237,5382,CHIEF_INVESTIGATOR
238,491327,CHIEF_INVESTIGATOR
239,12957,CHIEF_INVESTIGATOR
240,4302,CHIEF_INVESTIGATOR
241,74047,CHIEF_INVESTIGATOR
242,74372,CHIEF_INVESTIGATOR
243,65657,CHIEF_INVESTIGATOR
244,73547,CHIEF_INVESTIGATOR
245,89472,CHIEF_INVESTIGATOR
246,80817,CHIEF_INVESTIGATOR
247,12957,CHIEF_INVESTIGATOR
248,4502,CHIEF_INVESTIGATOR
249,64307,CHIEF_INVESTIGATOR
250,22707,CHIEF_INVESTIGATOR
252,8012,CHIEF_INVESTIGATOR
253,614142,CHIEF_INVESTIGATOR
254,10522,CHIEF_INVESTIGATOR
255,74142,CHIEF_INVESTIGATOR
256,593492,CHIEF_INVESTIGATOR
257,176127,CHIEF_INVESTIGATOR
258,636257,CHIEF_INVESTIGATOR
259,734322,CHIEF_INVESTIGATOR
260,1797,CHIEF_INVESTIGATOR
261,2252,CHIEF_INVESTIGATOR
262,9402,PRINCIPAL_SUPERVISOR
263,36527,CHIEF_INVESTIGATOR
264,5287,CHIEF_INVESTIGATOR
265,11837,PRINCIPAL_SUPERVISOR
266,28622,CHIEF_INVESTIGATOR
267,12957,CHIEF_INVESTIGATOR
268,6712,CHIEF_INVESTIGATOR
269,70322,CHIEF_INVESTIGATOR
270,82527,CHIEF_INVESTIGATOR
271,4797,CHIEF_INVESTIGATOR
272,44697,CHIEF_INVESTIGATOR
273,76022,CHIEF_INVESTIGATOR
274,64077,CHIEF_INVESTIGATOR
275,64777,CHIEF_INVESTIGATOR
277,28607,CHIEF_INVESTIGATOR
278,80387,CHIEF_INVESTIGATOR
279,71442,CHIEF_INVESTIGATOR
280,9417,CHIEF_INVESTIGATOR
282,64347,CHIEF_INVESTIGATOR
283,106227,CHIEF_INVESTIGATOR
284,15282,CHIEF_INVESTIGATOR
285,66917,CHIEF_INVESTIGATOR
287,70322,CHIEF_INVESTIGATOR
288,11342,CHIEF_INVESTIGATOR
289,66932,CHIEF_INVESTIGATOR
291,4492,CHIEF_INVESTIGATOR
292,111122,CHIEF_INVESTIGATOR
293,17367,CHIEF_INVESTIGATOR
294,34502,CHIEF_INVESTIGATOR
295,113607,CHIEF_INVESTIGATOR
296,122392,CHIEF_INVESTIGATOR
298,74162,CHIEF_INVESTIGATOR
299,66187,CHIEF_INVESTIGATOR
300,130642,CHIEF_INVESTIGATOR
302,74077,CHIEF_INVESTIGATOR
303,72622,CHIEF_INVESTIGATOR
304,3327,CHIEF_INVESTIGATOR
305,77582,CHIEF_INVESTIGATOR
306,22982,PRINCIPAL_SUPERVISOR
307,12542,PRINCIPAL_SUPERVISOR
308,68817,CHIEF_INVESTIGATOR
309,17622,CHIEF_INVESTIGATOR
311,129752,CHIEF_INVESTIGATOR
312,361647,CHIEF_INVESTIGATOR
313,67577,CHIEF_INVESTIGATOR
315,36252,CHIEF_INVESTIGATOR
316,75652,CHIEF_INVESTIGATOR
317,70947,PRINCIPAL_SUPERVISOR
318,74162,CHIEF_INVESTIGATOR
319,144652,CHIEF_INVESTIGATOR
320,2477,CHIEF_INVESTIGATOR
321,32522,CHIEF_INVESTIGATOR
322,85642,CHIEF_INVESTIGATOR
323,12282,PRINCIPAL_SUPERVISOR
324,537,CHIEF_INVESTIGATOR
325,32892,CHIEF_INVESTIGATOR
326,73547,CHIEF_INVESTIGATOR
327,23442,CHIEF_INVESTIGATOR
328,720017,CHIEF_INVESTIGATOR
329,20357,PRINCIPAL_SUPERVISOR
330,45462,CHIEF_INVESTIGATOR
331,78782,PRINCIPAL_SUPERVISOR
332,730232,CHIEF_INVESTIGATOR
333,612,DELEGATED_RESEARCHER
334,79242,CHIEF_INVESTIGATOR
335,6747,CHIEF_INVESTIGATOR
336,69812,CHIEF_INVESTIGATOR
337,1797,CHIEF_INVESTIGATOR
338,66782,CHIEF_INVESTIGATOR
339,573352,CHIEF_INVESTIGATOR
340,3762,CHIEF_INVESTIGATOR
341,67297,CHIEF_INVESTIGATOR
342,18832,CHIEF_INVESTIGATOR
343,62902,CHIEF_INVESTIGATOR
344,66737,CHIEF_INVESTIGATOR
345,80377,CHIEF_INVESTIGATOR
346,103002,CHIEF_INVESTIGATOR
347,24017,PRINCIPAL_SUPERVISOR
348,69222,CHIEF_INVESTIGATOR
349,69812,CHIEF_INVESTIGATOR
350,110472,CHIEF_INVESTIGATOR
351,9657,CHIEF_INVESTIGATOR
353,636677,CHIEF_INVESTIGATOR
354,129757,CHIEF_INVESTIGATOR
355,1737,CHIEF_INVESTIGATOR
356,75972,CHIEF_INVESTIGATOR
357,16137,CHIEF_INVESTIGATOR
358,7952,CHIEF_INVESTIGATOR
359,81187,CHIEF_INVESTIGATOR
360,85862,CHIEF_INVESTIGATOR
361,74162,CHIEF_INVESTIGATOR
362,111192,CHIEF_INVESTIGATOR
363,63192,CHIEF_INVESTIGATOR
364,66152,CHIEF_INVESTIGATOR
365,98212,CHIEF_INVESTIGATOR
366,491302,CHIEF_INVESTIGATOR
367,79032,DELEGATED_RESEARCHER
368,63137,CHIEF_INVESTIGATOR
370,33312,PRINCIPAL_SUPERVISOR
372,713112,CHIEF_INVESTIGATOR
373,25662,CHIEF_INVESTIGATOR
374,159607,CHIEF_INVESTIGATOR
375,147717,CHIEF_INVESTIGATOR
376,55437,CHIEF_INVESTIGATOR
377,67647,CHIEF_INVESTIGATOR
378,12887,CHIEF_INVESTIGATOR
380,78637,CHIEF_INVESTIGATOR
381,23412,DELEGATED_RESEARCHER
382,63782,CHIEF_INVESTIGATOR
383,697842,CHIEF_INVESTIGATOR
384,73652,CHIEF_INVESTIGATOR
385,18752,CHIEF_INVESTIGATOR
386,58747,CHIEF_INVESTIGATOR
388,89902,CHIEF_INVESTIGATOR
389,329757,CHIEF_INVESTIGATOR
390,28607,CHIEF_INVESTIGATOR
391,612,DELEGATED_RESEARCHER
392,34737,CHIEF_INVESTIGATOR
393,22077,CHIEF_INVESTIGATOR
394,720017,CHIEF_INVESTIGATOR
395,81187,CHIEF_INVESTIGATOR
396,74162,CHIEF_INVESTIGATOR
397,63782,CHIEF_INVESTIGATOR
398,79242,CHIEF_INVESTIGATOR
399,675742,CHIEF_INVESTIGATOR
400,23912,CHIEF_INVESTIGATOR
401,66092,CHIEF_INVESTIGATOR
402,70832,CHIEF_INVESTIGATOR
403,6807,CHIEF_INVESTIGATOR
404,69517,PRINCIPAL_SUPERVISOR
405,125287,CHIEF_INVESTIGATOR
406,51502,CHIEF_INVESTIGATOR
407,77977,CHIEF_INVESTIGATOR
408,105342,CHIEF_INVESTIGATOR
409,13687,CHIEF_INVESTIGATOR
410,78727,CHIEF_INVESTIGATOR
412,66737,CHIEF_INVESTIGATOR
413,27307,CHIEF_INVESTIGATOR
414,79032,DELEGATED_RESEARCHER
415,73882,CHIEF_INVESTIGATOR
416,63117,CHIEF_INVESTIGATOR
417,47517,CHIEF_INVESTIGATOR
418,149767,CHIEF_INVESTIGATOR
419,72037,CHIEF_INVESTIGATOR
420,12917,PRINCIPAL_SUPERVISOR
421,6077,CHIEF_INVESTIGATOR
422,663742,CHIEF_INVESTIGATOR
423,10267,CHIEF_INVESTIGATOR
424,34502,CHIEF_INVESTIGATOR
425,80457,DELEGATED_RESEARCHER
426,734322,CHIEF_INVESTIGATOR
427,64162,CHIEF_INVESTIGATOR
428,67647,CHIEF_INVESTIGATOR
429,81117,CHIEF_INVESTIGATOR
430,77162,CHIEF_INVESTIGATOR
431,74372,CHIEF_INVESTIGATOR
433,78962,CHIEF_INVESTIGATOR
434,72467,CHIEF_INVESTIGATOR
435,80377,CHIEF_INVESTIGATOR
436,76022,CHIEF_INVESTIGATOR
438,114227,CHIEF_INVESTIGATOR
439,907,CHIEF_INVESTIGATOR
440,25207,CHIEF_INVESTIGATOR
441,76627,CHIEF_INVESTIGATOR
442,10447,CHIEF_INVESTIGATOR
443,55437,CHIEF_INVESTIGATOR
444,7047,CHIEF_INVESTIGATOR
445,64777,CHIEF_INVESTIGATOR
446,67647,CHIEF_INVESTIGATOR
447,77977,CHIEF_INVESTIGATOR
448,9417,CHIEF_INVESTIGATOR
449,86672,CHIEF_INVESTIGATOR
450,23412,DELEGATED_RESEARCHER
451,85862,CHIEF_INVESTIGATOR
452,39272,CHIEF_INVESTIGATOR
453,67647,CHIEF_INVESTIGATOR
454,1797,CHIEF_INVESTIGATOR
457,73942,CHIEF_INVESTIGATOR
458,82567,DELEGATED_RESEARCHER
459,32822,PRINCIPAL_SUPERVISOR
461,102762,CHIEF_INVESTIGATOR
462,4222,CHIEF_INVESTIGATOR
463,6117,CHIEF_INVESTIGATOR
464,78962,CHIEF_INVESTIGATOR
465,86302,CHIEF_INVESTIGATOR
466,4502,CHIEF_INVESTIGATOR
467,73772,CHIEF_INVESTIGATOR
468,66957,CHIEF_INVESTIGATOR
469,13682,CHIEF_INVESTIGATOR
470,9227,CHIEF_INVESTIGATOR
471,85642,CHIEF_INVESTIGATOR
472,80257,CHIEF_INVESTIGATOR
473,108162,CHIEF_INVESTIGATOR
475,39457,CHIEF_INVESTIGATOR
476,500417,CHIEF_INVESTIGATOR
477,80167,CHIEF_INVESTIGATOR
478,33502,CHIEF_INVESTIGATOR
479,1642,CHIEF_INVESTIGATOR
480,79217,CHIEF_INVESTIGATOR
481,86672,CHIEF_INVESTIGATOR
482,265752,CHIEF_INVESTIGATOR
483,67502,CHIEF_INVESTIGATOR
484,492057,CHIEF_INVESTIGATOR
485,80692,CHIEF_INVESTIGATOR
486,7452,CHIEF_INVESTIGATOR
487,71037,CHIEF_INVESTIGATOR
488,33167,CHIEF_INVESTIGATOR
489,1937,CHIEF_INVESTIGATOR
490,74877,CHIEF_INVESTIGATOR
491,79802,PRINCIPAL_SUPERVISOR
492,145367,CHIEF_INVESTIGATOR
494,75662,CHIEF_INVESTIGATOR
495,54922,CHIEF_INVESTIGATOR
496,130967,CHIEF_INVESTIGATOR
497,93007,CHIEF_INVESTIGATOR
498,145857,CHIEF_INVESTIGATOR
499,43882,CHIEF_INVESTIGATOR
500,720017,CHIEF_INVESTIGATOR
501,81892,CHIEF_INVESTIGATOR
502,25217,CHIEF_INVESTIGATOR
503,69657,CHIEF_INVESTIGATOR
504,85642,CHIEF_INVESTIGATOR
505,77182,CHIEF_INVESTIGATOR
506,4502,CHIEF_INVESTIGATOR
507,7527,CHIEF_INVESTIGATOR
508,44022,CHIEF_INVESTIGATOR
509,10577,CHIEF_INVESTIGATOR
510,74372,CHIEF_INVESTIGATOR
511,16012,CHIEF_INVESTIGATOR
512,56387,CHIEF_INVESTIGATOR
513,82892,CHIEF_INVESTIGATOR
514,5117,CHIEF_INVESTIGATOR
515,70647,CHIEF_INVESTIGATOR
516,15927,CHIEF_INVESTIGATOR
518,8772,CHIEF_INVESTIGATOR
519,74162,CHIEF_INVESTIGATOR
520,20122,CHIEF_INVESTIGATOR
521,31322,CHIEF_INVESTIGATOR
522,29512,CHIEF_INVESTIGATOR
523,78587,CHIEF_INVESTIGATOR
525,3182,CHIEF_INVESTIGATOR
526,69712,CHIEF_INVESTIGATOR
527,91387,CHIEF_INVESTIGATOR
529,90542,CHIEF_INVESTIGATOR
530,69657,CHIEF_INVESTIGATOR
531,6747,CHIEF_INVESTIGATOR
532,25207,CHIEF_INVESTIGATOR
533,22297,CHIEF_INVESTIGATOR
534,6332,CHIEF_INVESTIGATOR
535,84622,CHIEF_INVESTIGATOR
536,69657,CHIEF_INVESTIGATOR
537,79632,CHIEF_INVESTIGATOR
538,30582,CHIEF_INVESTIGATOR
539,16137,CHIEF_INVESTIGATOR
540,16012,CHIEF_INVESTIGATOR
541,107862,CHIEF_INVESTIGATOR
542,78822,CHIEF_INVESTIGATOR
543,79142,CHIEF_INVESTIGATOR
544,1797,CHIEF_INVESTIGATOR
545,14507,CHIEF_INVESTIGATOR
546,51367,CHIEF_INVESTIGATOR
547,92172,CHIEF_INVESTIGATOR
548,130967,CHIEF_INVESTIGATOR
549,74302,CHIEF_INVESTIGATOR
550,71037,CHIEF_INVESTIGATOR
551,67657,CHIEF_INVESTIGATOR
552,15287,CHIEF_INVESTIGATOR
553,144477,CHIEF_INVESTIGATOR
554,68732,CHIEF_INVESTIGATOR
555,20937,CHIEF_INVESTIGATOR
556,1642,CHIEF_INVESTIGATOR
557,14487,CHIEF_INVESTIGATOR
558,140307,CHIEF_INVESTIGATOR
560,22792,CHIEF_INVESTIGATOR
561,63722,CHIEF_INVESTIGATOR
562,39202,CHIEF_INVESTIGATOR
564,74722,CHIEF_INVESTIGATOR
565,3067,CHIEF_INVESTIGATOR
566,75377,CHIEF_INVESTIGATOR
567,28502,CHIEF_INVESTIGATOR
568,493697,CHIEF_INVESTIGATOR
569,592,PRINCIPAL_SUPERVISOR
570,47517,CHIEF_INVESTIGATOR
571,8772,CHIEF_INVESTIGATOR
572,23442,CHIEF_INVESTIGATOR
573,734322,CHIEF_INVESTIGATOR
574,28362,CHIEF_INVESTIGATOR
575,43612,CHIEF_INVESTIGATOR
576,11507,CHIEF_INVESTIGATOR
577,615307,CHIEF_INVESTIGATOR
578,18412,CHIEF_INVESTIGATOR
579,74302,CHIEF_INVESTIGATOR
580,73422,CHIEF_INVESTIGATOR
581,34177,CHIEF_INVESTIGATOR
582,28232,CHIEF_INVESTIGATOR
583,67412,CHIEF_INVESTIGATOR
584,80257,CHIEF_INVESTIGATOR
585,40947,CHIEF_INVESTIGATOR
586,78947,CHIEF_INVESTIGATOR
587,43882,CHIEF_INVESTIGATOR
588,79192,CHIEF_INVESTIGATOR
589,23512,CHIEF_INVESTIGATOR
590,109222,CHIEF_INVESTIGATOR
591,66782,CHIEF_INVESTIGATOR
592,71402,CHIEF_INVESTIGATOR
593,178232,CHIEF_INVESTIGATOR
594,63452,CHIEF_INVESTIGATOR
595,7087,CHIEF_INVESTIGATOR
596,10592,PRINCIPAL_SUPERVISOR
598,63757,CHIEF_INVESTIGATOR
600,15282,CHIEF_INVESTIGATOR
601,89467,PRINCIPAL_SUPERVISOR
602,713112,CHIEF_INVESTIGATOR
603,32052,CHIEF_INVESTIGATOR
606,34677,CHIEF_INVESTIGATOR
607,79702,CHIEF_INVESTIGATOR
608,66887,CHIEF_INVESTIGATOR
609,9732,CHIEF_INVESTIGATOR
610,46682,CHIEF_INVESTIGATOR
611,140997,CHIEF_INVESTIGATOR
612,15282,CHIEF_INVESTIGATOR
613,16137,CHIEF_INVESTIGATOR
614,107862,CHIEF_INVESTIGATOR
616,82312,CHIEF_INVESTIGATOR
618,7952,CHIEF_INVESTIGATOR
619,14782,CHIEF_INVESTIGATOR
620,23442,CHIEF_INVESTIGATOR
621,322527,CHIEF_INVESTIGATOR
622,3762,CHIEF_INVESTIGATOR
623,49532,CHIEF_INVESTIGATOR
624,6742,CHIEF_INVESTIGATOR
625,81727,CHIEF_INVESTIGATOR
626,1812,CHIEF_INVESTIGATOR
627,11947,HONVISIT
628,135652,CHIEF_INVESTIGATOR
629,500177,CHIEF_INVESTIGATOR
630,54922,CHIEF_INVESTIGATOR
631,2712,CHIEF_INVESTIGATOR
632,747267,CHIEF_INVESTIGATOR
633,45462,CHIEF_INVESTIGATOR
634,32672,CHIEF_INVESTIGATOR
635,77112,CHIEF_INVESTIGATOR
636,55437,CHIEF_INVESTIGATOR
637,8772,CHIEF_INVESTIGATOR
638,80377,CHIEF_INVESTIGATOR
639,5232,CHIEF_INVESTIGATOR
641,84622,CHIEF_INVESTIGATOR
642,63757,CHIEF_INVESTIGATOR
643,29562,CHIEF_INVESTIGATOR
644,30527,CHIEF_INVESTIGATOR
645,113942,CHIEF_INVESTIGATOR
648,80047,CHIEF_INVESTIGATOR
649,67037,CHIEF_INVESTIGATOR
650,6712,CHIEF_INVESTIGATOR
651,734322,CHIEF_INVESTIGATOR
652,54922,CHIEF_INVESTIGATOR
653,36472,CHIEF_INVESTIGATOR
654,17342,CHIEF_INVESTIGATOR
655,1642,CHIEF_INVESTIGATOR
656,43882,CHIEF_INVESTIGATOR
657,39272,CHIEF_INVESTIGATOR
658,730882,CHIEF_INVESTIGATOR
660,11427,CHIEF_INVESTIGATOR
661,17622,CHIEF_INVESTIGATOR
662,25217,CHIEF_INVESTIGATOR
663,33752,CHIEF_INVESTIGATOR
664,10477,CHIEF_INVESTIGATOR
666,1797,CHIEF_INVESTIGATOR
667,70832,CHIEF_INVESTIGATOR
668,19262,CHIEF_INVESTIGATOR
669,18377,CHIEF_INVESTIGATOR
670,66732,CHIEF_INVESTIGATOR
671,13352,CHIEF_INVESTIGATOR
672,81792,CHIEF_INVESTIGATOR
673,10352,CHIEF_INVESTIGATOR
675,7362,CHIEF_INVESTIGATOR
676,142457,CHIEF_INVESTIGATOR
678,60517,CHIEF_INVESTIGATOR
679,67152,CHIEF_INVESTIGATOR
680,72177,CHIEF_INVESTIGATOR
682,2982,CHIEF_INVESTIGATOR
683,1797,CHIEF_INVESTIGATOR
684,9712,CHIEF_INVESTIGATOR
685,6712,CHIEF_INVESTIGATOR
686,20907,CHIEF_INVESTIGATOR
687,67647,CHIEF_INVESTIGATOR
688,29032,DELEGATED_RESEARCHER
690,537,CHIEF_INVESTIGATOR
691,89487,CHIEF_INVESTIGATOR
692,28607,CHIEF_INVESTIGATOR
693,132232,CHIEF_INVESTIGATOR
694,39632,CHIEF_INVESTIGATOR
695,1117,PRINCIPAL_SUPERVISOR
696,85862,CHIEF_INVESTIGATOR
697,17342,CHIEF_INVESTIGATOR
698,67647,CHIEF_INVESTIGATOR
699,105337,CHIEF_INVESTIGATOR
700,80457,DELEGATED_RESEARCHER
701,11287,CHIEF_INVESTIGATOR
702,92172,CHIEF_INVESTIGATOR
703,585892,CHIEF_INVESTIGATOR
704,86672,CHIEF_INVESTIGATOR
705,12917,PRINCIPAL_SUPERVISOR
706,31672,CHIEF_INVESTIGATOR
707,1952,CHIEF_INVESTIGATOR
708,14322,PRINCIPAL_SUPERVISOR
709,69032,DELEGATED_RESEARCHER
710,11842,CHIEF_INVESTIGATOR
711,69517,PRINCIPAL_SUPERVISOR
712,71867,CHIEF_INVESTIGATOR
713,557,PRINCIPAL_SUPERVISOR
714,60697,CHIEF_INVESTIGATOR
715,71222,PRINCIPAL_SUPERVISOR
716,139962,CHIEF_INVESTIGATOR
717,68782,PRINCIPAL_SUPERVISOR
718,5927,CHIEF_INVESTIGATOR
719,140397,PRINCIPAL_SUPERVISOR
720,495212,CHIEF_INVESTIGATOR
721,76022,CHIEF_INVESTIGATOR
722,74142,CHIEF_INVESTIGATOR
723,23437,CHIEF_INVESTIGATOR
724,547,CHIEF_INVESTIGATOR
