id,SEO.Code,SEO.Percentage
168,730102,50.0
169,780103,100.0
170,770702,20.0
170,770703,30.0
170,770704,50.0
171,730201,60.0
171,730205,40.0
172,780103,100.0
173,730201,100.0
174,730104,30.0
174,730113,70.0
175,770702,30.0
175,770802,30.0
175,780104,40.0
176,760104,20.0
176,770805,20.0
176,770806,60.0
177,749999,100.0
178,730105,100.0
179,671401,20.0
179,720599,20.0
179,780102,60.0
180,620501,40.0
180,630502,50.0
180,780105,10.0
181,730106,100.0
184,700399,55.0
184,750203,5.0
184,750204,40.0
185,730210,20.0
185,730218,10.0
185,730299,70.0
186,730101,30.0
186,730102,50.0
186,730103,20.0
187,730105,100.0
188,771006,100.0
189,730107,100.0
190,671299,30.0
190,700103,40.0
190,780105,30.0
192,770802,70.0
192,770805,30.0
194,730104,50.0
194,730111,50.0
196,780105,100.0
197,730111,20.0
197,730217,40.0
197,730303,40.0
199,730211,50.0
199,730219,50.0
200,730211,100.0
201,730108,100.0
202,750502,40.0
202,750504,40.0
202,750699,20.0
203,730110,50.0
203,730213,50.0
204,750599,50.0
204,750701,50.0
205,730104,10.0
205,780108,90.0
206,750201,80.0
206,750802,10.0
206,750902,10.0
207,610199,30.0
207,671201,30.0
207,700103,40.0
209,710403,100.0
210,750701,40.0
210,750702,30.0
210,750703,30.0
212,730107,50.0
212,730108,50.0
213,730114,40.0
213,730213,50.0
213,730299,10.0
214,730211,70.0
214,730213,30.0
215,730199,100.0
216,730211,50.0
216,750403,50.0
217,780105,100.0
218,730212,50.0
218,730213,50.0
219,730110,100.0
220,720299,20.0
220,730302,50.0
220,730308,30.0
221,770504,100.0
222,640301,33.0
222,640306,33.0
222,650302,34.0
223,750899,50.0
223,770302,50.0
224,730106,100.0
225,700199,20.0
225,780102,80.0
226,730201,50.0
226,730204,50.0
227,730105,100.0
228,730105,100.0
229,730104,90.0
229,730211,10.0
230,730103,100.0
231,730214,100.0
232,730108,100.0
233,750901,100.0
236,730306,100.0
237,670402,20.0
237,730305,20.0
237,780102,60.0
238,770702,100.0
239,730102,20.0
239,730105,80.0
240,670100,30.0
240,740100,40.0
240,780102,30.0
241,730214,100.0
242,671704,50.0
242,730300,50.0
243,730108,5.0
243,730110,25.0
243,780105,70.0
244,730104,90.0
244,730211,10.0
245,780103,100.0
246,730218,30.0
246,730307,40.0
246,750599,30.0
247,730102,50.0
247,730114,50.0
248,730104,100.0
249,780101,60.0
249,780102,40.0
250,730214,100.0
251,671402,10.0
251,730104,80.0
251,730305,10.0
252,620302,30.0
252,620399,20.0
252,780105,50.0
254,671299,50.0
254,780101,50.0
255,770802,70.0
255,770805,30.0
256,730199,50.0
256,730305,50.0
257,730000,50.0
257,730108,50.0
258,730105,70.0
258,730106,20.0
258,730107,10.0
260,730106,100.0
261,750599,100.0
264,770101,60.0
264,770102,40.0
265,780107,100.0
266,730101,100.0
267,730102,50.0
267,730114,50.0
268,730110,50.0
268,730113,25.0
268,730303,25.0
269,730217,50.0
269,740201,50.0
270,730101,80.0
270,730113,20.0
271,630106,70.0
271,730116,30.0
272,730108,100.0
274,720403,20.0
274,729901,80.0
276,730108,100.0
277,730104,100.0
278,671704,100.0
279,760104,20.0
279,770705,20.0
279,770706,60.0
280,730201,50.0
280,730207,50.0
281,730000,80.0
281,730104,10.0
281,730118,10.0
282,730206,50.0
282,730213,50.0
283,730201,40.0
283,750312,30.0
283,759999,30.0
284,730115,100.0
285,750401,30.0
285,750599,40.0
285,750702,30.0
286,730108,40.0
286,730114,30.0
286,730305,30.0
287,740201,100.0
289,780105,100.0
290,730204,50.0
290,730211,10.0
290,730213,40.0
291,780107,50.0
291,780108,50.0
292,730106,10.0
292,730110,50.0
292,730117,40.0
293,730210,70.0
293,730219,20.0
293,730301,10.0
294,730100,100.0
295,730201,30.0
295,730205,50.0
295,730219,20.0
296,730106,100.0
297,730114,100.0
298,730105,100.0
299,770101,25.0
299,770102,75.0
300,700103,50.0
300,700302,10.0
300,780101,40.0
301,780102,100.0
302,730104,40.0
302,730203,60.0
303,730104,80.0
303,730111,20.0
304,720299,100.0
305,730112,100.0
306,730102,100.0
307,770102,20.0
307,770302,60.0
307,770306,20.0
308,730109,25.0
308,730217,25.0
308,730303,50.0
310,670402,20.0
310,730106,40.0
310,730199,40.0
311,750308,20.0
311,750801,30.0
311,750901,50.0
312,750104,10.0
312,750399,50.0
312,750901,40.0
313,780107,100.0
314,610103,10.0
314,660403,20.0
314,780102,70.0
316,770302,70.0
316,770307,30.0
317,730203,100.0
318,730105,100.0
320,730104,100.0
321,780102,100.0
322,780105,100.0
323,620209,80.0
323,770706,20.0
324,780105,100.0
325,730101,100.0
326,730204,100.0
327,730104,15.0
327,730199,70.0
327,730211,15.0
328,730108,100.0
329,780105,100.0
330,660502,20.0
330,670706,30.0
330,680303,50.0
331,730106,100.0
332,730104,50.0
332,730107,30.0
332,730204,20.0
333,640199,50.0
333,780104,50.0
334,730211,100.0
335,740501,100.0
336,730105,50.0
336,730111,50.0
337,730105,30.0
337,730204,40.0
337,730215,30.0
338,730118,100.0
339,630199,100.0
340,671401,20.0
340,780102,80.0
343,780199,100.0
344,730212,40.0
344,730218,30.0
344,750306,30.0
345,730104,20.0
345,730111,60.0
345,730215,20.0
346,730107,33.0
346,730108,34.0
346,730201,33.0
347,730108,100.0
348,730104,100.0
349,730105,100.0
351,730204,60.0
351,730213,40.0
352,730104,100.0
353,730211,50.0
353,730219,50.0
354,730102,100.0
355,730211,100.0
356,730113,100.0
357,730108,100.0
358,640201,30.0
358,650202,40.0
358,670107,30.0
359,750599,50.0
359,751006,50.0
360,730108,100.0
361,730105,100.0
362,770705,100.0
363,750801,30.0
363,750901,70.0
365,730108,100.0
366,620399,100.0
367,730104,30.0
367,730105,40.0
367,730199,30.0
368,729901,100.0
369,730108,100.0
370,730106,100.0
371,730105,100.0
372,730104,75.0
372,730107,5.0
372,730203,20.0
373,730111,90.0
373,730203,10.0
374,730207,30.0
374,730214,35.0
374,750312,35.0
375,730102,70.0
375,730115,30.0
376,780105,100.0
377,730203,100.0
378,730106,100.0
379,730110,50.0
379,730213,50.0
380,730106,100.0
381,730101,40.0
381,730108,40.0
381,730203,20.0
382,730214,100.0
383,730108,50.0
383,730201,50.0
384,700302,30.0
384,730399,70.0
385,750202,100.0
386,730101,40.0
386,730102,40.0
386,730200,20.0
387,740301,30.0
387,780101,70.0
388,749904,20.0
388,750805,50.0
388,751005,30.0
389,730108,50.0
389,730201,50.0
390,730104,100.0
391,671401,10.0
391,780104,90.0
392,780105,100.0
393,730111,80.0
393,780108,20.0
394,730108,80.0
394,780105,20.0
395,750599,40.0
395,750702,30.0
395,751004,30.0
396,730105,100.0
397,730214,100.0
398,730211,100.0
399,730000,100.0
400,751003,33.0
400,751004,33.0
400,751005,34.0
401,620504,60.0
401,700101,40.0
402,760202,50.0
402,779902,50.0
403,730201,25.0
403,730204,25.0
403,730211,25.0
403,730306,25.0
404,770706,20.0
404,780102,80.0
405,630502,50.0
405,770802,50.0
406,730203,50.0
406,730213,40.0
406,730220,10.0
409,730108,50.0
409,730306,50.0
410,730104,100.0
411,730102,34.0
411,730105,33.0
411,730118,33.0
412,730118,50.0
412,730200,50.0
413,730110,100.0
414,730212,100.0
415,730104,100.0
416,750604,40.0
416,750902,40.0
416,751004,20.0
417,730211,100.0
418,730108,100.0
419,730105,50.0
419,730199,50.0
420,620101,50.0
420,620105,50.0
421,700201,50.0
421,759999,30.0
421,780107,20.0
422,730101,70.0
422,730116,30.0
424,730100,100.0
427,720105,20.0
427,750101,50.0
427,750102,30.0
428,730107,100.0
429,700103,50.0
429,750804,30.0
429,760299,20.0
430,730108,100.0
431,730201,50.0
431,730204,50.0
432,730105,100.0
433,730106,100.0
434,780103,50.0
434,780104,10.0
434,780105,40.0
435,730107,100.0
436,770802,50.0
436,770902,50.0
437,730114,80.0
437,730203,10.0
437,730303,10.0
438,750503,100.0
439,751001,50.0
439,780107,50.0
441,710599,10.0
441,770302,10.0
441,780105,80.0
442,730114,50.0
442,730203,50.0
443,730104,100.0
444,730101,100.0
446,730107,100.0
447,730108,50.0
447,730299,50.0
448,730201,70.0
448,730399,30.0
449,730105,100.0
450,730105,50.0
450,730106,50.0
451,730108,70.0
451,730109,30.0
452,730106,100.0
453,730106,100.0
454,730106,30.0
454,730203,10.0
454,730204,40.0
454,730215,20.0
455,779903,50.0
455,780105,50.0
456,730109,25.0
456,730217,25.0
456,730303,50.0
457,730108,60.0
457,730113,40.0
459,730104,100.0
460,730101,50.0
460,730108,50.0
461,729999,100.0
462,730199,50.0
462,730200,50.0
463,750202,100.0
464,730106,100.0
465,730108,50.0
465,730114,50.0
468,750307,20.0
468,750312,60.0
468,750503,20.0
469,670401,40.0
469,670501,30.0
469,671705,30.0
470,730107,100.0
471,780105,100.0
472,780102,100.0
473,620101,40.0
473,620302,30.0
473,620303,30.0
474,730105,100.0
475,740201,100.0
476,770703,50.0
476,770706,20.0
476,770707,30.0
477,780104,100.0
478,730211,100.0
479,730303,100.0
480,730114,40.0
480,730213,60.0
481,730105,100.0
482,750307,40.0
482,750599,30.0
482,750901,30.0
483,730105,50.0
483,730109,50.0
484,780103,100.0
485,671304,50.0
485,671399,30.0
485,671401,20.0
486,730101,100.0
487,730114,100.0
488,730108,100.0
489,610104,70.0
489,700302,30.0
490,770603,100.0
491,620105,100.0
492,730101,80.0
492,730212,20.0
493,730102,50.0
493,730108,50.0
494,730205,20.0
494,730211,40.0
494,730218,40.0
495,730106,50.0
495,730213,50.0
496,730104,50.0
496,730211,50.0
498,730104,40.0
498,730113,60.0
499,730104,60.0
499,730107,15.0
499,730211,25.0
500,730108,100.0
501,749999,30.0
501,750201,70.0
502,730114,50.0
502,730303,50.0
503,780106,100.0
504,620305,25.0
504,630203,25.0
504,770804,50.0
505,670711,30.0
505,671401,30.0
505,680399,40.0
506,730104,100.0
507,730111,80.0
507,780108,20.0
508,730218,40.0
508,750304,30.0
508,750307,30.0
510,730116,50.0
510,730201,40.0
510,730204,10.0
511,750902,100.0
512,670105,60.0
512,670499,10.0
512,730113,30.0
513,680399,20.0
513,780102,40.0
513,780103,40.0
514,730214,50.0
514,740301,50.0
515,730214,100.0
516,770805,40.0
516,770806,30.0
516,770807,30.0
517,730102,80.0
517,730113,20.0
518,730207,25.0
518,730219,35.0
518,730301,40.0
519,730105,100.0
520,730210,30.0
520,730211,40.0
520,730218,30.0
521,770703,50.0
521,770903,50.0
522,770302,100.0
524,700103,100.0
525,730204,30.0
525,730211,70.0
526,730299,40.0
526,750604,30.0
526,750803,30.0
527,750201,40.0
527,751001,40.0
527,751006,20.0
528,730104,60.0
528,730106,40.0
529,700102,40.0
529,780199,60.0
530,750702,50.0
530,750703,50.0
532,740201,60.0
532,750202,40.0
533,730201,60.0
533,730218,20.0
533,730219,20.0
534,730104,50.0
534,730106,50.0
535,730114,60.0
535,730202,40.0
536,750702,50.0
536,750703,50.0
537,730206,40.0
537,730213,40.0
537,730218,20.0
538,730104,100.0
539,730108,100.0
540,680203,80.0
540,680305,10.0
540,680403,10.0
541,730201,40.0
541,730202,40.0
541,730203,20.0
542,700102,40.0
542,700299,20.0
542,730115,40.0
543,730114,100.0
544,730106,100.0
545,750801,60.0
545,750901,40.0
546,730203,100.0
547,730104,40.0
547,730211,30.0
547,730305,30.0
548,730104,50.0
548,730211,50.0
549,730101,75.0
549,730212,25.0
550,730114,100.0
552,730107,50.0
552,730108,50.0
553,750901,20.0
553,760101,70.0
553,770102,10.0
554,710702,25.0
554,760103,50.0
554,770502,25.0
555,730114,100.0
556,730114,100.0
557,740201,60.0
557,749999,40.0
558,770802,100.0
559,751003,20.0
559,780105,10.0
559,780108,70.0
560,740102,50.0
560,750202,50.0
561,730101,50.0
561,730110,50.0
562,730108,60.0
562,730113,20.0
562,780105,20.0
563,730203,25.0
563,780105,75.0
564,670403,50.0
564,670704,20.0
564,780103,30.0
565,720403,60.0
565,750101,40.0
566,670403,100.0
567,730101,50.0
567,730104,10.0
567,730105,40.0
569,770702,40.0
569,770703,30.0
569,770707,30.0
570,730104,100.0
571,730207,10.0
571,730213,10.0
571,730301,80.0
572,730118,10.0
572,780101,30.0
572,780105,60.0
574,780101,100.0
575,730104,100.0
577,730204,25.0
577,730211,50.0
577,740201,25.0
578,730208,50.0
578,730217,50.0
579,730108,100.0
580,730106,100.0
581,730208,100.0
582,700199,50.0
582,700302,50.0
583,750401,100.0
584,780102,100.0
586,730213,100.0
587,730104,100.0
588,730108,50.0
588,730299,50.0
589,620501,100.0
590,740301,30.0
590,780102,70.0
591,730101,40.0
591,730108,40.0
591,730203,20.0
592,730214,100.0
593,760101,100.0
594,750702,50.0
594,750703,50.0
595,730203,50.0
595,730204,50.0
596,730116,80.0
596,730204,20.0
597,730107,100.0
598,730101,50.0
598,730112,50.0
599,780105,100.0
600,730106,100.0
601,730105,50.0
601,730213,50.0
602,730104,75.0
602,730107,5.0
602,730203,20.0
603,610199,30.0
603,671201,30.0
603,700103,40.0
604,730108,80.0
604,780105,20.0
606,671601,50.0
606,729999,25.0
606,730219,25.0
607,620199,100.0
609,660199,60.0
609,780103,40.0
610,730111,50.0
610,780105,50.0
612,730108,75.0
612,730202,25.0
614,730000,20.0
614,730106,60.0
614,730201,10.0
614,730203,10.0
615,730104,50.0
615,730211,20.0
615,780108,30.0
616,740101,35.0
616,740102,35.0
616,759999,30.0
617,730108,100.0
618,640201,30.0
618,650202,40.0
618,670107,30.0
619,730211,50.0
619,730306,50.0
620,730104,15.0
620,730199,70.0
620,730211,15.0
621,730104,45.0
621,730107,10.0
621,730203,45.0
622,671401,20.0
622,780102,80.0
623,730206,100.0
624,730108,100.0
625,750502,100.0
626,750802,30.0
626,750901,40.0
626,750902,30.0
627,620209,100.0
628,730000,50.0
628,730100,50.0
629,620303,100.0
630,730105,90.0
630,730199,10.0
631,730303,100.0
632,730305,100.0
634,720403,20.0
634,720404,20.0
634,729901,60.0
635,730101,60.0
635,730102,40.0
636,730118,100.0
637,730114,50.0
637,730219,25.0
637,730301,25.0
638,730104,35.0
638,730203,50.0
638,730215,15.0
639,730104,100.0
641,730114,100.0
642,730112,100.0
643,730303,100.0
644,730209,50.0
644,730213,50.0
645,680199,70.0
645,730220,30.0
647,730106,50.0
647,730203,25.0
647,730213,25.0
648,780101,100.0
649,730104,50.0
649,730303,50.0
650,730110,50.0
650,730113,25.0
650,730303,25.0
652,730000,10.0
652,730105,90.0
653,750309,50.0
653,750503,50.0
654,730214,100.0
655,730114,100.0
656,730104,100.0
657,730203,70.0
657,730212,15.0
657,730399,15.0
658,730101,50.0
658,730206,25.0
658,730212,25.0
659,730108,100.0
660,630101,40.0
660,630102,40.0
660,630203,20.0
661,730211,100.0
662,730114,50.0
662,730303,50.0
663,730108,100.0
664,730101,80.0
664,780105,20.0
666,730106,100.0
667,770902,40.0
667,770905,40.0
667,770906,20.0
668,720403,100.0
669,730203,100.0
670,670104,20.0
670,670105,20.0
670,670199,60.0
671,730107,50.0
671,730115,50.0
672,770703,100.0
673,730104,100.0
674,670403,25.0
674,730000,25.0
674,730104,50.0
675,670401,10.0
675,730102,70.0
675,730105,20.0
676,730105,100.0
678,620000,50.0
678,760000,20.0
678,770000,30.0
679,670401,25.0
679,670403,25.0
679,730112,50.0
680,610199,60.0
680,750504,20.0
680,750702,20.0
681,730202,20.0
681,730206,50.0
681,730213,30.0
682,730106,100.0
683,730106,100.0
684,730108,100.0
685,730110,50.0
685,730113,25.0
685,730303,25.0
686,660299,50.0
686,670702,50.0
687,730106,100.0
688,730106,100.0
689,730106,10.0
689,730117,20.0
689,730118,20.0
689,730305,50.0
690,730104,100.0
691,730104,100.0
692,730104,50.0
692,730105,50.0
693,730106,30.0
693,730107,40.0
693,730108,30.0
694,730211,100.0
695,620105,100.0
696,671402,10.0
696,730113,80.0
696,730305,10.0
697,730108,75.0
697,730201,25.0
698,730106,100.0
699,730106,100.0
700,630301,30.0
700,770403,40.0
700,779905,30.0
701,780105,100.0
702,730104,30.0
702,730203,20.0
702,730211,30.0
702,730305,20.0
703,730108,100.0
704,730105,100.0
705,620105,100.0
706,700199,50.0
706,700302,50.0
707,720299,10.0
707,720403,70.0
707,729901,20.0
708,620108,100.0
709,730104,50.0
709,730211,50.0
710,620504,100.0
711,770706,20.0
711,780105,80.0
712,730104,40.0
712,730113,60.0
713,730118,50.0
713,730199,50.0
714,780108,100.0
715,740301,20.0
715,750201,80.0
716,780101,100.0
717,730106,50.0
717,730118,30.0
717,730213,20.0
718,680201,50.0
718,680401,50.0
719,730104,50.0
719,730108,50.0
720,670901,100.0
721,770802,100.0
722,770802,70.0
722,770805,30.0
724,680303,40.0
724,780102,30.0
724,780103,30.0
725,780105,100.0
726,730105,40.0
726,730201,30.0
726,730204,30.0
727,730203,50.0
727,730303,50.0
728,610104,10.0
728,780101,70.0
728,780102,20.0
729,730105,100.0
730,730104,75.0
730,780108,25.0
731,730114,100.0
732,780101,100.0
733,730104,100.0
734,630106,50.0
734,630107,50.0
735,780105,100.0
736,780105,100.0
737,730116,100.0
738,730111,50.0
738,751002,50.0
739,730203,30.0
739,780103,40.0
739,780105,30.0
740,630104,60.0
740,630501,40.0
741,670706,100.0
742,730219,100.0
743,730108,100.0
744,730104,50.0
744,730107,30.0
744,730111,20.0
745,730206,100.0
746,700302,50.0
746,780102,50.0
748,730101,50.0
748,730204,50.0
749,730102,30.0
749,730105,60.0
749,730108,10.0
750,620105,100.0
751,730204,20.0
751,730205,20.0
751,730211,60.0
752,660301,50.0
752,660499,50.0
753,730101,80.0
753,730199,10.0
753,780105,10.0
754,730104,100.0
755,770702,100.0
756,730101,50.0
756,730110,50.0
757,700103,40.0
757,700201,40.0
757,751006,20.0
759,610104,33.0
759,770306,33.0
759,770502,34.0
760,730115,100.0
761,730105,100.0
762,730211,50.0
762,730215,50.0
763,730211,40.0
763,730213,30.0
763,730301,30.0
764,700103,30.0
764,769999,70.0
765,720299,100.0
766,730211,30.0
766,750202,40.0
766,750902,30.0
767,730108,100.0
769,730110,50.0
769,730113,25.0
769,730303,25.0
770,730108,100.0
771,730108,60.0
771,730113,40.0
772,740401,100.0
773,730110,100.0
774,671709,40.0
774,680301,30.0
774,730199,30.0
775,780105,100.0
777,670403,20.0
777,730000,20.0
777,730101,60.0
778,780104,100.0
779,730211,20.0
779,730217,20.0
779,780108,60.0
780,730105,50.0
780,730106,20.0
780,730305,30.0
781,720204,100.0
782,730108,100.0
783,730307,50.0
783,730308,50.0
784,730108,80.0
784,730116,20.0
785,770906,100.0
786,730218,30.0
786,730219,30.0
786,730299,40.0
787,730214,100.0
788,730105,30.0
788,730106,40.0
788,730107,30.0
789,730218,30.0
789,730219,30.0
789,730299,40.0
790,730109,50.0
790,730113,50.0
791,730114,100.0
792,700103,70.0
792,700302,30.0
793,730107,100.0
794,750701,30.0
794,750702,40.0
794,750703,30.0
795,610199,20.0
795,750805,40.0
795,750901,40.0
796,780102,100.0
797,780102,100.0
798,780105,100.0
800,780105,100.0
801,730114,20.0
801,730203,30.0
801,730305,50.0
802,730104,100.0
803,730108,100.0
806,780102,80.0
806,780199,20.0
807,700103,50.0
807,780102,50.0
808,710401,20.0
808,780101,80.0
809,750801,30.0
809,750802,30.0
809,750902,40.0
810,730114,100.0
811,780105,100.0
812,730106,100.0
813,700103,80.0
813,760299,20.0
814,730108,80.0
814,730210,20.0
815,730105,10.0
815,730113,90.0
816,610104,60.0
816,671304,20.0
816,671499,20.0
817,730116,80.0
817,730204,20.0
818,730106,100.0
819,730104,100.0
820,730105,50.0
820,730106,30.0
820,730200,20.0
821,730108,100.0
822,760299,40.0
822,770902,60.0
823,620108,60.0
823,620501,40.0
824,780103,100.0
825,760199,20.0
825,779902,60.0
825,780104,20.0
826,730106,100.0
828,620105,100.0
829,700302,100.0
830,780102,70.0
830,780105,30.0
831,730108,100.0
832,730106,100.0
833,730116,100.0
834,780105,100.0
835,730116,20.0
835,779903,80.0
838,770603,40.0
838,770903,30.0
838,780105,30.0
839,740101,100.0
840,730101,100.0
841,730107,100.0
842,730211,70.0
842,730299,30.0
844,750403,60.0
844,750404,40.0
845,750900,100.0
847,780101,100.0
848,730101,100.0
849,730104,40.0
849,730203,30.0
849,730211,30.0
850,730105,40.0
850,730211,40.0
850,750306,20.0
851,730111,90.0
851,780105,10.0
852,610199,30.0
852,680103,40.0
852,700199,30.0
853,730114,100.0
854,730102,50.0
854,730104,20.0
854,730110,30.0
855,730106,30.0
855,730115,50.0
855,730116,20.0
856,630302,20.0
856,760203,30.0
856,770406,50.0
857,730118,25.0
857,730201,25.0
857,730204,50.0
858,730101,50.0
858,730110,50.0
860,730108,50.0
860,730114,50.0
862,730108,50.0
862,730113,50.0
863,730101,25.0
863,730199,50.0
863,730208,25.0
864,730115,80.0
864,749999,20.0
865,671402,10.0
865,730106,90.0
866,730104,50.0
866,730211,50.0
867,730104,100.0
868,720302,40.0
868,720401,30.0
868,720403,30.0
869,670503,25.0
869,730000,25.0
869,730104,50.0
870,780105,100.0
871,730108,100.0
872,730114,100.0
873,730104,50.0
873,730211,50.0
874,620504,20.0
874,630106,20.0
874,670501,60.0
875,730106,100.0
877,630501,20.0
877,700199,60.0
877,770899,20.0
878,750503,50.0
878,750599,50.0
879,730102,60.0
879,730108,40.0
880,680101,20.0
880,680199,40.0
880,680299,40.0
881,671099,20.0
881,671401,40.0
881,671402,40.0
882,730114,60.0
882,730202,40.0
883,730103,80.0
883,730108,20.0
884,780105,100.0
885,760299,100.0
886,730399,40.0
886,749999,60.0
887,730108,100.0
888,730101,50.0
888,730110,50.0
889,730105,40.0
889,730201,30.0
889,730204,30.0
890,730104,80.0
890,730115,20.0
891,780101,100.0
892,770502,50.0
892,770503,50.0
893,730105,10.0
893,730108,40.0
893,730201,50.0
894,780107,100.0
895,680299,100.0
897,730104,50.0
897,730111,50.0
898,780102,100.0
899,620204,100.0
902,730104,100.0
903,730108,100.0
905,730214,100.0
906,730104,10.0
906,730105,10.0
906,730111,80.0
907,730104,100.0
908,730109,25.0
908,730217,25.0
908,730303,50.0
909,730104,50.0
909,730211,50.0
910,670403,50.0
910,730104,50.0
912,730108,100.0
913,730110,100.0
914,650103,30.0
914,760299,10.0
914,780104,60.0
915,730219,10.0
915,750599,10.0
915,780108,80.0
916,730106,100.0
917,730115,100.0
919,730104,50.0
919,730220,50.0
920,730212,25.0
920,760299,25.0
920,780105,50.0
921,750308,10.0
921,750311,10.0
921,750901,80.0
922,780105,100.0
923,700102,50.0
923,700103,50.0
924,730105,40.0
924,730106,60.0
925,730104,100.0
926,770102,100.0
927,730106,100.0
928,730105,100.0
929,610199,60.0
929,750805,40.0
930,620204,50.0
930,770802,50.0
931,630501,100.0
932,730105,100.0
933,730106,100.0
934,730303,100.0
935,730213,100.0
936,730104,20.0
