id,RFCD.Code,RFCD.Percentage
7079,32,100.0
7080,31,100.0
7082,32,100.0
7083,27,100.0
7086,27,100.0
7095,39,100.0
7098,27,100.0
7102,27,100.0
7105,32,100.0
7111,23,100.0
7129,32,100.0
7131,32,100.0
7139,32,100.0
7140,32,100.0
7145,27,70.0
7145,30,30.0
7146,29,60.0
7146,32,40.0
7147,24,40.0
7147,25,60.0
7148,26,70.0
7148,29,30.0
7151,31,40.0
7151,35,60.0
7155,32,100.0
7158,27,100.0
7159,27,60.0
7159,30,40.0
7174,32,100.0
7178,26,100.0
7179,27,100.0
7180,28,100.0
7181,27,50.0
7181,32,50.0
7184,27,100.0
7190,32,100.0
7191,32,100.0
7192,32,100.0
7197,27,100.0
7202,31,100.0
7208,27,50.0
7208,32,50.0
7211,32,100.0
7213,32,100.0
7216,32,100.0
7217,32,100.0
7220,32,100.0
7223,32,100.0
7233,32,100.0
7236,37,100.0
7249,32,100.0
7267,32,100.0
7268,27,67.0
7268,30,33.0
7289,29,100.0
7304,31,50.0
7304,34,20.0
7304,35,30.0
7310,33,70.0
7310,44,30.0
7313,32,100.0
7314,27,33.0
7314,32,67.0
7317,28,100.0
7318,29,100.0
7319,28,100.0
7323,29,100.0
7324,27,100.0
7328,33,80.0
7328,42,20.0
7330,34,100.0
7331,27,70.0
7331,30,30.0
7333,32,100.0
7335,27,80.0
7335,32,20.0
7343,32,100.0
7346,32,70.0
7346,37,30.0
7349,26,50.0
7349,29,50.0
7354,32,100.0
7357,27,85.0
7357,31,15.0
7361,32,100.0
7367,25,100.0
7368,32,100.0
7386,27,50.0
7386,32,50.0
7391,29,100.0
7393,27,25.0
7393,32,25.0
7393,38,50.0
7396,28,100.0
7400,33,80.0
7400,42,20.0
7403,33,100.0
7404,29,100.0
7421,32,100.0
7426,25,100.0
7428,32,100.0
7431,25,100.0
7433,27,20.0
7433,29,80.0
7434,24,70.0
7434,29,30.0
7438,25,30.0
7438,29,70.0
7445,27,80.0
7445,32,20.0
7446,23,100.0
7450,26,100.0
7452,32,100.0
7453,30,100.0
7456,32,100.0
7457,32,100.0
7468,27,50.0
7468,32,50.0
7478,29,100.0
7490,26,60.0
7490,28,40.0
7492,42,100.0
7503,42,70.0
7503,43,30.0
7504,41,100.0
7505,29,100.0
7512,27,70.0
7512,30,30.0
7515,41,20.0
7515,42,80.0
7523,23,100.0
7530,29,100.0
7533,28,100.0
7536,29,100.0
7537,34,100.0
7538,28,100.0
7539,27,30.0
7539,32,70.0
7544,38,100.0
7550,27,80.0
7550,30,20.0
7562,28,100.0
7571,26,100.0
7576,37,10.0
7576,40,80.0
7576,41,10.0
7582,37,100.0
7590,24,100.0
7596,30,100.0
7598,41,100.0
7602,25,100.0
7603,36,70.0
7603,39,30.0
7620,28,100.0
7625,23,50.0
7625,44,50.0
7628,36,60.0
7628,44,40.0
7632,36,100.0
7639,37,60.0
7639,44,40.0
7645,44,100.0
7646,29,100.0
7655,26,100.0
7656,38,100.0
7672,27,80.0
7672,30,20.0
7675,28,100.0
7676,27,90.0
7676,32,10.0
7678,37,60.0
7678,43,40.0
7680,31,50.0
7680,34,20.0
7680,37,30.0
7686,30,100.0
7687,35,100.0
7689,33,50.0
7689,38,50.0
7693,37,100.0
7695,27,50.0
7695,30,50.0
7702,28,100.0
7703,30,100.0
7714,27,10.0
7714,29,60.0
7714,32,30.0
7718,33,20.0
7718,43,80.0
7720,31,100.0
7721,28,100.0
7724,38,100.0
7726,42,100.0
7730,42,100.0
7736,42,100.0
7743,37,50.0
7743,42,50.0
7744,27,20.0
7744,37,20.0
7744,41,60.0
7746,37,30.0
7746,41,40.0
7746,42,30.0
7749,27,100.0
7752,27,80.0
7752,28,20.0
7754,33,20.0
7754,38,40.0
7754,41,40.0
7755,38,100.0
7759,26,100.0
7768,27,100.0
7771,38,100.0
7772,32,100.0
7773,27,100.0
7775,32,100.0
7776,32,100.0
7780,32,100.0
7790,32,100.0
7791,32,100.0
7792,27,100.0
7799,29,100.0
7800,32,100.0
7807,28,80.0
7807,30,20.0
7815,27,50.0
7815,32,50.0
7817,29,100.0
7818,32,100.0
7819,32,100.0
7826,32,100.0
7830,32,100.0
7831,32,100.0
7832,33,100.0
7834,28,100.0
7835,32,100.0
7842,27,100.0
7844,32,100.0
7846,32,100.0
7850,32,80.0
7850,38,20.0
7852,27,100.0
7859,32,100.0
7862,27,50.0
7862,32,50.0
7866,32,70.0
7866,34,30.0
7867,32,100.0
7868,32,100.0
7881,32,100.0
7886,32,100.0
7888,26,20.0
7888,30,80.0
7901,32,100.0
7904,26,30.0
7904,30,70.0
7905,27,90.0
7905,32,10.0
7913,32,100.0
7914,32,100.0
7921,26,40.0
7921,29,30.0
7921,30,30.0
7925,32,100.0
7932,26,100.0
7933,27,40.0
7933,32,60.0
7934,27,100.0
7935,32,100.0
7944,32,100.0
7948,32,100.0
7951,41,100.0
7953,41,100.0
7957,32,100.0
7964,25,100.0
7965,30,80.0
7965,35,20.0
7970,30,100.0
7971,42,75.0
7971,43,25.0
7972,30,100.0
7975,27,75.0
7975,32,25.0
7979,27,100.0
7981,32,100.0
7982,32,100.0
7985,32,100.0
7986,39,100.0
7988,36,100.0
7993,31,60.0
7993,38,40.0
7998,27,100.0
8010,32,100.0
8016,32,100.0
8017,32,100.0
8020,27,100.0
8023,32,100.0
8026,32,100.0
8033,32,100.0
8037,32,100.0
8042,32,100.0
8046,32,100.0
8047,32,100.0
8056,32,100.0
8057,32,100.0
8059,32,100.0
8085,32,100.0
8086,27,100.0
8089,32,100.0
8094,27,100.0
8103,32,100.0
8118,32,100.0
8119,32,100.0
8127,32,100.0
8128,32,100.0
8130,32,100.0
8139,32,100.0
8143,32,100.0
8148,32,100.0
8149,27,100.0
8157,32,100.0
8159,29,100.0
8162,32,100.0
8166,32,100.0
8173,32,100.0
8176,32,100.0
8179,32,100.0
8182,32,100.0
8185,32,100.0
8186,26,100.0
8187,32,100.0
8188,32,100.0
8191,29,100.0
8192,32,100.0
8201,32,100.0
8202,32,100.0
8217,32,100.0
8218,32,100.0
8220,27,100.0
8227,32,100.0
8228,32,100.0
8232,32,100.0
8233,32,100.0
8234,32,100.0
8238,32,100.0
8243,32,100.0
8248,32,100.0
8262,38,100.0
8265,32,100.0
8271,32,100.0
8281,32,100.0
8283,32,100.0
8284,27,100.0
8289,32,100.0
8290,32,100.0
8291,32,100.0
8294,32,100.0
8295,32,100.0
8302,32,100.0
8305,32,100.0
8308,32,100.0
8311,32,100.0
8315,32,100.0
8318,32,100.0
8329,27,100.0
8332,32,100.0
8336,27,100.0
8341,27,100.0
8345,32,100.0
8346,32,100.0
8348,32,100.0
8349,32,100.0
8353,32,100.0
8357,32,100.0
8364,32,100.0
8369,32,100.0
8373,31,20.0
8373,43,60.0
8373,44,20.0
8374,32,100.0
8376,32,100.0
8384,32,100.0
8392,32,100.0
8399,32,100.0
8407,32,100.0
8408,32,100.0
8412,32,100.0
8415,38,100.0
8420,33,100.0
8425,32,100.0
8426,26,100.0
8434,29,100.0
8436,27,100.0
8446,27,100.0
8448,30,100.0
8450,29,50.0
8450,31,30.0
8450,34,20.0
8455,26,30.0
8455,28,30.0
8455,29,40.0
8459,29,100.0
8465,34,100.0
8471,27,20.0
8471,30,80.0
8475,37,70.0
8475,38,30.0
8477,27,100.0
8485,27,100.0
8489,32,100.0
8491,32,100.0
8495,27,100.0
8496,27,100.0
8500,27,100.0
8508,37,20.0
8508,41,30.0
8508,42,50.0
8513,30,100.0
8518,32,100.0
8526,27,100.0
8527,27,50.0
8527,30,50.0
8531,32,100.0
8532,32,100.0
8533,32,100.0
8534,32,100.0
8535,32,100.0
8538,27,100.0
8542,30,100.0
8547,32,100.0
8549,32,100.0
8554,27,100.0
8557,32,100.0
8559,32,100.0
8561,32,100.0
8565,38,100.0
8567,32,100.0
8569,32,100.0
8576,32,100.0
8580,32,100.0
8591,32,100.0
8592,32,100.0
8593,32,100.0
8605,32,100.0
8615,29,100.0
8617,32,100.0
8623,32,100.0
8628,27,100.0
8633,32,100.0
8635,32,100.0
8637,27,100.0
8643,33,100.0
8645,32,100.0
8660,32,100.0
8661,25,100.0
8664,32,100.0
8666,32,100.0
8667,32,100.0
8671,31,100.0
8675,27,100.0
8678,27,100.0
8680,27,100.0
8682,32,100.0
8691,32,100.0
8695,33,80.0
8695,42,20.0
8701,27,100.0
8707,23,40.0
8707,28,60.0
