id,RFCD.Code,RFCD.Percentage
703,32,100.0
704,32,100.0
705,30,100.0
706,28,40.0
706,29,60.0
707,35,100.0
708,30,100.0
709,32,100.0
710,30,100.0
711,27,100.0
712,32,100.0
713,32,100.0
714,38,100.0
715,41,100.0
716,23,100.0
717,32,100.0
718,31,100.0
719,27,100.0
720,25,100.0
721,26,100.0
722,26,100.0
724,25,100.0
725,27,100.0
726,32,100.0
727,32,100.0
728,23,100.0
729,32,100.0
730,32,100.0
731,32,100.0
732,23,100.0
733,32,100.0
734,27,10.0
734,30,90.0
735,32,100.0
736,27,100.0
737,32,100.0
738,38,100.0
739,24,40.0
739,25,30.0
739,27,30.0
740,30,100.0
741,29,100.0
742,38,100.0
743,27,30.0
743,32,70.0
744,32,100.0
745,32,100.0
746,24,80.0
746,29,20.0
748,32,100.0
749,21,50.0
749,32,50.0
750,27,50.0
750,30,50.0
751,32,100.0
752,29,100.0
753,32,100.0
754,27,100.0
755,30,100.0
756,27,50.0
756,32,50.0
757,28,50.0
757,38,20.0
757,42,30.0
759,28,40.0
759,29,60.0
760,32,100.0
761,27,50.0
761,32,50.0
762,32,100.0
763,32,100.0
764,28,100.0
765,34,100.0
766,37,30.0
766,41,40.0
766,42,30.0
767,32,100.0
769,32,100.0
770,27,40.0
770,32,60.0
771,32,100.0
772,33,100.0
773,32,100.0
774,25,50.0
774,27,20.0
774,29,30.0
775,27,100.0
777,32,100.0
778,26,100.0
779,38,100.0
780,32,100.0
781,34,100.0
782,38,100.0
783,32,100.0
784,27,100.0
785,30,100.0
786,32,100.0
787,32,100.0
788,32,100.0
789,32,100.0
790,32,100.0
791,32,100.0
792,28,100.0
793,27,100.0
794,36,100.0
795,43,100.0
796,24,100.0
797,24,100.0
798,27,100.0
800,32,100.0
801,32,100.0
802,27,100.0
803,32,100.0
806,29,100.0
807,24,100.0
808,23,80.0
808,35,20.0
809,43,100.0
810,32,100.0
811,27,100.0
812,27,50.0
812,32,50.0
813,28,30.0
813,29,70.0
814,27,100.0
815,32,100.0
816,28,80.0
816,29,20.0
817,32,100.0
818,27,50.0
818,32,50.0
819,38,100.0
820,32,100.0
821,27,25.0
821,32,75.0
822,28,70.0
822,29,30.0
823,27,60.0
823,30,40.0
824,25,100.0
825,26,30.0
825,29,70.0
826,27,50.0
826,32,50.0
828,30,100.0
829,28,50.0
829,29,50.0
830,24,100.0
831,32,100.0
832,27,50.0
832,32,50.0
833,32,100.0
834,27,100.0
835,27,80.0
835,28,20.0
838,27,100.0
839,33,100.0
840,27,30.0
840,32,70.0
841,32,100.0
842,32,100.0
844,37,60.0
844,44,40.0
845,27,100.0
847,23,70.0
847,29,30.0
848,27,100.0
849,27,100.0
850,32,100.0
851,32,100.0
852,28,70.0
852,29,30.0
853,32,100.0
854,32,100.0
855,27,20.0
855,32,80.0
856,26,20.0
856,27,50.0
856,30,30.0
857,27,100.0
858,27,50.0
858,32,50.0
860,32,100.0
862,27,100.0
863,32,100.0
864,27,40.0
864,32,40.0
864,33,20.0
865,32,100.0
866,32,100.0
867,32,100.0
868,35,100.0
869,32,100.0
870,27,50.0
870,30,50.0
871,27,30.0
871,32,70.0
872,32,100.0
873,32,100.0
874,27,40.0
874,30,60.0
875,27,50.0
875,32,50.0
877,28,80.0
877,30,20.0
878,39,100.0
879,32,100.0
880,31,100.0
881,24,100.0
882,32,100.0
883,32,100.0
884,32,100.0
885,37,100.0
886,32,30.0
886,33,70.0
887,32,100.0
888,27,50.0
888,32,50.0
889,32,100.0
890,27,20.0
890,32,80.0
891,23,100.0
892,27,100.0
893,32,100.0
894,43,100.0
895,31,100.0
897,32,100.0
898,24,100.0
899,30,100.0
902,32,100.0
903,27,50.0
903,32,50.0
905,32,100.0
906,32,100.0
907,27,50.0
907,32,50.0
908,32,100.0
909,32,100.0
910,25,70.0
910,27,30.0
912,32,100.0
913,27,20.0
913,32,80.0
914,26,100.0
915,32,10.0
915,38,80.0
915,39,10.0
916,32,100.0
917,32,100.0
919,32,100.0
920,27,100.0
921,37,10.0
921,42,10.0
921,43,80.0
922,32,100.0
923,28,100.0
924,27,30.0
924,32,70.0
925,32,100.0
926,26,100.0
927,32,100.0
928,32,100.0
929,43,100.0
930,30,100.0
931,30,100.0
932,27,100.0
933,27,40.0
933,32,60.0
934,32,100.0
935,32,100.0
936,32,100.0
937,31,20.0
937,34,40.0
937,37,40.0
938,24,100.0
939,32,100.0
940,24,50.0
940,41,50.0
942,32,100.0
944,33,100.0
945,27,100.0
946,32,100.0
947,24,40.0
947,25,30.0
947,27,30.0
948,32,100.0
949,32,100.0
950,32,100.0
951,32,100.0
952,28,100.0
953,27,80.0
953,30,20.0
954,32,100.0
955,32,100.0
956,30,100.0
957,32,100.0
958,32,100.0
959,27,50.0
959,32,50.0
962,29,100.0
963,21,50.0
963,32,50.0
965,38,100.0
966,32,100.0
968,25,100.0
969,27,100.0
970,32,100.0
971,27,100.0
973,32,100.0
975,32,100.0
976,32,100.0
977,27,70.0
977,32,30.0
979,27,100.0
980,32,100.0
981,42,50.0
981,43,50.0
982,32,100.0
983,32,100.0
984,42,50.0
984,43,50.0
987,38,100.0
989,33,100.0
990,27,50.0
990,32,50.0
991,33,50.0
991,37,50.0
993,24,100.0
994,32,100.0
995,32,100.0
997,32,100.0
999,25,100.0
1000,30,50.0
1000,31,50.0
1001,32,100.0
1002,41,20.0
1002,43,80.0
1003,38,100.0
1004,32,100.0
1006,32,100.0
1009,32,100.0
1010,32,100.0
1011,32,100.0
1012,32,100.0
1013,32,100.0
1014,32,100.0
1015,28,100.0
1017,27,15.0
1017,32,85.0
1018,21,50.0
1018,32,50.0
1019,30,100.0
1023,32,100.0
1024,29,100.0
1025,32,100.0
1026,25,50.0
1026,32,50.0
1027,32,100.0
1028,32,100.0
1029,27,100.0
1030,32,100.0
1031,32,100.0
1032,23,10.0
1032,28,90.0
1033,32,100.0
1034,28,100.0
1035,24,50.0
1035,40,50.0
1036,32,100.0
1037,32,100.0
1038,32,100.0
1039,32,100.0
1040,27,40.0
1040,32,60.0
1041,32,100.0
1042,27,20.0
1042,32,80.0
1043,27,100.0
1044,38,90.0
1044,43,10.0
1045,36,20.0
1045,37,60.0
1045,43,20.0
1046,32,100.0
1047,36,10.0
1047,41,60.0
1047,42,30.0
1048,32,100.0
1049,32,20.0
1049,38,80.0
1050,32,100.0
1051,21,50.0
1051,27,50.0
1052,24,40.0
1052,25,30.0
1052,27,30.0
1053,41,60.0
1053,43,40.0
1054,32,20.0
1054,37,80.0
1055,32,100.0
1056,27,35.0
1056,32,65.0
1057,27,100.0
1058,32,100.0
1059,32,100.0
1060,32,100.0
1061,32,100.0
1063,32,100.0
1064,30,100.0
1065,32,100.0
1066,32,100.0
1067,27,50.0
1067,32,50.0
1068,32,70.0
1068,35,30.0
1069,32,100.0
1070,27,100.0
1071,25,40.0
1071,27,60.0
1072,27,40.0
1072,30,60.0
1073,32,100.0
1074,27,50.0
1074,32,50.0
1075,32,100.0
1076,27,100.0
1077,32,100.0
1078,32,100.0
1079,39,100.0
1080,32,100.0
1081,32,100.0
1082,27,100.0
1083,32,50.0
1083,38,50.0
1084,27,50.0
1084,32,50.0
1086,32,100.0
1087,38,100.0
1088,35,100.0
1089,37,40.0
1089,42,60.0
1090,27,10.0
1090,32,90.0
1091,30,10.0
1091,37,90.0
1092,27,100.0
1093,32,100.0
1094,27,70.0
1094,30,30.0
1095,32,100.0
1096,28,80.0
1096,29,20.0
1097,30,100.0
1098,35,100.0
1099,27,30.0
1099,32,70.0
1100,34,100.0
1101,32,100.0
1102,30,100.0
1103,32,100.0
1104,32,100.0
1105,34,100.0
1106,25,35.0
1106,29,65.0
1107,27,50.0
1107,32,50.0
1108,32,100.0
1110,29,100.0
1111,32,100.0
1112,41,100.0
1113,33,100.0
1114,24,100.0
1115,30,100.0
1116,32,100.0
1117,33,100.0
1118,34,100.0
1119,38,100.0
1120,36,100.0
1121,32,100.0
1122,39,100.0
1123,32,100.0
1124,23,100.0
1125,32,100.0
1127,28,100.0
1128,23,25.0
1128,28,75.0
1129,27,70.0
1129,30,30.0
1132,26,100.0
1133,39,100.0
1134,30,100.0
1136,27,50.0
1136,30,50.0
1137,23,100.0
1138,36,20.0
1138,37,80.0
1139,34,20.0
1139,36,20.0
1139,39,60.0
1141,28,100.0
1142,27,70.0
1142,32,30.0
1143,28,100.0
1144,23,50.0
1144,30,50.0
1145,37,100.0
1146,37,20.0
1146,43,80.0
1147,37,40.0
1147,41,60.0
1148,27,20.0
1148,32,80.0
1149,27,20.0
1149,32,80.0
1150,26,55.0
1150,28,45.0
1151,31,100.0
1152,24,100.0
1153,28,100.0
1154,34,100.0
1155,42,100.0
1156,43,70.0
1156,44,30.0
1157,33,100.0
1158,23,100.0
1159,39,100.0
1160,32,100.0
1161,27,50.0
1161,32,50.0
1162,27,100.0
1163,27,25.0
1163,32,75.0
1164,32,100.0
1165,27,100.0
1166,32,100.0
1168,32,100.0
1169,27,100.0
1170,44,100.0
1172,27,100.0
1173,28,100.0
1177,27,20.0
1177,32,80.0
1181,42,100.0
1182,23,20.0
1182,28,80.0
1184,31,100.0
1187,27,40.0
1187,30,60.0
1188,27,100.0
1189,32,100.0
1192,23,20.0
1192,33,50.0
1192,38,30.0
1194,27,100.0
1220,39,100.0
1225,25,100.0
1226,29,100.0
1227,27,40.0
1227,29,60.0
1228,32,100.0
1229,27,20.0
1229,32,80.0
1230,27,100.0
1231,32,100.0
1232,27,100.0
1233,32,100.0
1234,32,100.0
1235,32,100.0
1236,31,80.0
1236,37,20.0
1238,39,100.0
1239,24,60.0
1239,25,40.0
1240,32,100.0
1241,37,20.0
1241,43,50.0
1241,44,30.0
1242,27,20.0
1242,30,80.0
1243,32,70.0
1243,38,30.0
1244,26,50.0
1244,27,50.0
1245,42,40.0
1245,43,60.0
1246,36,80.0
1246,39,20.0
1247,32,100.0
1248,28,100.0
1249,27,100.0
1250,24,100.0
1251,32,100.0
1252,38,40.0
1252,42,60.0
1253,30,100.0
1254,27,100.0
1255,32,100.0
1256,32,100.0
1257,29,100.0
1258,27,100.0
1259,32,100.0
1260,42,15.0
1260,43,85.0
1261,28,100.0
1262,27,50.0
1262,32,25.0
1262,38,25.0
1263,38,100.0
1264,25,100.0
1265,27,50.0
1265,32,50.0
1266,32,100.0
1267,34,20.0
1267,37,80.0
1268,27,100.0
1269,27,100.0
1270,32,100.0
1271,32,100.0
1272,24,100.0
1273,32,100.0
1275,35,100.0
1276,28,30.0
1276,29,20.0
1276,30,50.0
1278,30,100.0
1280,32,100.0
1281,32,100.0
1282,32,100.0
1284,32,100.0
1285,24,50.0
1285,29,50.0
1287,32,100.0
1288,27,50.0
1288,30,50.0
1289,27,30.0
1289,28,70.0
1290,32,100.0
1291,27,40.0
1291,32,60.0
1292,32,100.0
1293,27,80.0
1293,30,20.0
1294,32,20.0
1294,33,30.0
1294,41,50.0
1296,32,100.0
1297,32,100.0
1298,32,100.0
1299,32,100.0
1300,32,100.0
1301,27,100.0
1302,27,40.0
1302,32,60.0
1303,32,100.0
1304,27,20.0
1304,32,80.0
1305,27,100.0
1307,32,100.0
1308,32,100.0
1309,32,100.0
1310,27,30.0
1310,30,70.0
1311,32,100.0
1312,32,100.0
1313,32,10.0
1313,38,80.0
1313,39,10.0
1314,36,30.0
1314,41,30.0
1314,42,40.0
1315,32,100.0
1316,32,100.0
1318,27,50.0
1318,30,50.0
1320,32,100.0
1321,32,100.0
1322,32,100.0
1323,27,30.0
1323,32,70.0
1324,28,100.0
1326,27,100.0
1327,27,100.0
1328,34,100.0
1329,32,100.0
1330,32,100.0
1332,23,30.0
1332,32,70.0
1333,27,100.0
1334,27,100.0
1336,32,100.0
1337,32,100.0
1338,32,100.0
1339,32,100.0
1340,27,20.0
1340,32,80.0
1341,28,100.0
1342,32,100.0
1343,30,100.0
1344,28,100.0
1345,32,100.0
1346,27,100.0
1347,32,100.0
1349,43,100.0
1350,32,100.0
1351,27,100.0
1352,32,100.0
1353,32,100.0
1355,27,100.0
1356,27,30.0
1356,32,70.0
1357,27,20.0
1357,32,80.0
1358,38,100.0
1359,25,100.0
1360,32,100.0
1362,32,100.0
1363,37,100.0
1364,27,10.0
1364,30,90.0
1365,32,100.0
1366,27,100.0
1367,28,30.0
1367,29,70.0
1368,27,50.0
1368,32,50.0
1369,28,100.0
1370,32,100.0
1371,32,100.0
1372,32,100.0
1373,27,50.0
1373,32,50.0
1374,27,100.0
1376,32,100.0
1377,24,100.0
1378,24,100.0
1379,32,100.0
1380,32,100.0
1381,32,100.0
1382,32,100.0
1383,38,80.0
1383,42,20.0
1384,32,100.0
1385,32,100.0
1386,32,40.0
1386,37,60.0
1387,32,100.0
1388,25,40.0
1388,32,60.0
1389,23,30.0
1389,32,70.0
1390,32,100.0
1391,32,100.0
1392,27,50.0
1392,32,50.0
1393,32,100.0
1394,29,100.0
1395,27,100.0
1396,32,100.0
1398,24,40.0
1398,25,30.0
1398,27,30.0
1399,32,100.0
1401,27,34.0
1401,32,66.0
1402,27,30.0
1402,30,70.0
1403,27,100.0
1405,32,100.0
1407,27,100.0
1408,27,100.0
1409,32,100.0
1410,32,100.0
1412,25,100.0
1413,32,100.0
1414,28,100.0
1415,32,100.0
1416,32,100.0
1417,25,100.0
1418,32,100.0
1419,32,100.0
1420,32,100.0
1421,25,50.0
1421,27,15.0
1421,32,35.0
1422,27,100.0
1423,32,100.0
1424,27,20.0
1424,32,80.0
1425,32,100.0
1426,32,100.0
1427,32,100.0
1428,27,15.0
1428,32,85.0
1430,32,100.0
1431,29,100.0
1434,32,100.0
1435,32,100.0
1436,27,20.0
1436,30,80.0
1437,28,100.0
1438,27,100.0
1439,32,100.0
1442,32,100.0
1443,21,100.0
1444,23,30.0
1444,32,70.0
1446,32,100.0
1447,32,100.0
1448,32,100.0
1449,34,100.0
1450,23,60.0
1450,27,40.0
1451,32,100.0
1452,27,100.0
1454,25,100.0
1455,32,100.0
1456,32,100.0
1458,32,100.0
1459,27,50.0
1459,30,50.0
1461,32,100.0
1463,32,100.0
1465,32,100.0
1466,32,100.0
1467,27,100.0
1468,32,100.0
1469,38,100.0
1470,32,100.0
1471,28,50.0
1471,32,50.0
1472,34,100.0
1473,38,100.0
1474,21,60.0
1474,25,40.0
