date,Person.ID,Dept.No.,Faculty.No.,With.PHD,years_in_uni,Number.of.Successful.Grant,Number.of.Unsuccessful.Grant,A.,A,B,C
27/05/08,122322,nan,nan,,,0.0,0.0,0.0,0.0,1.0,0.0
27/05/08,72177,3658.0,22.0,Yes ,4.0,3.0,2.0,0.0,0.0,0.0,0.0
28/05/08,149107,2628.0,25.0,,0.0,3.0,2.0,6.0,6.0,0.0,3.0
28/05/08,7452,2628.0,25.0,,2.0,5.0,11.0,0.0,0.0,0.0,0.0
28/05/08,54737,3258.0,31.0,Yes ,2.0,3.0,3.0,0.0,3.0,1.0,0.0
29/05/08,33557,2768.0,25.0,Yes ,1.0,0.0,0.0,0.0,0.0,0.0,0.0
29/05/08,28797,2768.0,25.0,Yes ,1.0,7.0,14.0,0.0,0.0,0.0,0.0
29/05/08,75662,2853.0,25.0,Yes ,4.0,2.0,0.0,1.0,8.0,18.0,17.0
30/05/08,31067,3098.0,31.0,Yes ,2.0,0.0,1.0,4.0,7.0,4.0,3.0
1/06/08,65712,2523.0,25.0,,4.0,2.0,6.0,3.0,3.0,8.0,11.0
3/06/08,77582,2553.0,25.0,,2.0,1.0,0.0,0.0,3.0,2.0,1.0
3/06/08,70652,2553.0,25.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0
3/06/08,67152,2553.0,25.0,Yes ,4.0,0.0,0.0,0.0,9.0,9.0,2.0
3/06/08,17342,2828.0,25.0,Yes ,2.0,2.0,24.0,13.0,30.0,26.0,8.0
4/06/08,71867,2578.0,25.0,Yes ,4.0,7.0,3.0,11.0,29.0,46.0,24.0
4/06/08,72037,2713.0,25.0,Yes ,2.0,6.0,11.0,9.0,6.0,7.0,0.0
5/06/08,60517,1098.0,1.0,Yes ,2.0,3.0,5.0,1.0,18.0,3.0,0.0
5/06/08,107242,1098.0,1.0,,0.0,2.0,0.0,0.0,0.0,0.0,0.0
5/06/08,28342,2153.0,19.0,Yes ,1.0,2.0,1.0,0.0,10.0,6.0,0.0
5/06/08,82722,2153.0,19.0,Yes ,3.0,1.0,0.0,0.0,0.0,0.0,0.0
5/06/08,765697,3273.0,31.0,Yes ,1.0,2.0,1.0,0.0,0.0,2.0,0.0
5/06/08,557,2813.0,25.0,,0.0,1.0,1.0,3.0,14.0,8.0,9.0
5/06/08,7597,3048.0,31.0,Yes ,3.0,2.0,4.0,13.0,14.0,23.0,13.0
5/06/08,952677,nan,nan,Yes ,,0.0,0.0,4.0,1.0,0.0,0.0
5/06/08,11612,3508.0,4.0,Yes ,3.0,1.0,0.0,13.0,2.0,0.0,0.0
5/06/08,778842,nan,nan,Yes ,,0.0,2.0,0.0,0.0,0.0,0.0
6/06/08,142457,2713.0,25.0,,0.0,2.0,2.0,0.0,0.0,1.0,0.0
6/06/08,5222,3268.0,31.0,,0.0,0.0,6.0,0.0,11.0,6.0,13.0
6/06/08,636867,3268.0,31.0,Yes ,1.0,1.0,1.0,1.0,10.0,7.0,0.0
17/06/08,45967,2163.0,19.0,Yes ,2.0,0.0,3.0,1.0,0.0,3.0,0.0
17/06/08,90572,2163.0,19.0,Yes ,1.0,0.0,3.0,0.0,0.0,0.0,0.0
18/06/08,984172,2973.0,25.0,Yes ,1.0,0.0,1.0,0.0,1.0,0.0,3.0
18/06/08,39457,3123.0,31.0,Yes ,2.0,2.0,3.0,1.0,3.0,5.0,2.0
18/06/08,71727,3268.0,31.0,Yes ,4.0,2.0,2.0,7.0,24.0,34.0,7.0
18/06/08,36452,3073.0,31.0,Yes ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18/06/08,25837,3073.0,31.0,Yes ,2.0,0.0,1.0,0.0,0.0,0.0,0.0
18/06/08,16137,2653.0,25.0,,3.0,4.0,17.0,6.0,6.0,2.0,0.0
20/06/08,23872,3028.0,31.0,Yes ,1.0,0.0,0.0,0.0,7.0,1.0,1.0
20/06/08,592,3028.0,31.0,Yes ,3.0,2.0,2.0,0.0,0.0,0.0,0.0
23/06/08,5967,2923.0,25.0,Yes ,3.0,3.0,5.0,0.0,3.0,11.0,6.0
23/06/08,878457,nan,nan,,,0.0,0.0,0.0,0.0,0.0,0.0
23/06/08,79652,2498.0,25.0,Yes ,4.0,0.0,4.0,2.0,3.0,9.0,7.0
23/06/08,65342,2768.0,25.0,Yes ,4.0,0.0,2.0,5.0,25.0,12.0,3.0
23/06/08,3182,2523.0,25.0,Yes ,3.0,4.0,2.0,2.0,7.0,27.0,34.0
23/06/08,17367,2523.0,25.0,Yes ,2.0,3.0,7.0,0.0,0.0,0.0,0.0
23/06/08,146697,1678.0,13.0,Yes ,1.0,3.0,2.0,7.0,7.0,16.0,12.0
23/06/08,878457,nan,nan,,,0.0,0.0,0.0,0.0,0.0,0.0
23/06/08,79652,nan,25.0,Yes ,4.0,0.0,4.0,2.0,3.0,9.0,7.0
23/06/08,73757,2923.0,25.0,Yes ,3.0,2.0,4.0,0.0,0.0,0.0,0.0
24/06/08,54737,3258.0,31.0,Yes ,2.0,3.0,5.0,0.0,3.0,1.0,0.0
25/06/08,129752,3508.0,4.0,Yes ,1.0,4.0,0.0,1.0,8.0,0.0,0.0
27/06/08,938787,2603.0,25.0,Yes ,1.0,1.0,2.0,0.0,0.0,0.0,0.0
27/06/08,65712,2523.0,25.0,,4.0,2.0,6.0,3.0,3.0,8.0,11.0
27/06/08,1092302,nan,nan,,,0.0,0.0,0.0,0.0,0.0,0.0
27/06/08,67282,2578.0,25.0,Yes ,2.0,6.0,5.0,9.0,6.0,5.0,5.0
27/06/08,65767,2713.0,25.0,Yes ,3.0,0.0,3.0,3.0,1.0,3.0,2.0
27/06/08,74162,2813.0,25.0,Yes ,2.0,5.0,9.0,19.0,34.0,9.0,10.0
27/06/08,71867,2578.0,25.0,Yes ,4.0,7.0,3.0,11.0,29.0,46.0,24.0
30/06/08,147717,2668.0,25.0,Yes ,1.0,0.0,10.0,2.0,1.0,0.0,0.0
1/07/08,72037,2713.0,25.0,Yes ,2.0,7.0,11.0,9.0,6.0,7.0,0.0
1/07/08,14547,653.0,7.0,,,0.0,2.0,0.0,0.0,0.0,0.0
1/07/08,67282,2578.0,25.0,Yes ,2.0,6.0,6.0,9.0,6.0,5.0,5.0
7/07/08,877722,nan,nan,,,1.0,2.0,0.0,0.0,0.0,1.0
7/07/08,10387,1038.0,1.0,Yes ,3.0,3.0,5.0,2.0,10.0,29.0,2.0
8/07/08,7947,3048.0,31.0,Yes ,3.0,7.0,1.0,30.0,16.0,4.0,4.0
8/07/08,79837,3048.0,31.0,Yes ,4.0,0.0,0.0,0.0,0.0,0.0,0.0
14/07/08,941662,2178.0,19.0,Yes ,1.0,1.0,0.0,0.0,1.0,1.0,0.0
14/07/08,778842,nan,nan,Yes ,,0.0,2.0,1.0,1.0,0.0,0.0
14/07/08,120397,3508.0,4.0,Yes ,1.0,0.0,1.0,0.0,0.0,0.0,0.0
14/07/08,135032,2298.0,46.0,,1.0,0.0,1.0,3.0,0.0,4.0,0.0
14/07/08,87147,2548.0,25.0,Yes ,2.0,1.0,0.0,5.0,4.0,7.0,1.0
14/07/08,877722,nan,nan,,,2.0,2.0,0.0,0.0,0.0,1.0
14/07/08,938657,2163.0,19.0,,,0.0,0.0,0.0,0.0,0.0,0.0
14/07/08,979487,2163.0,19.0,,,0.0,1.0,0.0,0.0,0.0,0.0
14/07/08,945737,2178.0,19.0,Yes ,1.0,1.0,0.0,3.0,2.0,0.0,0.0
14/07/08,909457,2153.0,19.0,Yes ,1.0,1.0,0.0,0.0,1.0,0.0,0.0
14/07/08,718607,2103.0,19.0,Yes ,1.0,1.0,2.0,1.0,1.0,1.0,0.0
14/07/08,923187,2678.0,25.0,Yes ,1.0,3.0,2.0,0.0,0.0,0.0,0.0
14/07/08,67647,2678.0,25.0,Yes ,3.0,5.0,11.0,0.0,0.0,0.0,0.0
14/07/08,916022,2298.0,46.0,Yes ,1.0,1.0,0.0,0.0,0.0,0.0,0.0
14/07/08,896767,nan,nan,Yes ,,1.0,0.0,0.0,0.0,0.0,1.0
14/07/08,936352,2628.0,25.0,Yes ,1.0,1.0,1.0,0.0,0.0,0.0,0.0
14/07/08,85862,2728.0,25.0,,2.0,9.0,15.0,0.0,5.0,21.0,7.0
14/07/08,78967,2728.0,25.0,Yes ,4.0,7.0,6.0,0.0,0.0,0.0,0.0
14/07/08,127397,2713.0,25.0,,,0.0,5.0,1.0,1.0,2.0,0.0
14/07/08,110517,2728.0,25.0,Yes ,1.0,1.0,1.0,0.0,0.0,0.0,0.0
14/07/08,8772,2763.0,25.0,,0.0,5.0,8.0,8.0,19.0,14.0,5.0
14/07/08,933712,2533.0,25.0,Yes ,1.0,0.0,1.0,0.0,0.0,0.0,0.0
14/07/08,494247,nan,nan,,,0.0,0.0,0.0,0.0,1.0,0.0
14/07/08,76022,2103.0,19.0,Yes ,3.0,2.0,3.0,16.0,10.0,2.0,0.0
14/07/08,744352,2103.0,19.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0
14/07/08,138567,2883.0,25.0,Yes ,1.0,1.0,3.0,0.0,1.0,3.0,0.0
14/07/08,786607,nan,nan,Yes ,,1.0,1.0,0.0,0.0,1.0,2.0
14/07/08,889197,2713.0,25.0,Yes ,1.0,1.0,4.0,5.0,1.0,2.0,2.0
14/07/08,607102,3048.0,31.0,,,2.0,1.0,7.0,2.0,1.0,0.0
15/07/08,78827,2498.0,25.0,Yes ,4.0,4.0,3.0,8.0,17.0,10.0,2.0
15/07/08,946327,3268.0,31.0,Yes ,1.0,1.0,0.0,3.0,8.0,3.0,0.0
15/07/08,36737,2253.0,19.0,,1.0,0.0,2.0,0.0,1.0,0.0,0.0
15/07/08,15242,2533.0,25.0,Yes ,1.0,1.0,1.0,0.0,0.0,0.0,0.0
15/07/08,620592,2163.0,19.0,Yes ,,0.0,1.0,0.0,0.0,0.0,0.0
16/07/08,92307,2298.0,46.0,Yes ,1.0,1.0,1.0,0.0,0.0,0.0,0.0
16/07/08,752162,2298.0,46.0,Yes ,1.0,0.0,1.0,0.0,0.0,1.0,0.0
16/07/08,941662,2178.0,19.0,Yes ,1.0,1.0,0.0,0.0,1.0,1.0,0.0
16/07/08,945737,2178.0,19.0,Yes ,1.0,1.0,1.0,0.0,0.0,0.0,0.0
16/07/08,493697,2178.0,19.0,Yes ,1.0,3.0,2.0,18.0,24.0,4.0,4.0
20/07/08,7862,2523.0,25.0,Yes ,2.0,1.0,3.0,4.0,8.0,10.0,8.0
